N	2gram	Bakhtin_Pr_5	Psycholo
1	то что	10	32
2	и в	35	31
3	в том	5	30
4	то есть	16	26
5	что в	6	23
6	может быть	14	22
7	таким образом	7	20
8	при этом	2	19
9	так как	4	18
10	не может	18	17
11	как и	18	16
12	том что	3	16
13	и не	27	16
14	точки зрения	7	15
15	только в	6	14
16	а не	4	13
17	не только	10	13
18	что и	3	13
19	так же	7	12
20	в этом	14	12
21	в самом	6	11
22	с таким	2	11
23	не в	10	11
24	в сущности	14	10
25	того что	3	10
26	потому что	8	10
27	по себе	4	9
28	ни в	2	9
29	как в	5	9
30	самом деле	10	9
31	никогда не	4	8
32	вместе с	2	8
33	все это	14	8
34	показать что	2	8
35	и что	6	8
36	во всяком	4	8
37	что он	24	7
38	и его	14	7
39	тому как	2	7
40	сказать что	3	7
41	о том	2	7
42	что это	4	6
43	вовсе не	7	6
44	до конца	4	6
45	было бы	3	6
46	всяком случае	4	6
47	а в	7	6
48	и даже	5	6
49	в его	21	6
50	и все	15	5
51	в ее	3	5
52	все же	8	5
53	так что	5	5
54	как бы	31	5
55	в целом	3	5
56	другой стороны	3	5
57	и для	8	5
58	то же	15	5
59	с другой	4	5
60	время как	2	5
61	подобно тому	2	5
62	в то	11	5
63	как будто	4	5
64	к тому	6	4
65	в которой	2	4
66	в котором	3	4
67	все время	4	4
68	в виду	3	4
69	прежде всего	12	4
70	тому что	2	4
71	столь же	2	4
72	и так	4	4
73	очень часто	2	4
74	в себе	5	4
75	отличие от	2	4
76	что я	13	4
77	мы увидим	2	4
78	у него	4	4
79	со всеми	3	4
80	от себя	5	4
81	в этих	2	4
82	те же	2	4
83	и у	4	4
84	совпадает с	2	4
85	с этой	2	4
86	мы можем	2	4
87	этого слова	5	4
88	там где	7	4
89	между тем	4	4
90	под влиянием	3	3
91	уже в	3	3
92	совсем не	3	3
93	с тем	3	3
94	его и	3	3
95	в своем	2	3
96	что у	6	3
97	та же	4	3
98	что все	2	3
99	в каждом	6	3
100	вопрос о	2	3
101	и к	12	3
102	что на	2	3
103	точек зрения	2	3
104	мы знаем	2	3
105	тому же	3	3
106	это и	3	3
107	но это	6	3
108	но не	6	3
109	из его	2	3
110	например в	2	3
111	хотя и	2	3
112	в слове	6	3
113	он не	13	3
114	в своей	4	3
115	так и	8	3
116	только на	4	3
117	тому чтобы	2	3
118	им в	2	3
119	в отличие	2	3
120	что оно	2	3
121	и вот	4	3
122	но только	3	3
123	и по	2	3
124	той же	2	3
125	в которых	2	3
126	в одной	3	3
127	с этим	3	3
128	нуждается в	3	3
129	слова в	6	3
130	у меня	6	3
131	во всем	4	3
132	в конце	5	3
133	и это	5	3
134	в произведении	2	3
135	конце концов	3	3
136	мысли в	2	3
137	но в	19	3
138	не менее	2	2
139	на вопрос	2	2
140	такой же	3	2
141	этих двух	2	2
142	уже и	2	2
143	этом смысле	3	2
144	и как	2	2
145	и без	4	2
146	в них	4	2
147	и во	3	2
148	и от	3	2
149	и другого	2	2
150	в жизни	2	2
151	это в	2	2
152	в такой	4	2
153	с ним	7	2
154	быть в	2	2
155	смысле этого	2	2
156	она в	2	2
157	уже не	3	2
158	должна была	2	2
159	себя и	8	2
160	что они	6	2
161	что даже	2	2
162	но что	2	2
163	что с	2	2
164	ли это	2	2
165	тот же	4	2
166	когда она	2	2
167	к другим	2	2
168	в него	3	2
169	даже в	5	2
170	наконец в	4	2
171	в нем	16	2
172	мы видели	2	2
173	отношение к	6	2
174	из них	3	2
175	когда он	3	2
176	но и	14	2
177	говорит о	2	2
178	без всякого	2	2
179	что же	7	2
180	приводит к	2	2
181	как мы	8	2
182	только что	3	2
183	я хотел	2	2
184	как раз	4	2
185	в голове	2	2
186	на самом	9	2
187	к нему	13	2
188	есть только	2	2
189	с точки	2	2
190	от него	6	2
191	увидим что	2	2
192	в чем	4	2
193	ничего не	3	2
194	как к	5	2
195	их в	2	2
196	и с	12	2
197	бы и	2	2
198	но как	4	2
199	и то	5	2
200	бы в	4	2
201	теми же	2	2
202	будто бы	2	2
203	его в	4	2
204	как он	2	2
205	из этого	2	2
206	в одном	6	2
207	зависимость от	2	2
208	или как	3	2
