N	2gram	Losev_Prob_2	Myshleni
1	мышления и	2	40
2	и речи	3	38
3	точки зрения	2	26
4	таким образом	4	26
5	в том	12	24
6	и в	35	23
7	том что	19	21
8	в целом	3	20
9	того чтобы	2	17
10	то что	38	17
11	в этом	17	17
12	так же	5	16
13	не только	24	16
14	того что	12	15
15	для того	3	15
16	что в	11	14
17	может быть	18	14
18	но и	16	14
19	как и	5	14
20	в его	7	14
21	не может	13	12
22	как бы	4	11
23	сказать что	24	11
24	и мышления	2	11
25	представляет собой	2	11
26	с другой	6	10
27	прежде всего	11	10
28	в отношении	4	10
29	в качестве	2	9
30	одной стороны	5	9
31	не является	7	9
32	другой стороны	5	9
33	и не	37	9
34	и с	10	9
35	вместе с	2	9
36	самого начала	2	8
37	человеческой речи	4	8
38	с самого	3	8
39	с одной	5	8
40	заключается в	4	8
41	и на	5	8
42	в основе	3	8
43	нашего исследования	3	8
44	то же	5	8
45	вопрос о	3	7
46	мы могли	2	7
47	в этой	9	7
48	в самом	5	7
49	в то	6	7
50	так как	7	7
51	с тем	3	7
52	что он	4	7
53	мы не	7	7
54	и ее	2	7
55	независимо от	2	6
56	между этими	2	6
57	и тем	4	6
58	все это	4	6
59	лишь в	3	6
60	могли бы	3	6
61	потому что	13	6
62	с этим	5	6
63	о том	18	6
64	мысли и	2	6
65	мы можем	6	6
66	тем что	4	6
67	в себе	5	6
68	только в	14	6
69	тому что	3	5
70	перед нами	2	5
71	можно сказать	6	5
72	и как	4	5
73	на то	6	5
74	по себе	8	5
75	для этого	3	5
76	что для	3	5
77	в своих	3	5
78	что мы	14	5
79	мы должны	3	5
80	и все	5	5
81	бы в	3	5
82	если бы	4	5
83	но в	6	5
84	значение слова	4	5
85	и более	5	5
86	думается что	2	5
87	что может	2	5
88	между собой	5	5
89	представить себе	4	5
90	и что	13	5
91	он не	2	5
92	слова и	4	5
93	так и	7	5
94	как мы	5	5
95	тем самым	7	5
96	тем более	10	5
97	из этого	2	5
98	но не	4	4
99	она должна	2	4
100	что все	6	4
101	не в	2	4
102	при этом	3	4
103	что она	4	4
104	в свете	3	4
105	все эти	7	4
106	в результате	4	4
107	их в	4	4
108	для всех	2	4
109	и к	3	4
110	было бы	8	4
111	к тому	3	4
112	для себя	9	4
113	сих пор	4	4
114	как раз	8	4
115	хотя бы	12	4
116	исследования в	2	4
117	ни в	6	4
118	как на	2	4
119	до сих	4	4
120	уже в	3	3
121	в своем	4	3
122	и от	3	3
123	из этих	3	3
124	в такой	2	3
125	настоящей работы	6	3
126	теории и	3	3
127	мы и	6	3
128	что они	3	3
129	смысле слова	7	3
130	в общем	4	3
131	и мы	2	3
132	и если	3	3
133	и следовательно	4	3
134	значение в	4	3
135	в их	3	3
136	то и	4	3
137	хотели бы	2	3
138	речь не	2	3
139	вовсе не	37	3
140	же самое	6	3
141	тогда когда	3	3
142	всяком случае	10	3
143	значения слова	4	3
144	сознания и	2	3
145	что оно	2	3
146	об этом	2	3
147	учение о	2	3
148	нашего сознания	2	3
149	во всех	2	3
150	друг от	2	3
151	она не	3	3
152	от друга	2	3
153	все же	8	3
154	если не	4	3
155	должны были	3	3
156	самом деле	4	3
157	а не	10	3
158	из которых	2	3
159	можно было	5	3
160	и то	10	3
161	которые не	2	3
162	во всяком	13	3
163	в каком	4	3
164	связи с	5	3
165	и это	5	3
166	собой все	2	3
167	в области	6	3
168	ничего не	10	3
169	в частности	5	2
170	в нашем	3	2
171	или даже	3	2
172	в конце	7	2
173	представление о	5	2
174	первый план	3	2
175	значении слова	2	2
176	является для	2	2
177	как таковой	4	2
178	бы что	2	2
179	в зависимости	2	2
180	но все	2	2
181	и должны	3	2
182	есть прежде	4	2
183	что с	2	2
184	о чем	6	2
185	а скорее	2	2
186	несмотря на	3	2
187	хотя и	3	2
188	был бы	6	2
189	не имеет	7	2
190	один из	3	2
191	значения и	11	2
192	данном случае	5	2
193	той же	2	2
194	в слове	3	2
195	и той	4	2
196	и наконец	3	2
197	и даже	11	2
198	как такового	2	2
199	должно быть	2	2
200	бы и	7	2
201	а в	4	2
202	что звук	2	2
203	говорить о	10	2
204	о котором	3	2
205	в этих	4	2
206	нас сейчас	2	2
207	всех этих	4	2
208	речь идет	2	2
209	в них	2	2
210	в состоянии	2	2
211	содержится в	2	2
212	к сожалению	6	2
213	и представить	2	2
214	ясно что	8	2
215	есть не	6	2
216	на первый	4	2
217	только тогда	3	2
218	в значительной	3	2
219	зависимости от	2	2
220	указывает на	5	2
221	себе и	2	2
222	которые мы	3	2
223	даже в	2	2
224	всей этой	3	2
225	все другие	2	2
226	на него	2	2
227	слова как	3	2
228	нами в	2	2
229	одной и	2	2
230	если мы	9	2
231	уже не	8	2
232	с другими	5	2
233	в данном	10	2
234	и при	2	2
235	в виде	6	2
236	что если	4	2
237	к другу	2	2
238	едва ли	9	2
239	если это	2	2
240	и поэтому	2	2
241	значение как	2	2
242	в поисках	2	2
