N	2gram	Vygotskiy__5	EvropaiE
1	и в	16	37
2	в отношении	9	32
3	в пределах	4	25
4	точки зрения	18	23
5	что в	16	21
6	не только	16	18
7	с точки	9	17
8	в то	5	16
9	хотя бы	5	15
10	то же	8	15
11	в своем	5	14
12	в качестве	4	14
13	но и	6	14
14	и не	12	14
15	но в	6	14
16	в этом	25	12
17	в их	3	11
18	в том	18	11
19	в области	12	11
20	так и	7	10
21	прежде всего	3	9
22	в смысле	3	9
23	не может	18	9
24	только в	10	9
25	так же	15	9
26	к тому	6	8
27	одной стороны	3	8
28	было бы	10	8
29	в своей	2	8
30	с одной	3	8
31	между тем	3	8
32	как и	8	7
33	по своему	3	7
34	нам кажется	2	7
35	того что	16	7
36	с другой	4	7
37	так как	16	7
38	с этой	4	6
39	вовсе не	2	6
40	том что	15	6
41	стороны и	2	6
42	может быть	9	6
43	вслед за	2	6
44	для того	14	6
45	как бы	5	6
46	то что	26	6
47	во всех	2	6
48	того чтобы	17	6
49	и даже	2	6
50	и на	6	6
51	же как	7	5
52	в частности	3	5
53	столь же	2	5
54	не в	6	5
55	но не	10	5
56	к которым	2	5
57	одной из	3	5
58	но если	6	5
59	которую мы	2	5
60	как мы	10	5
61	в той	6	5
62	тем самым	8	5
63	и по	4	5
64	этой точки	4	5
65	и потому	2	5
66	как совокупность	2	4
67	именно в	4	4
68	вопрос о	12	4
69	можно сказать	5	4
70	на всем	2	4
71	чем в	3	4
72	само по	2	4
73	в самом	4	4
74	то в	3	4
75	в ней	2	4
76	в процессе	13	4
77	по себе	7	4
78	не на	3	4
79	мы не	3	4
80	не имеет	4	4
81	сказать что	13	4
82	тем более	4	4
83	как это	8	4
84	и к	2	3
85	в сфере	5	3
86	этом отношении	5	3
87	с тем	3	3
88	никогда не	5	3
89	в них	2	3
90	вообще не	4	3
91	и от	2	3
92	с другом	7	3
93	в известной	3	3
94	мы видели	3	3
95	представляет собой	7	3
96	мы можем	6	3
97	в свою	4	3
98	очевидно что	2	3
99	того же	7	3
100	в известном	8	3
101	не дает	2	3
102	друг с	7	3
103	известном смысле	7	3
104	из них	2	3
105	не является	5	3
106	и тем	3	3
107	что и	3	3
108	говорит о	3	3
109	во второй	2	3
110	когда он	2	3
111	ее в	3	3
112	как в	5	3
113	потребность в	4	3
114	как на	3	3
115	можно было	5	3
116	к ним	2	3
117	в результате	4	3
118	потому что	21	3
119	во всяком	2	3
120	тем что	5	3
121	ни на	2	3
122	о том	8	3
123	что все	6	2
124	не могут	4	2
125	их из	2	2
126	и более	3	2
127	а тем	2	2
128	а не	10	2
129	в этих	3	2
130	еще более	5	2
131	в случае	2	2
132	сравнению с	5	2
133	в какой	6	2
134	не означает	4	2
135	по сравнению	5	2
136	с этим	3	2
137	в одном	3	2
138	к нему	3	2
139	именно потому	2	2
140	совершенно очевидно	2	2
141	из того	11	2
142	есть не	2	2
143	же в	2	2
144	и того	3	2
145	и как	3	2
146	это значит	5	2
147	в силу	10	2
148	отношений между	2	2
149	такой же	4	2
150	что если	4	2
151	свою очередь	3	2
152	но как	3	2
153	должна быть	5	2
154	приводит нас	2	2
155	от друга	4	2
156	имеет место	2	2
157	нас к	3	2
158	он не	8	2
159	в его	11	2
160	в котором	2	2
161	только к	2	2
162	если в	3	2
163	точка зрения	8	2
164	не есть	4	2
165	в развитии	28	2
166	друг от	4	2
167	жизни и	2	2
168	сказывается в	2	2
169	вместе с	4	2
170	на основании	2	2
171	а в	3	2
172	таким образом	19	2
173	если бы	8	2
174	но с	2	2
175	заключается в	5	2
176	и что	12	2
177	на этот	4	2
178	другой стороны	2	2
179	тому чтобы	4	2
180	происходит в	2	2
181	на основе	2	2
182	мы видим	4	2
183	в своих	2	2
184	этот вопрос	6	2
185	что эти	2	2
186	и с	3	2
187	могут быть	4	2
188	в этой	6	2
189	и то	4	2
190	по своей	3	2
191	в истории	2	2
192	как будто	2	2
193	мы должны	8	2
194	его на	2	2
195	между собой	13	2
196	и поэтому	2	2
197	бы в	4	2
198	тогда когда	5	2
