N	2gram	Bakhtin_Fr_2	Psycholo
1	в том	3	37
2	и в	49	32
3	том что	4	21
4	то что	6	21
5	таким образом	7	21
6	то есть	32	21
7	что в	2	20
8	так же	2	18
9	может быть	5	18
10	не может	7	17
11	точки зрения	6	17
12	того чтобы	2	14
13	что он	3	13
14	при этом	5	13
15	то же	7	13
16	в этом	15	13
17	в самом	3	12
18	не только	17	12
19	так как	6	12
20	на то	2	11
21	было бы	3	11
22	как и	11	10
23	но и	13	10
24	и не	15	10
25	с точки	5	10
26	никогда не	5	9
27	в своих	4	9
28	тем что	4	9
29	в сущности	8	7
30	все эти	7	7
31	можно было	3	7
32	и его	17	7
33	что для	3	7
34	сказать что	6	7
35	только в	13	7
36	что они	2	7
37	в этой	10	6
38	тот же	5	6
39	как бы	11	6
40	в художественном	2	6
41	целый ряд	2	6
42	о том	3	6
43	на все	3	5
44	в ней	2	5
45	далеко не	3	5
46	до сих	4	5
47	сих пор	4	5
48	все это	9	5
49	этом отношении	3	5
50	на самом	2	5
51	и даже	2	5
52	как на	4	5
53	и на	17	5
54	в то	6	5
55	и более	4	4
56	в жизни	4	4
57	несмотря на	3	4
58	совершенно не	2	4
59	в нем	9	4
60	все же	7	4
61	из них	3	4
62	жизни и	7	4
63	и до	4	4
64	а в	4	4
65	и все	3	4
66	и с	6	4
67	могут быть	2	4
68	и это	3	4
69	в произведении	2	4
70	в творчестве	6	4
71	ничего не	2	4
72	того как	2	4
73	но он	6	3
74	с другой	4	3
75	в конце	2	3
76	и к	4	3
77	по существу	2	3
78	до конца	2	3
79	в своей	5	3
80	ссылается на	2	3
81	относится к	5	3
82	один из	7	3
83	с ее	3	3
84	так и	6	3
85	во всех	6	3
86	в их	2	3
87	в отношении	2	3
88	и других	3	3
89	и вот	3	3
90	жизнь и	2	3
91	тому как	2	3
92	как к	2	3
93	в смысле	2	3
94	во всем	3	3
95	мы должны	2	3
96	думать что	2	3
97	та же	2	3
98	но в	4	3
99	видит в	3	3
100	в виду	3	3
101	мы можем	2	3
102	место в	3	2
103	с его	5	2
104	но даже	2	2
105	понятно что	2	2
106	в них	13	2
107	все что	2	2
108	сравнению с	2	2
109	точка зрения	3	2
110	в одном	3	2
111	это в	2	2
112	во всяком	2	2
113	людей с	3	2
114	и эти	2	2
115	ни в	3	2
116	в романе	9	2
117	в новой	2	2
118	же время	6	2
119	еще не	2	2
120	но не	5	2
121	в день	3	2
122	по сравнению	2	2
123	вовсе не	10	2
124	на его	2	2
125	должен был	2	2
126	к нему	3	2
127	и следовательно	2	2
128	в его	18	2
129	в него	2	2
130	всяком случае	2	2
131	в ее	3	2
132	в этих	4	2
133	отношение к	8	2
134	вместе с	2	2
135	значение в	4	2
136	себе и	2	2
137	и без	2	2
138	вплоть до	2	2
139	так в	3	2
140	другой стороны	3	2
141	в особенности	5	2
142	не было	4	2
143	форм и	2	2
144	роль в	5	2
145	мы находим	4	2
146	в самой	2	2
147	именно на	2	2
148	но это	2	2
149	также и	3	2
150	их в	3	2
151	лиц и	3	2
152	он дает	2	2
153	подобно тому	2	2
154	имеем в	2	2
155	в себе	4	2
156	смысл и	2	2
157	и вообще	3	2
158	в свое	4	2
159	там где	4	2
160	же с	2	2
