N	2gram	Voloshinov_1	KulturaY
1	и в	16	23
2	точки зрения	8	23
3	в том	3	22
4	не только	7	17
5	было бы	2	16
6	в этом	9	16
7	с точки	6	16
8	в области	3	14
9	может быть	17	14
10	самом деле	6	14
11	что в	3	13
12	в самом	2	13
13	не менее	2	12
14	том что	3	11
15	в его	4	11
16	и не	4	10
17	прежде всего	9	9
18	еще не	5	9
19	хотя бы	4	9
20	таким образом	9	9
21	так как	4	9
22	до сих	3	8
23	сих пор	3	8
24	если мы	2	7
25	те же	3	7
26	сказать что	7	7
27	все эти	5	7
28	как это	3	7
29	для этого	2	6
30	что и	2	6
31	что он	2	6
32	при этом	6	6
33	так и	4	6
34	не может	8	6
35	то же	2	6
36	в общем	3	6
37	с помощью	2	6
38	могут быть	3	6
39	говорить о	2	6
40	только в	4	6
41	о том	2	6
42	не могут	2	5
43	и есть	3	5
44	как и	2	5
45	совершенно не	8	5
46	как бы	5	5
47	как мы	4	5
48	а в	3	5
49	но это	2	5
50	из этих	2	5
51	в чем	5	5
52	один из	2	4
53	для нас	2	4
54	того же	2	4
55	только как	3	4
56	в своей	2	4
57	и о	2	4
58	то что	3	4
59	что не	2	4
60	что такое	5	4
61	тех же	3	4
62	что это	2	3
63	отнюдь не	4	3
64	на самом	4	3
65	и к	6	3
66	что на	2	3
67	ни в	5	3
68	с этой	2	3
69	но как	2	3
70	он не	2	3
71	не есть	2	3
72	только то	2	3
73	отношение к	5	3
74	но и	4	3
75	и содержание	2	3
76	и вот	3	3
77	мы не	2	3
78	они не	2	3
79	и пр	12	3
80	и с	8	3
81	может иметь	2	3
82	в каком	2	3
83	и только	9	3
84	я и	6	3
85	и действительно	2	3
86	учение о	3	2
87	только для	5	2
88	все это	4	2
89	в частности	2	2
90	в одном	3	2
91	можно сказать	4	2
92	и как	3	2
93	по своему	2	2
94	и говорить	2	2
95	конечно не	6	2
96	за пределы	2	2
97	в свое	2	2
98	его в	4	2
99	но мы	4	2
100	в пределах	2	2
101	в область	2	2
102	вместе с	3	2
103	мысли и	4	2
104	и через	2	2
105	а потому	4	2
106	путь к	2	2
107	так же	2	2
108	с другими	3	2
109	не знает	2	2
110	во всяком	3	2
111	на протяжении	2	2
112	что мы	2	2
113	на этом	3	2
114	в этих	3	2
115	но в	4	2
116	для меня	2	2
