N	3gram	Losev_Prob_4	Psycholo
1	в том что	8	9
2	и т д	3	8
3	о том что	3	7
4	в том чтобы	2	7
5	во всяком случае	4	6
6	заключается в том	2	6
7	в то время	2	5
8	с другой стороны	6	5
9	в зависимости от	3	5
10	то время как	2	5
11	для того чтобы	2	5
12	в какой мере	4	3
13	точно так же	3	3
14	ни в какой	4	3
15	только в том	3	3
16	не только не	4	3
17	как будто бы	2	2
18	слова то есть	2	2
19	хотя и не	2	2
20	более или менее	2	2
21	с точки зрения	11	2
22	то же самое	6	2
23	тем не менее	10	2
24	сама по себе	2	2
25	вместе с тем	3	2
26	в этом смысле	3	2
27	то есть в	6	2
28	на самом деле	3	2
29	тех или иных	3	2
30	потому что он	2	2
