N	2gram	Propp_Isto_4	Literetu
1	и не	9	22
2	тогда как	4	17
3	и в	26	16
4	при этом	3	15
5	не только	15	14
6	но и	12	14
7	в этом	7	14
8	а не	6	12
9	то что	16	12
10	может быть	14	12
11	в том	3	12
12	в частности	2	11
13	не в	5	10
14	такого рода	2	10
15	то же	8	9
16	так и	10	9
17	того что	2	9
18	том что	3	8
19	не может	6	8
20	к себе	3	8
21	в этой	2	8
22	как бы	3	8
23	в своей	4	7
24	себя в	2	7
25	только в	3	7
26	с другой	4	6
27	еще не	6	6
28	в его	5	6
29	и его	10	6
30	в себе	2	6
31	в другом	5	6
32	о том	4	6
33	в качестве	7	5
34	это не	5	5
35	что он	10	5
36	как и	7	5
37	лишь в	2	5
38	в целом	2	5
39	вместе с	6	5
40	как в	7	5
41	а именно	3	5
42	а в	8	5
43	что я	2	5
44	но не	5	4
45	никогда не	2	4
46	однако в	2	4
47	даже в	4	4
48	по существу	3	4
49	и если	3	4
50	хотя и	2	4
51	из них	2	4
52	данном случае	3	4
53	в тексте	2	4
54	а также	3	4
55	в данном	3	4
56	в одном	5	4
57	все еще	3	3
58	а затем	3	3
59	и как	5	3
60	о чем	3	3
61	например в	3	3
62	на его	3	3
63	и тем	2	3
64	уже не	5	3
65	на смену	3	3
66	не случайно	2	3
67	потому что	6	3
68	по своей	2	3
69	там где	3	3
70	как это	3	3
71	в области	2	3
72	но в	5	3
73	что в	14	2
74	не менее	2	2
75	если бы	2	2
76	что у	3	2
77	в лице	2	2
78	с этой	2	2
79	к этому	5	2
80	не всегда	6	2
81	вопрос о	4	2
82	по себе	2	2
83	на то	3	2
84	в нем	2	2
85	а по	4	2
86	же в	3	2
87	у нас	2	2
88	и при	3	2
89	связи с	3	2
90	а на	4	2
91	было бы	2	2
92	нас к	7	2
93	герой в	3	2
94	еще один	2	2
95	то это	5	2
96	что и	9	2
97	все же	9	2
98	отношение к	2	2
99	когда он	6	2
100	как мы	5	2
101	так же	18	2
102	и только	5	2
103	о природе	3	2
104	и наоборот	2	2
105	и вот	2	2
106	другой стороны	4	2
107	и даже	4	2
108	право на	2	2
109	с ними	5	2
110	и на	2	2
111	и с	5	2
112	тем что	5	2
113	он в	4	2
114	на себя	4	2
115	представляет собой	2	2
116	чтобы он	2	2
117	же самое	2	2
118	его в	9	2
119	здесь не	4	2
