N	2gram	Vygotskiy__5	Problema
1	и не	6	28
2	то есть	13	27
3	не только	16	24
4	только в	5	23
5	вовсе не	3	21
6	в том	27	20
7	и в	30	20
8	ни в	3	17
9	все эти	2	16
10	то что	37	15
11	потому что	23	15
12	у нас	4	14
13	было бы	5	14
14	той или	2	14
15	но и	6	14
16	точки зрения	7	14
17	перед нами	2	13
18	или иной	2	13
19	не в	8	13
20	даже и	2	13
21	в нашем	2	12
22	не есть	4	12
23	в себе	5	12
24	том что	21	12
25	прежде всего	4	11
26	по себе	7	11
27	с точки	2	11
28	как будто	6	11
29	в качестве	2	10
30	не является	2	10
31	так и	3	10
32	и его	6	10
33	это значит	2	10
34	едва ли	2	10
35	может быть	11	9
36	есть нечто	3	9
37	все это	2	9
38	и даже	2	9
39	в этом	14	9
40	если бы	11	8
41	что он	17	8
42	таким образом	20	8
43	в той	3	8
44	в результате	4	8
45	и все	4	8
46	но в	5	8
47	с другой	9	7
48	это не	3	7
49	ясно что	6	7
50	еще не	5	7
51	мы не	3	7
52	и потому	5	7
53	и тем	6	7
54	то же	7	7
55	именно в	6	7
56	а не	8	7
57	сказать что	9	7
58	и с	2	7
59	в ней	4	7
60	хотя бы	3	7
61	об этом	3	6
62	так что	3	6
63	для нас	3	6
64	как и	6	6
65	есть не	4	6
66	что здесь	3	6
67	при этом	8	6
68	в виду	4	6
69	другой стороны	5	6
70	в таком	3	6
71	в данном	3	6
72	сам по	3	6
73	в каком	3	6
74	же самое	5	6
75	мы имеем	8	6
76	не существует	3	5
77	но не	7	5
78	на самом	2	5
79	в нем	7	5
80	можно сказать	2	5
81	и можно	2	5
82	в ее	3	5
83	и если	6	5
84	и о	3	5
85	жизни и	6	5
86	вместе с	12	5
87	данном случае	3	5
88	как в	3	5
89	так же	13	5
90	не может	9	5
91	в них	4	5
92	так как	9	5
93	если мы	16	5
94	когда мы	6	5
95	или в	6	5
96	в этих	3	5
97	о том	10	5
98	и ни	2	5
99	уже в	6	4
100	времени и	3	4
101	с тем	8	4
102	и есть	5	4
103	в отношении	2	4
104	и для	6	4
105	в одном	2	4
106	уже давно	4	4
107	это и	2	4
108	в этой	5	4
109	указывает на	4	4
110	только не	5	4
111	несмотря на	5	4
112	в своей	4	4
113	никак не	6	4
114	что она	6	4
115	как бы	19	4
116	и т	7	4
117	же в	2	4
118	во всех	2	4
119	отличается от	2	4
120	и только	3	4
121	с этим	2	4
122	а в	4	4
123	и наконец	3	4
124	можно было	3	4
125	как раз	13	4
126	в то	2	4
127	нет ни	2	4
128	человека в	3	3
129	к тому	8	3
130	казалось бы	4	3
131	он как	2	3
132	этом смысле	2	3
133	и к	4	3
134	как мы	5	3
135	он был	2	3
136	для него	3	3
137	и как	7	3
138	но все	2	3
139	это есть	3	3
140	связи с	2	3
141	себе и	2	3
142	совершенно не	6	3
143	в его	4	3
144	но она	2	3
145	то это	4	3
146	что и	3	3
147	в зависимости	6	3
148	что в	24	3
149	меньше всего	3	3
150	в своем	6	3
151	т д	3	3
152	все равно	2	3
153	самом деле	8	3
154	и другое	2	3
155	для того	20	3
156	из которых	4	3
157	что мы	11	3
158	и на	3	3
159	тем что	6	3
160	из них	2	3
161	мы все	6	3
162	в другом	3	3
163	мы должны	3	3
164	зависимости от	7	3
165	мы сейчас	3	3
166	в каждой	3	3
167	как это	7	3
168	из этого	2	3
169	мы можем	7	3
170	все время	20	2
171	от нас	2	2
172	в частности	4	2
173	по этому	5	2
174	между собой	2	2
175	для этого	9	2
176	в конце	4	2
177	была бы	3	2
178	и говорит	3	2
179	для ее	3	2
180	представить себе	2	2
181	стороны и	4	2
182	что именно	5	2
183	с его	2	2
184	о которых	2	2
185	остановимся на	3	2
186	находятся в	3	2
187	что они	5	2
188	заключается в	8	2
189	или вернее	2	2
190	не что	2	2
191	тот же	3	2
192	говорит что	6	2
193	нет в	2	2
194	что это	8	2
195	на его	3	2
196	в самом	14	2
197	по преимуществу	2	2
198	том чтобы	2	2
199	он не	3	2
200	время как	2	2
201	в котором	2	2
202	сами по	2	2
203	не могли	4	2
204	нам кажется	2	2
205	все же	7	2
206	смотреть на	3	2
207	говорит о	4	2
208	но только	3	2
209	мы только	2	2
210	только на	4	2
211	дело с	5	2
212	в совершенно	6	2
213	мы находим	2	2
214	совершенно ясно	7	2
215	и что	23	2
216	того чтобы	20	2
217	и он	2	2
218	только что	4	2
219	есть только	2	2
220	действия и	4	2
221	понять как	2	2
222	как они	2	2
223	и когда	9	2
224	что иное	2	2
225	и то	9	2
226	во всем	2	2
227	и совершенно	4	2
228	произведения искусства	2	2
229	и это	8	2
230	дело в	2	2
231	в которой	3	2
232	того же	2	2
233	идет речь	3	2
234	бы для	2	2
235	учения о	3	2
236	иное как	2	2
237	это будет	2	2
