N	2gram	Bakhtin_fo_1	Istorich
1	и т	8	27
2	и в	50	26
3	так же	6	18
4	то что	6	16
5	не только	9	15
6	что в	5	14
7	может быть	11	14
8	же как	2	13
9	но и	8	12
10	между двумя	6	12
11	так и	12	10
12	таким образом	11	10
13	и его	16	10
14	что и	3	9
15	все же	6	9
16	и не	14	9
17	его в	3	9
18	так как	6	9
19	то же	11	8
20	а в	3	8
21	в этих	3	7
22	об этом	2	7
23	как и	8	7
24	в качестве	3	7
25	он не	5	7
26	как в	6	7
27	их в	3	7
28	в этом	25	7
29	в дальнейшем	6	6
30	мы видим	3	6
31	еще не	5	6
32	вместе с	3	6
33	не может	6	6
34	а не	3	6
35	и то	4	6
36	потому что	4	6
37	могут быть	5	6
38	как он	2	6
39	у него	6	5
40	и как	10	5
41	это не	6	5
42	в одном	3	5
43	к этому	3	5
44	но все	5	5
45	но не	5	5
46	ничего не	9	5
47	в его	13	5
48	и у	5	5
49	мы уже	11	5
50	до сих	3	5
51	и др	9	5
52	сих пор	3	5
53	в некоторых	2	5
54	как мы	14	5
55	уже не	2	5
56	и по	2	5
57	не в	5	5
58	и с	4	5
59	тем что	2	5
60	мы должны	2	5
61	но в	10	5
62	с другой	2	4
63	на себя	2	4
64	вовсе не	13	4
65	вопрос о	2	4
66	в своей	2	4
67	в этот	2	4
68	здесь не	4	4
69	но эта	3	4
70	его на	2	4
71	и даже	2	4
72	но он	2	4
73	в которых	2	4
74	сравнению с	2	3
75	он должен	2	3
76	по сравнению	2	3
77	к себе	4	3
78	в образе	5	3
79	к своему	2	3
80	же в	3	3
81	для нас	2	3
82	в том	9	3
83	по существу	12	3
84	том что	4	3
85	и других	3	3
86	во всем	2	3
87	при этом	3	3
88	к своей	2	3
89	и другие	5	3
90	например в	6	3
91	как бы	2	3
92	все эти	9	3
93	а также	2	3
94	наряду с	5	3
95	те же	2	3
96	всякого рода	2	3
97	между ними	3	3
98	не имеет	4	3
99	есть только	2	3
100	или в	3	3
101	в данном	2	3
102	попадает в	2	3
103	связи с	6	3
104	что мы	2	3
105	только в	4	3
106	там где	2	3
107	уже в	2	2
108	не могут	3	2
109	с тем	3	2
110	никогда не	2	2
111	его и	2	2
112	в греческом	24	2
113	в своем	4	2
114	формы и	3	2
115	и во	7	2
116	с этим	6	2
117	и все	6	2
118	а как	3	2
119	по себе	2	2
120	с помощью	2	2
121	ни в	8	2
122	его от	2	2
123	есть в	2	2
124	в истории	2	2
125	одна из	2	2
126	эта форма	2	2
127	с этими	2	2
128	было бы	2	2
129	здесь на	4	2
130	если бы	5	2
131	конечно не	4	2
132	в частности	6	2
133	к ним	2	2
134	но для	2	2
135	хотя и	3	2
136	не могло	5	2
137	хотя бы	2	2
138	в нем	24	2
139	в целом	2	2
140	не к	2	2
141	отношение к	2	2
142	в форме	3	2
143	и их	8	2
144	все это	4	2
145	связь между	2	2
146	в связи	5	2
147	происходит в	2	2
148	в других	9	2
149	лишь в	6	2
150	он становится	2	2
151	того что	2	2
152	и на	8	2
153	сказать что	3	2
154	в себе	3	2
155	во все	2	2
156	тех же	2	2
157	в особенности	9	2
158	превращения в	5	2
