N	2gram	Propp_Russ_2	Marksizm
1	может быть	13	28
2	и пр	2	25
3	и в	29	19
4	как бы	18	19
5	не может	5	18
6	то же	4	16
7	как мы	3	15
8	в этом	11	15
9	таким образом	6	14
10	не только	10	13
11	связи с	2	13
12	не в	4	10
13	но и	8	10
14	том что	22	10
15	при этом	6	9
16	как и	11	9
17	а не	4	9
18	в то	2	8
19	никогда не	2	7
20	в том	22	7
21	его в	8	7
22	но в	5	7
23	прежде всего	2	7
24	одна из	11	7
25	на самом	2	7
26	и для	2	7
27	в таком	4	7
28	и как	2	6
29	того чтобы	6	6
30	и все	4	6
31	между тем	3	6
32	во всех	3	6
33	для того	6	6
34	к нему	4	5
35	в форме	2	5
36	в их	2	5
37	так же	4	5
38	и на	6	5
39	к этому	5	5
40	совершенно не	2	5
41	все же	2	5
42	в данном	6	5
43	это не	5	4
44	то что	5	4
45	мы видели	7	4
46	влияние на	2	4
47	того что	3	4
48	было бы	3	4
49	связь с	3	4
50	и ее	2	4
51	в этих	3	3
52	с другой	2	3
53	и от	3	3
54	здесь мы	2	3
55	в этой	3	3
56	одной стороны	2	3
57	в котором	3	3
58	а в	9	3
59	с этим	2	3
60	с одной	2	3
61	все эти	3	3
62	не имеет	3	3
63	должно быть	2	3
64	же деле	2	3
65	а иногда	2	3
66	не было	2	3
67	о том	9	3
68	так как	13	3
69	иногда и	2	3
70	в ее	3	3
71	у нас	4	3
72	самом же	2	3
73	в качестве	3	3
74	связано с	2	3
75	еще не	6	3
76	не к	2	3
77	что и	2	3
78	в своей	2	3
79	в отличие	3	3
80	с другими	3	3
81	и то	2	3
82	могут быть	2	3
83	отличие от	3	3
84	что в	22	2
85	что это	3	2
86	иное как	2	2
87	вопрос о	4	2
88	нас не	2	2
89	до конца	3	2
90	мы здесь	2	2
91	о чем	4	2
92	одним из	2	2
93	именно в	4	2
94	друг друга	3	2
95	ее от	2	2
96	и с	10	2
97	о происхождении	2	2
98	все то	2	2
99	не с	2	2
100	но не	5	2
101	здесь в	2	2
102	и о	3	2
103	должен быть	2	2
104	в самый	2	2
105	или же	5	2
106	а с	2	2
107	мы не	6	2
108	или в	7	2
109	тем что	3	2
110	в виде	4	2
111	далеко не	4	2
112	там где	2	2
113	вместе с	6	2
