N	2gram	Voloshinov_1	Komedia
1	и в	15	26
2	в г	3	17
3	и не	16	14
4	к тому	4	12
5	так и	10	12
6	и его	15	12
7	в том	4	11
8	может быть	13	11
9	но и	4	10
10	на протяжении	5	10
11	в этом	13	10
12	что в	6	9
13	том что	5	9
14	если бы	3	9
15	вместе с	4	9
16	было бы	6	8
17	и на	3	7
18	не только	5	7
19	что и	2	7
20	на себя	2	7
21	в своем	2	6
22	во время	5	6
23	то что	10	6
24	еще не	7	6
25	в нем	4	6
26	того чтобы	2	6
27	потому что	4	6
28	в то	6	6
29	таким образом	21	6
30	с его	8	5
31	к этому	7	5
32	что он	8	5
33	в качестве	2	5
34	один из	4	5
35	ни в	6	5
36	в истории	3	5
37	на основании	2	5
38	с этим	6	5
39	и с	7	5
40	не менее	3	4
41	у него	3	4
42	в этих	2	4
43	тому что	3	4
44	прежде всего	11	4
45	из этих	4	4
46	как мы	10	4
47	как и	6	4
48	в целом	2	4
49	с их	3	4
50	в его	9	4
51	все же	5	4
52	в самом	6	4
53	и для	2	4
54	точки зрения	13	4
55	только в	6	4
56	что это	3	4
57	так как	9	4
58	его в	8	4
59	между тем	2	4
60	для всех	2	3
61	по всему	2	3
62	в период	5	3
63	но если	2	3
64	мы знаем	7	3
65	жизни и	5	3
66	отношению к	9	3
67	но все	2	3
68	но не	5	3
69	во всех	8	3
70	же время	5	3
71	по поводу	2	3
72	в ней	5	3
73	себя в	2	3
74	в своей	9	3
75	все это	5	3
76	по отношению	11	3
77	той же	2	3
78	то же	7	3
79	ответ на	2	3
80	не было	4	3
81	как в	3	3
82	к нему	7	3
83	а в	6	3
84	человека в	3	3
85	не может	13	3
86	в этой	5	3
87	но в	9	3
88	мы можем	12	3
89	в голову	3	2
90	все время	4	2
91	и другие	2	2
92	и есть	2	2
93	отнюдь не	2	2
94	в нашем	3	2
95	не всегда	4	2
96	это не	2	2
97	в одной	2	2
98	в одном	3	2
99	вовсе не	2	2
100	и к	7	2
101	об этом	4	2
102	он был	3	2
103	в ее	4	2
104	не в	4	2
105	жизни так	3	2
106	до сих	3	2
107	одна из	3	2
108	тот же	5	2
109	и тех	2	2
110	на этом	5	2
111	ведь мы	2	2
112	связанных с	4	2
113	одним из	3	2
114	от того	3	2
115	он не	4	2
116	как бы	11	2
117	всяком случае	3	2
118	не является	3	2
119	хотя бы	7	2
120	в развитии	4	2
121	отношение к	7	2
122	и за	2	2
123	сих пор	3	2
124	со стороны	2	2
125	что она	2	2
126	в течение	2	2
127	три года	2	2
128	еще более	2	2
129	и что	3	2
130	с самого	7	2
131	и у	6	2
132	бы и	2	2
133	рядом с	2	2
134	роль в	6	2
135	мы не	4	2
136	с ними	4	2
137	не следует	2	2
138	во всяком	4	2
139	одно из	3	2
140	и ее	3	2
141	этому времени	2	2
142	и все	4	2
143	в первом	2	2
144	из этого	2	2
145	с которыми	2	2
146	бы в	2	2
