N	2gram	Bakhtin_Fr_2	Formalny
1	и в	49	24
2	в его	18	23
3	прежде всего	19	22
4	и не	15	20
5	так и	6	18
6	не может	7	16
7	точки зрения	6	16
8	в этом	15	15
9	в нем	9	14
10	может быть	5	14
11	с точки	5	13
12	таким образом	7	13
13	в своем	5	11
14	как и	11	11
15	в своей	5	11
16	в их	2	11
17	вовсе не	10	10
18	то же	7	10
19	в ней	2	10
20	и его	17	10
21	и потому	5	9
22	все это	9	9
23	в то	6	9
24	его целом	3	8
25	в ее	3	8
26	же время	6	8
27	именно в	6	8
28	литературы в	2	8
29	то что	6	8
30	лишь в	4	8
31	и на	17	8
32	и с	6	8
33	место в	3	7
34	до конца	2	7
35	не только	17	7
36	с ее	3	7
37	жизни и	7	7
38	но и	13	7
39	на самом	2	7
40	и все	3	6
41	было бы	3	6
42	в том	3	6
43	в этой	10	6
44	до сих	4	6
45	в пределах	2	6
46	еще не	2	6
47	как бы	11	6
48	сих пор	4	6
49	метода в	2	6
50	а в	4	6
51	отношения к	4	6
52	все эти	7	6
53	форм и	2	6
54	на основе	2	6
55	на литературу	2	6
56	в литературе	6	5
57	лишь как	2	5
58	при этом	5	5
59	и др	9	5
60	в понимании	2	5
61	во всех	6	5
62	в самом	3	5
63	и до	4	5
64	как мы	7	5
65	с другой	4	5
66	но в	4	5
67	с его	5	4
68	никогда не	5	4
69	и к	4	4
70	в мире	2	4
71	учение о	2	4
72	одной стороны	3	4
73	метод в	2	4
74	всяком случае	2	4
75	так же	2	4
76	в формах	2	4
77	в связи	2	4
78	что в	2	4
79	с одной	3	4
80	как на	4	4
81	во всяком	2	4
82	в истории	6	4
83	отчасти и	2	4
84	но не	5	3
85	в отношении	2	3
86	всех этих	3	3
87	связи с	2	3
88	перестает быть	2	3
89	в них	13	3
90	своей статье	2	3
91	в жизни	4	3
92	на все	3	3
93	что он	3	3
94	нельзя понять	2	3
95	для него	9	3
96	это и	2	3
97	но это	2	3
98	громадное значение	2	3
99	так например	2	3
100	со всеми	2	3
101	в основном	5	3
102	один из	7	3
103	все же	7	3
104	же в	3	3
105	отношение к	8	3
106	значение в	4	3
107	на фоне	2	3
108	в особенности	5	3
109	особенно в	2	3
110	не было	4	3
111	и других	3	3
112	культуры и	3	3
113	и даже	2	3
114	целый ряд	2	3
115	наконец в	3	3
116	жизнь и	2	3
117	в себе	4	3
118	как к	2	3
119	в художественном	2	3
120	здесь не	2	3
121	думать что	2	3
122	в области	4	3
123	под влиянием	2	2
124	и более	4	2
125	в нашем	2	2
126	и со	3	2
127	жизни в	3	2
128	и особенно	3	2
129	в одном	3	2
130	в году	13	2
131	здесь в	6	2
132	о мире	7	2
133	ни в	3	2
134	в самой	2	2
135	по существу	2	2
136	мы видели	3	2
137	но все	4	2
138	литературы и	2	2
139	одна из	4	2
140	и чисто	4	2
141	только в	13	2
142	одной из	2	2
143	своей книге	2	2
144	в эстетике	2	2
145	вполне понятно	2	2
146	в новое	2	2
147	на языке	2	2
148	к ней	2	2
149	в него	2	2
150	за пределы	2	2
151	еще в	2	2
152	точка зрения	3	2
153	вместе с	2	2
154	не дает	3	2
155	она была	4	2
156	и вот	3	2
157	менее всего	3	2
158	даже и	2	2
159	в своих	4	2
160	на его	2	2
161	ничего не	2	2
162	и это	3	2
163	в произведении	2	2
164	тех же	2	2
165	во всем	3	2
166	с ним	4	2
167	в эту	5	2
