N	2gram	Tiupa_Lite_1	Formalny
1	и в	8	24
2	в его	7	23
3	прежде всего	11	22
4	и не	12	20
5	так и	4	18
6	не может	5	16
7	точки зрения	6	16
8	в этом	12	15
9	в нем	2	14
10	может быть	13	14
11	на почве	2	13
12	с точки	2	13
13	таким образом	3	13
14	в своем	11	11
15	не менее	7	11
16	как и	6	11
17	в своей	4	11
18	в их	3	11
19	то же	5	10
20	а не	16	10
21	и его	4	10
22	в то	5	9
23	же время	5	8
24	то что	10	8
25	как в	5	8
26	лишь в	4	8
27	не в	8	8
28	должна быть	2	7
29	не только	24	7
30	жизни и	3	7
31	но и	17	7
32	отнюдь не	2	6
33	было бы	2	6
34	в том	16	6
35	в этой	4	6
36	самом деле	2	6
37	в пределах	3	6
38	еще не	4	6
39	как бы	7	6
40	в целом	8	6
41	художественное произведение	2	6
42	а в	3	6
43	все эти	2	6
44	как это	8	6
45	хотя бы	2	5
46	должен быть	2	5
47	в искусстве	2	5
48	при этом	19	5
49	только на	2	5
50	и др	3	5
51	не могло	2	5
52	в самом	3	5
53	со стороны	4	5
54	искусства и	5	5
55	того что	6	5
56	с другой	3	5
57	но в	3	5
58	с его	5	4
59	в частности	15	4
60	никогда не	4	4
61	не как	4	4
62	в мире	2	4
63	для этого	4	4
64	одной стороны	2	4
65	литературного произведения	4	4
66	всяком случае	2	4
67	отношению к	2	4
68	по отношению	3	4
69	в формах	4	4
70	в связи	4	4
71	что в	3	4
72	с одной	2	4
73	друг друга	4	4
74	с этой	5	4
75	во всяком	3	4
76	но не	4	3
77	связи с	6	3
78	перестает быть	4	3
79	в жизни	6	3
80	воздействия на	2	3
81	что он	5	3
82	к тому	2	3
83	для него	2	3
84	аналогии с	3	3
85	произведение в	2	3
86	один из	3	3
87	все же	4	3
88	же в	5	3
89	всего в	3	3
90	в россии	2	3
91	по аналогии	3	3
92	не было	3	3
93	сводится к	3	3
94	тем самым	5	3
95	и даже	3	3
96	его в	3	3
97	в основе	3	3
98	в себе	7	3
99	произведения искусства	3	3
100	в художественном	4	3
101	в области	3	3
102	жизни не	2	2
103	а как	2	2
104	в душе	3	2
105	искусства как	2	2
106	это не	4	2
107	произведение искусства	8	2
108	в году	13	2
109	не сводится	3	2
110	а только	2	2
111	уже не	7	2
112	одна из	3	2
113	только в	8	2
114	все более	2	2
115	как раз	4	2
116	и является	2	2
117	за пределы	2	2
118	еще в	4	2
119	не есть	2	2
120	художественного целого	2	2
121	не на	2	2
122	в чужом	4	2
123	от всякой	2	2
124	чтобы не	2	2
125	приводит к	3	2
126	раз и	2	2
127	или иначе	9	2
128	между тем	2	2
129	от литературы	2	2
130	в своих	4	2
131	тех же	3	2
132	мира в	3	2
133	что такое	2	2
