N	2gram	Bakhtin_Pr_1	Myshleni
1	в том	8	28
2	и в	38	28
3	то что	8	28
4	в этом	15	27
5	того что	2	24
6	не может	27	19
7	том что	3	19
8	таким образом	10	18
9	что он	2	18
10	только в	13	18
11	что в	7	17
12	не только	9	16
13	может быть	26	13
14	с помощью	7	13
15	сказать что	4	13
16	точки зрения	8	13
17	и не	42	11
18	как бы	22	11
19	как мы	7	10
20	но и	9	10
21	по отношению	21	10
22	но не	12	10
23	отношению к	19	10
24	того чтобы	2	10
25	с точки	6	10
26	понятий и	2	10
27	было бы	8	9
28	мы можем	6	9
29	никогда не	5	8
30	в самом	7	8
31	еще не	7	8
32	тем самым	4	8
33	для того	2	8
34	тем что	2	8
35	если бы	3	7
36	в нем	15	7
37	в своем	5	7
38	и других	2	7
39	что оно	2	7
40	отношение к	10	7
41	он не	3	7
42	то же	5	7
43	между ними	4	7
44	можно было	4	7
45	там где	6	7
46	и к	3	6
47	и как	8	6
48	и что	2	6
49	не имеет	9	6
50	в то	4	6
51	же самое	2	6
52	его в	9	6
53	как и	7	6
54	можно сказать	2	6
55	так и	5	6
56	приводит к	3	6
57	вообще не	7	6
58	в чем	2	6
59	в области	11	6
60	не могут	2	5
61	это не	5	5
62	в пределах	6	5
63	при решении	2	5
64	и тем	3	5
65	и на	3	5
66	и все	3	5
67	но в	4	5
68	что все	2	5
69	том же	2	5
70	показать что	2	5
71	могут быть	5	5
72	не могли	2	5
73	я не	2	4
74	в частности	2	4
75	в нашем	4	4
76	на то	2	4
77	не в	7	4
78	на этом	2	4
79	например в	3	4
80	совпадает с	2	4
81	они не	3	4
82	на основе	6	4
83	мы имеем	2	4
84	он должен	2	4
85	ясно что	3	4
86	относится к	4	4
87	оно не	3	4
88	что и	2	4
89	во всех	11	4
90	только по	4	4
91	в себе	4	4
92	независимо от	13	3
93	является как	2	3
94	в каждом	2	3
95	как это	2	3
96	отличается от	2	3
97	в нашей	2	3
98	при этом	5	3
99	связи и	3	3
100	хотя и	3	3
101	в целом	3	3
102	в их	10	3
103	и только	4	3
104	этом отношении	2	3
105	в своих	2	3
106	в основе	5	3
107	нуждается в	2	3
108	и здесь	2	3
109	но как	2	3
110	в плане	7	3
111	значение слова	4	3
112	с его	2	3
113	в них	5	3
114	на фоне	3	3
115	связи с	2	3
116	мы должны	2	3
117	в его	43	3
118	как в	4	3
119	в себя	2	3
120	а не	5	3
121	и его	16	3
122	значение для	3	3
123	не знает	3	3
124	отношения к	6	3
125	как только	3	2
126	не менее	4	2
127	и другие	2	2
128	именно поэтому	2	2
129	в этих	2	2
130	с другой	7	2
131	была бы	2	2
132	прежде всего	13	2
133	а только	2	2
134	но это	3	2
135	и более	2	2
136	самом деле	6	2
137	имеем дело	3	2
138	несмотря на	3	2
139	имеет место	5	2
140	и от	3	2
141	известной степени	4	2
142	но совершенно	2	2
143	в котором	2	2
144	и др	8	2
145	все это	3	2
146	другой стороны	4	2
147	в связи	2	2
148	которых мы	4	2
149	все эти	5	2
150	форм и	2	2
151	можно только	6	2
152	этой области	2	2
153	и наконец	6	2
154	в других	4	2
155	с ними	4	2
156	к его	2	2
157	от него	3	2
158	в высшей	5	2
159	нашем примере	2	2
160	и иной	3	2
161	с ним	5	2
162	том как	2	2
163	он может	2	2
164	языка в	3	2
165	раз и	2	2
166	этом смысле	3	2
167	не с	4	2
168	у нас	2	2
169	по существу	2	2
170	в новый	2	2
171	более того	4	2
172	чем в	2	2
173	она не	2	2
174	предмета и	2	2
175	входят в	3	2
176	в своей	7	2
177	моментом в	3	2
178	не совпадает	2	2
179	все же	6	2
180	и завершается	2	2
181	дело с	6	2
182	не на	5	2
183	нами в	2	2
184	а в	6	2
185	но с	3	2
186	в значительной	2	2
187	с другими	3	2
188	в данном	4	2
189	к которому	4	2
190	в другом	2	2
191	и вообще	2	2
192	что эта	2	2
193	нами выше	2	2
