N	2gram	Propp_Isto_1	Komedia
1	и в	28	26
2	и не	9	14
3	к тому	6	12
4	так и	9	12
5	и его	3	12
6	в том	9	11
7	может быть	25	11
8	но и	10	10
9	в этом	8	10
10	что в	12	9
11	столь же	2	9
12	том что	7	9
13	если бы	8	9
14	вместе с	6	9
15	ясно что	2	8
16	было бы	7	8
17	и на	4	7
18	из них	3	7
19	не только	12	7
20	что и	6	7
21	в своем	5	6
22	во время	3	6
23	то что	9	6
24	еще не	7	6
25	в доме	2	6
26	наряду с	3	6
27	в нем	2	6
28	потому что	4	6
29	и здесь	7	6
30	в то	3	6
31	о том	9	6
32	таким образом	8	6
33	с тем	4	5
34	к этому	2	5
35	что он	10	5
36	а затем	2	5
37	в качестве	5	5
38	один из	4	5
39	с этим	4	5
40	так что	4	5
41	и с	4	5
42	не менее	6	4
43	в частности	2	4
44	восходит к	5	4
45	в этих	7	4
46	и от	2	4
47	прежде всего	10	4
48	как мы	3	4
49	как и	4	4
50	в целом	2	4
51	как будто	4	4
52	одной из	2	4
53	в его	5	4
54	еще в	2	4
55	все же	10	4
56	не по	2	4
57	в середине	2	4
58	и для	4	4
59	за то	2	4
60	можно было	5	4
61	в древней	2	4
62	в начале	3	4
63	только в	11	4
64	что это	8	4
65	так как	6	4
66	на этот	2	4
67	как это	3	4
68	его в	6	4
69	между тем	2	4
70	это было	2	4
71	для всех	2	3
72	в образе	3	3
73	вопрос о	5	3
74	то время	3	3
75	в тех	2	3
76	но если	2	3
77	мы знаем	4	3
78	отношению к	3	3
79	но все	4	3
80	связи с	4	3
81	но не	5	3
82	во всех	2	3
83	здесь в	2	3
84	для нас	13	3
85	никто не	2	3
86	из которых	3	3
87	например в	5	3
88	как правило	4	3
89	в ней	7	3
90	в котором	3	3
91	себя в	2	3
92	и их	3	3
93	даже не	2	3
94	в их	3	3
95	все это	4	3
96	по отношению	3	3
97	дело с	2	3
98	в связи	4	3
99	того как	3	3
100	то же	12	3
101	ответ на	2	3
102	как в	2	3
103	а в	7	3
104	или в	5	3
105	тем что	3	3
106	не может	15	3
107	как он	2	3
108	это время	2	3
109	в этой	6	3
110	из дому	5	3
111	но в	8	3
112	за собой	2	2
113	что их	2	2
114	ни было	2	2
115	и другие	4	2
116	однако в	2	2
117	не всегда	8	2
118	то ни	2	2
119	правило в	2	2
120	в какой	3	2
121	с другой	6	2
122	это не	7	2
123	представления о	3	2
124	в одном	5	2
125	вовсе не	2	2
126	то это	3	2
127	даже на	2	2
128	своего отца	2	2
129	в пользу	2	2
130	по отдельным	3	2
131	об этом	4	2
132	в ее	2	2
133	не в	9	2
134	до сих	5	2
135	в силу	5	2
136	одна из	2	2
137	тот же	2	2
138	на этом	3	2
139	бы то	2	2
140	одной стороны	4	2
141	в действительности	2	2
142	и если	2	2
143	нет необходимости	2	2
144	или на	3	2
145	вслед за	6	2
146	одним из	2	2
147	он не	2	2
148	друг с	4	2
149	как бы	2	2
150	которые в	2	2
151	не вполне	2	2
152	чем это	4	2
153	время как	3	2
154	даже в	4	2
155	хотя бы	4	2
156	и т	25	2
157	с той	2	2
158	сих пор	5	2
159	всего в	2	2
160	со стороны	2	2
161	что она	5	2
162	в отличие	2	2
163	так в	4	2
164	видно из	2	2
165	с одной	4	2
166	и что	10	2
167	не более	2	2
168	с самого	2	2
169	отличие от	2	2
170	мы не	10	2
171	от этого	2	2
172	с другом	3	2
173	на это	2	2
174	из этого	2	2
175	бы в	2	2
176	мы имеем	13	2
177	же не	3	2
