N	2gram	Medvedev_F_1	KulturaY
1	и т	12	54
2	т п	4	41
3	т е	34	32
4	и в	24	23
5	точки зрения	16	23
6	в том	6	22
7	не только	7	17
8	было бы	6	16
9	в этом	15	16
10	с точки	13	16
11	в области	3	14
12	может быть	14	14
13	самом деле	6	14
14	что в	4	13
15	в самом	5	13
16	не менее	11	12
17	вопрос о	2	11
18	а не	10	11
19	того что	5	11
20	в его	23	11
21	у нас	5	10
22	и не	20	10
23	прежде всего	22	9
24	еще не	6	9
25	хотя бы	5	9
26	таким образом	13	9
27	если бы	4	8
28	лишь в	8	8
29	зависимости от	3	8
30	до сих	6	8
31	сих пор	6	8
32	т д	8	8
33	уже не	2	8
34	как на	4	8
35	в нашем	2	7
36	с другой	5	7
37	если мы	2	7
38	в зависимости	2	7
39	на фоне	3	7
40	и что	2	7
41	должно быть	11	7
42	все эти	6	7
43	как это	6	7
44	с тем	2	6
45	для этого	4	6
46	по себе	5	6
47	что и	2	6
48	что он	3	6
49	при этом	5	6
50	так и	18	6
51	в их	11	6
52	не может	16	6
53	то же	10	6
54	в общем	3	6
55	с помощью	3	6
56	связи с	3	6
57	только в	2	6
58	ничего не	2	6
59	независимо от	4	5
60	вовсе не	10	5
61	как и	11	5
62	не в	8	5
63	как бы	6	5
64	все же	3	5
65	от того	2	5
66	в связи	4	5
67	как мы	5	5
68	а в	6	5
69	но это	3	5
70	и должно	2	5
71	ясно что	3	4
72	один из	3	4
73	этого слова	3	4
74	в целом	6	4
75	одной стороны	4	4
76	только как	2	4
77	в своей	11	4
78	том чтобы	2	4
79	в ее	8	4
80	точка зрения	2	4
81	то что	8	4
82	как в	8	4
83	целый ряд	3	4
84	как раз	2	4
85	в своем	11	4
86	не было	3	4
87	с одной	4	4
88	тем самым	3	4
89	что такое	2	4
90	между тем	2	4
91	тех же	2	4
92	учения о	2	4
93	а лишь	2	3
94	и более	2	3
95	отнюдь не	6	3
96	как о	4	3
97	это не	2	3
98	формы и	5	3
99	на самом	7	3
100	должна быть	7	3
101	именно в	8	3
102	или иного	3	3
103	к тому	3	3
104	и к	4	3
105	в отношении	3	3
106	ни в	2	3
107	с этой	4	3
108	по существу	2	3
109	это и	3	3
110	мы видели	2	3
111	но не	3	3
112	как проблема	4	3
113	е как	2	3
114	но для	3	3
115	он не	3	3
116	не есть	2	3
117	отношение к	3	3
118	время в	3	3
119	в процессе	9	3
120	но и	7	3
121	на него	2	3
122	по отношению	4	3
123	и содержание	2	3
124	и вот	2	3
125	мы не	3	3
126	они не	3	3
127	не по	3	3
128	в ней	10	3
129	и пр	17	3
130	в ряду	2	3
131	не так	2	3
132	и с	8	3
133	всего этого	2	3
134	могло бы	2	3
135	в результате	2	3
136	в то	9	3
137	она не	6	3
138	того или	2	3
139	так сказать	3	2
140	вопрос об	2	2
141	учение о	4	2
142	все это	9	2
143	но все	2	2
144	в частности	4	2
145	смысле этого	3	2
146	своей статье	3	2
147	не как	4	2
148	раз и	2	2
149	в одном	2	2
150	главным образом	4	2
151	не дает	2	2
152	указать на	2	2
153	сама по	2	2
154	как таковой	6	2
155	и здесь	6	2
156	и как	3	2
157	на западе	4	2
158	в различных	2	2
159	более или	6	2
160	тот или	2	2
161	и если	2	2
162	конечно не	4	2
163	за пределы	2	2
164	каждой из	3	2
165	она есть	2	2
166	не о	3	2
167	его в	3	2
168	не с	2	2
169	отношению к	4	2
170	в пределах	6	2
171	когда он	3	2
172	вместе с	2	2
173	значение в	3	2
174	или менее	6	2
175	отличается от	3	2
176	и самый	2	2
177	как к	3	2
178	в особенности	3	2
179	чтобы не	2	2
180	перейти к	2	2
181	ни одного	2	2
182	так же	4	2
183	с другими	4	2
184	во всяком	4	2
185	он в	2	2
186	ни на	3	2
187	чем же	2	2
188	если же	2	2
189	в россии	3	2
190	здесь не	3	2
191	подхода к	2	2
192	но в	5	2
