N	2gram	Propp_Isto_1	Marksizm
1	может быть	25	26
2	и не	9	26
3	не может	15	24
4	и в	28	19
5	и его	3	19
6	таким образом	8	17
7	в этом	8	16
8	как бы	2	15
9	прежде всего	10	13
10	как мы	3	13
11	как и	4	12
12	и пр	4	12
13	так и	9	11
14	если мы	3	11
15	и для	4	11
16	связи с	4	11
17	в нем	2	10
18	ни было	2	10
19	для него	2	9
20	только в	11	9
21	при этом	3	8
22	бы то	2	8
23	но и	10	8
24	то ни	2	8
25	до сих	5	8
26	не только	12	8
27	все же	10	8
28	то что	9	8
29	сих пор	5	8
30	точка зрения	2	7
31	в связи	4	7
32	все эти	4	7
33	так же	7	7
34	но в	8	7
35	в ее	2	7
36	во всех	2	7
37	то же	12	7
38	а не	15	7
39	в том	9	6
40	в пределах	4	6
41	другой стороны	5	6
42	и здесь	7	6
43	в основном	2	6
44	в его	5	6
45	мы не	10	6
46	ничего не	2	6
47	с другой	6	5
48	именно в	3	5
49	мы знаем	4	5
50	не в	9	5
51	конечно не	2	5
52	в начале	3	5
53	и потому	2	5
54	к этому	2	5
55	вовсе не	2	5
56	в отличие	2	5
57	хотя бы	4	5
58	этот вопрос	7	5
59	ясно что	2	5
60	отличие от	2	5
61	самого начала	2	4
62	что в	12	4
63	не менее	6	4
64	вопрос о	5	4
65	с самого	2	4
66	в ней	7	4
67	здесь мы	7	4
68	а в	7	4
69	и на	4	4
70	тот же	2	4
71	сказать что	5	4
72	и между	2	4
73	с этим	4	4
74	по себе	3	4
75	так называемая	3	4
76	еще не	7	4
77	было бы	7	4
78	и тот	2	4
79	не будем	5	4
80	что же	3	4
81	как в	2	4
82	между ними	2	4
83	оно может	2	4
84	в какой	3	3
85	и от	2	3
86	здесь в	2	3
87	в целях	3	3
88	и как	2	3
89	в дальнейшем	5	3
90	в большинстве	4	3
91	не дает	2	3
92	в котором	3	3
93	из них	3	3
94	правда и	2	3
95	все это	4	3
96	по отношению	3	3
97	того что	4	3
98	между тем	2	3
99	xix века	2	3
100	в то	3	3
101	же самое	3	3
102	его в	6	3
103	большинстве случаев	4	3
104	не существует	2	3
105	не могут	2	3
106	том что	7	3
107	социальной жизни	4	3
108	мы должны	13	3
109	одной из	2	3
110	он не	2	3
111	не есть	2	3
112	вопрос мы	2	3
113	должны быть	4	3
114	на этот	2	3
115	но все	4	3
116	один и	2	3
117	в области	2	3
118	зависит от	2	2
119	же как	2	2
120	должна быть	5	2
121	в частности	2	2
122	никогда не	14	2
123	в своем	5	2
124	точку зрения	3	2
125	уже у	2	2
126	тем не	6	2
127	исторические корни	2	2
128	в действительности	2	2
129	одним из	2	2
130	для всех	2	2
131	но если	2	2
132	ни одной	2	2
133	и др	7	2
134	эти формы	3	2
135	и их	3	2
136	это положение	2	2
137	и только	2	2
138	не просто	3	2
139	это так	4	2
140	лучше всего	2	2
141	именно на	2	2
142	и даже	4	2
143	должно быть	2	2
144	можно было	5	2
145	о том	9	2
146	как он	2	2
147	эта мысль	3	2
148	так как	6	2
149	бы в	2	2
150	и с	4	2
151	от этого	2	2
152	в основе	4	2
153	ни к	2	2
154	по мере	2	2
155	если бы	8	2
156	между собой	4	2
157	не как	3	2
158	что он	10	2
159	в себе	2	2
160	этот момент	2	2
161	зависимости от	2	2
162	одна из	2	2
163	в качестве	5	2
164	там и	3	2
165	другими словами	4	2
166	в данной	2	2
167	к тому	6	2
168	на первый	2	2
169	одним словом	4	2
170	однако не	2	2
171	не все	4	2
172	что и	6	2
173	отношению к	3	2
174	пока не	2	2
175	как раз	2	2
176	к своему	2	2
177	что не	2	2
178	из которых	3	2
179	что такое	2	2
180	и он	3	2
181	или в	5	2
182	то мы	4	2
183	тем что	3	2
184	могут быть	4	2
185	в другом	3	2
186	не знает	5	2
187	в русской	2	2
188	как оно	2	2
189	из этого	2	2
190	там где	4	2
