N	2gram	Bakhtin_Fr_1	Problemy
1	и в	65	46
2	то есть	45	40
3	и не	22	27
4	может быть	6	23
5	как бы	22	19
6	не может	3	19
7	в нем	13	17
8	в этом	15	16
9	не только	10	14
10	и т.п	17	14
11	но и	10	12
12	как и	5	12
13	как мы	6	12
14	и на	11	11
15	точки зрения	7	11
16	в одном	5	11
17	не в	4	10
18	между ними	4	10
19	прежде всего	11	9
20	в том	16	9
21	в большинстве	2	9
22	в самом	4	9
23	и все	5	9
24	вовсе не	18	9
25	и к	4	9
26	в его	9	9
27	с точки	3	9
28	большинстве случаев	2	8
29	до сих	4	8
30	сих пор	4	8
31	или в	2	8
32	и с	3	7
33	еще не	6	7
34	в сущности	16	7
35	как раз	3	7
36	в себе	3	7
37	никогда не	6	6
38	но это	3	6
39	есть в	5	6
40	хотя и	2	6
41	друг друга	3	6
42	к себе	2	6
43	о нем	3	6
44	но в	14	6
45	на фоне	3	6
46	что он	3	6
47	в романе	2	6
48	все это	9	6
49	и он	2	6
50	и его	10	6
51	только в	7	6
52	это не	3	5
53	при этом	6	5
54	к нему	3	5
55	нам кажется	2	5
56	жизни и	7	5
57	в самой	3	5
58	особенно в	2	5
59	рядом с	5	5
60	так как	6	5
61	в жизни	4	5
62	с его	5	5
63	за пределы	8	5
64	о том	2	5
65	во всех	9	5
66	речи и	2	5
67	так сказать	4	5
68	том числе	10	4
69	карнавальный смех	3	4
70	что в	3	4
71	в этих	2	4
72	можно сказать	2	4
73	да и	2	4
74	до конца	2	4
75	кроме того	2	4
76	например в	2	4
77	в виду	3	4
78	в их	4	4
79	еще и	5	4
80	все эти	10	4
81	и других	3	4
82	и наконец	2	4
83	потому что	5	4
84	он и	3	4
85	и здесь	3	4
86	во всем	2	4
87	не знает	6	4
88	превращается в	5	4
89	как в	5	4
90	раз и	2	4
91	этих двух	2	4
92	том что	6	4
93	но не	2	4
94	совершенно не	4	4
95	он не	2	4
96	все же	6	4
97	то что	3	4
98	в процессе	2	4
99	так и	10	4
100	приводит к	2	4
101	себе самому	2	4
102	в себя	3	4
103	уже не	3	4
104	самом деле	3	4
105	и другие	8	3
106	в отношении	6	3
107	с другой	3	3
108	из этих	2	3
109	не могут	3	3
110	обычной жизни	3	3
111	мы и	3	3
112	в своем	8	3
113	числе и	7	3
114	до минимума	2	3
115	смен и	3	3
116	в последующих	5	3
117	одним из	2	3
118	но для	3	3
119	и для	2	3
120	не к	2	3
121	отношение к	4	3
122	и их	3	3
123	и до	4	3
124	и даже	8	3
125	конечно и	3	3
126	их в	2	3
127	но при	2	3
128	друг в	2	3
129	здесь и	4	3
130	и во	3	3
131	в условиях	13	3
132	более того	2	3
133	по своей	3	3
134	всех его	2	3
135	смех в	4	3
136	мы уже	12	3
137	в своей	5	3
138	на него	2	3
139	только на	2	3
140	в отличие	4	3
141	еще более	5	3
142	в той	5	3
143	в этой	4	3
144	далеко не	3	3
145	и это	2	3
146	дело в	2	3
147	и этим	2	3
148	отличие от	5	3
149	же он	2	2
150	но на	3	2
151	и одновременно	5	2
152	или меньшей	4	2
153	мысли и	4	2
154	на все	2	2
155	его к	2	2
156	или иной	5	2
157	к тому	2	2
158	для нас	4	2
159	в известной	3	2
160	мы будем	3	2
161	знает только	2	2
162	но все	3	2
163	времени и	6	2
164	большей или	4	2
165	в большей	5	2
166	эпохи возрождения	4	2
167	и само	2	2
168	для него	5	2
169	мы здесь	2	2
170	в общем	4	2
171	меньшей степени	5	2
172	той или	5	2
173	этих явлений	4	2
174	образов и	2	2
175	к жизни	2	2
176	влияние на	7	2
177	отношения к	2	2
178	в других	3	2
179	в системе	3	2
180	свое время	2	2
181	но вся	2	2
182	и по	2	2
183	не входит	2	2
184	этот смех	2	2
185	сказать что	6	2
186	в узком	4	2
187	и так	2	2
188	смены и	2	2
189	оба полюса	2	2
190	что мы	2	2
191	здесь только	2	2
192	с ним	3	2
193	между тем	5	2
194	поэтому и	4	2
195	карнавального мироощущения	4	2
196	у сервантеса	4	2
197	в духе	8	2
198	бы ни	2	2
199	но с	2	2
200	карнавального типа	9	2
201	здесь в	8	2
202	уже сказали	3	2
203	в заключение	2	2
204	в свое	2	2
205	нет и	2	2
206	с карнавальной	2	2
207	почти до	2	2
208	и пр	5	2
209	узком смысле	2	2
210	или к	2	2
211	на этот	2	2
212	у рабле	10	2
213	не была	2	2
214	ничего не	3	2
215	этот вопрос	2	2
216	на некоторых	2	2
217	могут быть	2	2
218	карнавальное мироощущение	8	2
