N	2gram	Tiupa_Disk_1	VLabPisa
1	таким образом	3	27
2	в этом	15	26
3	и в	16	25
4	не только	28	22
5	может быть	17	21
6	хотя бы	3	20
7	и не	11	19
8	не может	9	17
9	в его	7	15
10	в процессе	5	14
11	прежде всего	11	13
12	в том	23	13
13	в частности	9	12
14	с другой	10	11
15	в силу	5	11
16	из них	3	11
17	в качестве	34	10
18	о том	8	10
19	к этому	2	9
20	об этом	2	9
21	что в	4	9
22	для него	4	9
23	и др	2	9
24	но и	14	9
25	то же	7	9
26	по словам	2	8
27	говорит и	2	8
28	в своем	6	8
29	другой стороны	3	8
30	могут быть	4	8
31	не следует	2	8
32	в году	2	7
33	как и	16	7
34	том что	19	7
35	отношению к	9	7
36	во всех	5	7
37	по отношению	9	7
38	не было	7	7
39	а не	22	7
40	это не	3	6
41	в себе	7	6
42	то что	5	6
43	более или	2	6
44	в нем	9	6
45	так и	8	6
46	или менее	2	6
47	и его	2	6
48	между тем	4	6
49	в то	3	6
50	же время	4	5
51	все же	3	5
52	в пределах	2	5
53	связи с	4	5
54	и есть	2	5
55	одним из	2	5
56	как бы	5	5
57	один из	3	5
58	в их	5	5
59	приводит к	2	5
60	сказать что	3	5
61	только в	7	5
62	не в	7	5
63	не является	4	5
64	к тому	5	4
65	никогда не	2	4
66	перед нами	3	4
67	в одном	2	4
68	в целом	4	4
69	что он	4	4
70	с его	4	4
71	можно сказать	5	4
72	в ее	3	4
73	в своей	5	4
74	в самом	3	4
75	когда он	2	4
76	в них	4	4
77	в этой	2	4
78	в противоположность	2	3
79	и к	4	3
80	и ее	2	3
81	и как	6	3
82	или меньшей	2	3
83	к работе	2	3
84	различного рода	3	3
85	но как	2	3
86	большей или	2	3
87	или в	2	3
88	с этим	3	3
89	что не	4	3
90	например в	2	3
91	далеко не	10	3
92	и он	2	3
93	в виду	2	3
94	в котором	5	3
95	что и	3	3
96	именно в	3	3
97	сводится к	5	3
98	в значительной	2	3
99	имеет свою	3	3
100	того что	3	3
101	и по	2	3
102	в которых	4	3
103	точки зрения	3	3
104	не менее	2	2
105	том числе	2	2
106	в каждом	2	2
107	зависит от	2	2
108	а о	2	2
109	отличается от	2	2
110	по крайней	2	2
111	не всегда	2	2
112	роль в	7	2
113	по себе	3	2
114	стороны и	2	2
115	было в	2	2
116	или иной	5	2
117	крайней мере	2	2
118	не приходится	2	2
119	частности в	2	2
120	ли не	3	2
121	и потому	3	2
122	но не	11	2
123	в различных	2	2
124	они и	3	2
125	числе и	2	2
126	так например	2	2
127	еще не	14	2
128	одной стороны	9	2
129	же самое	2	2
130	одной из	4	2
131	мы имеем	2	2
132	том чтобы	2	2
133	к ним	3	2
134	в науке	2	2
135	и даже	3	2
136	отнюдь не	8	2
137	а в	5	2
138	в особенности	4	2
139	с одной	9	2
140	при всей	3	2
141	человека в	2	2
142	заключается в	3	2
143	должны быть	3	2
144	тому как	3	2
145	в своих	3	2
146	также и	3	2
147	пока еще	6	2
148	во всяком	2	2
149	хотя и	2	2
150	лишь в	4	2
151	подобно тому	2	2
152	они не	2	2
153	к его	2	2
154	в другом	2	2
155	что даже	2	2
156	того или	2	2
157	рассказывает что	2	2
158	будто бы	2	2
159	о чем	2	2
160	но в	8	2
