N	2gram	Losev_Vlad_1	Dialekti
1	и не	17	30
2	и т	2	21
3	т д	2	19
4	и в	31	18
5	ничего не	3	17
6	может быть	6	17
7	точки зрения	2	17
8	в нем	4	16
9	ни в	2	15
10	так что	10	15
11	потому что	11	14
12	что в	14	13
13	то что	18	13
14	не только	24	13
15	и даже	15	13
16	было бы	2	12
17	и что	6	12
18	в этом	14	12
19	не может	6	12
20	что он	12	11
21	учение о	2	11
22	все это	5	11
23	в себе	4	11
24	так как	8	11
25	несмотря на	4	10
26	то же	6	10
27	что такое	2	10
28	сказать что	7	10
29	никогда не	9	9
30	отнюдь не	3	9
31	в том	11	9
32	так и	6	9
33	том что	14	9
34	и то	10	9
35	ясно что	2	8
36	но это	3	8
37	совершенно не	2	8
38	к нему	4	8
39	в каком	2	8
40	вовсе не	5	7
41	и как	4	7
42	но и	19	7
43	что она	2	7
44	также и	10	7
45	с другой	3	6
46	можно сказать	6	6
47	да и	4	6
48	хотя бы	2	6
49	никак не	4	6
50	ни с	4	6
51	не было	5	6
52	и вот	3	6
53	не в	5	6
54	в то	8	6
55	и ни	2	6
56	в чем	2	6
57	с ним	5	6
58	но в	12	6
59	я не	4	5
60	он сам	2	5
61	в своем	4	5
62	на то	5	5
63	в дальнейшем	8	5
64	и мы	2	5
65	все же	3	5
66	отношение к	3	5
67	в отношении	3	5
68	в особенности	4	5
69	и он	3	5
70	а в	9	5
71	и с	14	5
72	мы должны	2	5
73	нисколько не	2	4
74	в конце	9	4
75	к тому	3	4
76	во всяком	2	4
77	это мы	2	4
78	об этом	7	4
79	это и	2	4
80	но не	3	4
81	от него	2	4
82	же время	4	4
83	на всю	2	4
84	хотя и	4	4
85	в котором	6	4
86	другой стороны	3	4
87	наука и	2	4
88	как раз	7	4
89	собственно говоря	3	4
90	и притом	3	4
91	как мы	9	4
92	к ней	4	4
93	и вообще	4	4
94	о том	11	4
95	как он	4	4
96	как это	7	4
97	для меня	4	4
98	и почти	2	3
99	в них	2	3
100	этом смысле	4	3
101	что и	5	3
102	что я	2	3
103	что они	3	3
104	более или	3	3
105	уже и	2	3
106	но что	3	3
107	говорит что	4	3
108	конечно не	2	3
109	и о	2	3
110	и из	3	3
111	он не	10	3
112	в его	12	3
113	и потому	6	3
114	даже в	2	3
115	один из	4	3
116	жизни и	5	3
117	но только	3	3
118	то как	2	3
119	но она	3	3
120	указывает на	2	3
121	или менее	3	3
122	что же	5	3
123	мысли и	4	3
124	даже не	2	3
125	только на	3	3
126	в самом	2	3
127	еще и	7	3
128	в науке	3	3
129	только что	2	3
130	и тут	2	3
131	что для	4	3
132	жизнь и	3	3
133	конце концов	3	3
134	даже и	9	3
135	и еще	2	3
136	только в	9	3
137	и все	4	3
138	на этом	2	2
139	не менее	2	2
140	не был	5	2
141	того что	2	2
142	в виде	3	2
143	в частности	2	2
144	в качестве	6	2
145	как в	3	2
146	и от	5	2
147	из этих	2	2
148	для своего	2	2
149	раз и	3	2
150	к этому	6	2
151	и сейчас	2	2
152	очень мало	2	2
153	как и	4	2
154	мы и	4	2
155	тому же	2	2
156	для него	7	2
157	еще не	2	2
158	мы увидим	3	2
159	для того	2	2
160	на что	2	2
161	просто не	2	2
162	всяком случае	2	2
163	тем более	2	2
164	для нее	2	2
165	из них	2	2
166	в своей	4	2
167	дело не	2	2
168	со стороны	2	2
169	я никогда	2	2
170	иной раз	6	2
171	а с	5	2
172	все эти	3	2
173	уже не	3	2
174	и у	4	2
175	и для	2	2
176	с ними	2	2
177	то он	6	2
178	то мы	3	2
179	и так	3	2
180	дальше в	2	2
181	то и	2	2
182	что касается	3	2
183	он и	6	2
184	но как	5	2
185	во всем	4	2
186	и это	2	2
187	в полной	2	2
188	почти не	2	2
189	это конечно	3	2
190	и философии	2	2
191	это было	6	2
