N	2gram	Nazirov_Tv_2	Myshleni
1	то что	3	26
2	что он	6	25
3	в этом	8	25
4	потому что	7	21
5	таким образом	10	19
6	в том	8	18
7	не может	7	18
8	что в	7	16
9	и в	20	16
10	так как	3	16
11	не только	13	16
12	так же	5	15
13	том что	4	15
14	в процессе	2	13
15	отношению к	3	12
16	по отношению	3	12
17	и не	9	12
18	и что	2	12
19	в его	10	11
20	но не	5	10
21	а не	6	10
22	только в	2	10
23	может быть	8	9
24	точка зрения	2	8
25	о том	5	8
26	в основе	2	8
27	если бы	4	8
28	как и	6	8
29	он не	3	8
30	то же	7	8
31	тем самым	4	8
32	же как	3	7
33	и есть	2	7
34	в нем	3	7
35	так и	6	7
36	приводит к	2	7
37	не в	4	6
38	в этой	5	6
39	но если	2	6
40	но и	8	6
41	и на	5	6
42	но в	4	6
43	у него	6	6
44	этот вопрос	3	6
45	никогда не	11	5
46	в такой	2	5
47	показывает что	4	5
48	что они	4	5
49	для него	3	5
50	как бы	11	5
51	не является	3	5
52	в то	10	5
53	с ним	3	5
54	как в	4	5
55	тем что	3	5
56	в которой	2	5
57	ничего не	4	5
58	зависит от	2	4
59	казалось бы	3	4
60	все эти	4	4
61	с другой	2	4
62	это не	7	4
63	с этой	3	4
64	по самой	3	4
65	так что	2	4
66	при этом	8	4
67	в самом	3	4
68	на этот	2	4
69	в целом	6	4
70	в свете	3	4
71	именно в	6	4
72	и по	2	4
73	к которому	2	4
74	не означает	2	4
75	мы видим	4	4
76	как известно	2	4
77	еще не	5	4
78	вместе с	3	4
79	могут быть	2	4
80	такой же	2	4
81	не менее	2	3
82	в частности	2	3
83	прежде всего	8	3
84	в известной	4	3
85	но это	5	3
86	самом деле	2	3
87	его и	2	3
88	в их	3	3
89	а в	4	3
90	и с	8	3
91	говорить о	2	3
92	между тем	3	3
93	мы не	4	3
94	к жизни	2	3
95	в одном	2	3
96	к этому	3	3
97	включает в	2	3
98	все же	5	3
99	одной из	3	3
100	сих пор	3	3
101	и его	9	3
102	в чем	4	3
103	до сих	3	3
104	только для	2	2
105	я не	2	2
106	что у	4	2
107	и от	4	2
108	на его	4	2
109	одним из	3	2
110	в котором	3	2
111	в своей	6	2
112	из них	2	2
113	в отличие	2	2
114	что она	4	2
115	все это	6	2
116	другой стороны	2	2
117	и даже	5	2
118	он еще	2	2
119	в своих	3	2
120	в истории	2	2
121	их в	2	2
122	в этот	2	2
123	если он	5	2
124	вовсе не	2	2
125	его в	3	2
126	отличие от	2	2
127	у нас	2	2
128	самой своей	3	2
129	что я	2	2
130	в первой	2	2
131	когда он	4	2
132	в область	3	2
133	и потому	4	2
134	тому же	2	2
135	а с	3	2
136	не должны	2	2
137	во всяком	2	2
138	из этого	2	2
139	и поэтому	2	2
