N	2gram	Berdyaev_M_1	Psycholo
1	то что	5	32
2	и в	28	31
3	в том	6	30
4	то есть	3	26
5	что в	10	23
6	может быть	30	22
7	так как	3	18
8	не может	28	17
9	как и	5	16
10	том что	3	16
11	и не	11	16
12	точки зрения	4	15
13	только в	6	14
14	а не	25	13
15	не только	29	13
16	что и	4	13
17	в этом	20	12
18	в самом	11	11
19	могут быть	2	11
20	не в	16	11
21	того что	7	10
22	потому что	16	10
23	как в	2	9
24	никогда не	14	8
25	вместе с	6	8
26	все это	6	8
27	и что	2	8
28	что он	10	7
29	и его	9	7
30	того чтобы	2	7
31	сказать что	2	7
32	о том	2	7
33	до конца	14	6
34	было бы	10	6
35	если бы	2	6
36	а в	4	6
37	для того	2	6
38	в его	9	6
39	и есть	14	5
40	и все	10	5
41	в ее	3	5
42	все же	2	5
43	мы видим	2	5
44	то время	2	5
45	для нас	3	5
46	она не	4	5
47	как бы	2	5
48	был бы	10	5
49	оказывается что	2	5
50	и для	2	5
51	время как	2	5
52	это есть	3	5
53	в то	2	5
54	как будто	2	5
55	к тому	3	4
56	в которой	6	4
57	в котором	8	4
58	в виду	2	4
59	прежде всего	10	4
60	различие между	2	4
61	в себе	7	4
62	мы увидим	3	4
63	у него	17	4
64	у нас	5	4
65	один из	4	4
66	в этих	4	4
67	к этому	2	4
68	и у	2	4
69	с этой	4	4
70	уже в	4	3
71	не могут	5	3
72	с тем	9	3
73	в своем	10	3
74	должна быть	6	3
75	вопрос о	2	3
76	и к	2	3
77	это и	4	3
78	но не	8	3
79	все что	2	3
80	смысле слова	4	3
81	до сих	2	3
82	потому не	3	3
83	в этой	6	3
84	он не	24	3
85	и когда	2	3
86	сих пор	2	3
87	не есть	9	3
88	человека не	4	3
89	жизни и	2	3
90	в своей	15	3
91	тому чтобы	2	3
92	не было	18	3
93	и вот	3	3
94	и по	4	3
95	в которых	4	3
96	с этим	3	3
97	в конце	7	3
98	и это	12	3
99	конце концов	2	3
100	когда мы	2	3
101	но в	7	3
102	т е	2	3
103	в основе	2	2
104	не существует	2	2
105	и как	2	2
106	и там	4	2
107	в них	4	2
108	учению о	2	2
109	и во	2	2
110	и от	2	2
111	человека и	14	2
112	в жизни	3	2
113	с ним	2	2
114	и вместе	4	2
115	есть не	4	2
116	самому себе	2	2
117	уже не	4	2
118	и потому	10	2
119	себя и	3	2
120	о чем	2	2
121	и их	3	2
122	показывает как	2	2
123	в него	3	2
124	в нем	13	2
125	человека то	2	2
126	отношение к	4	2
127	когда он	3	2
128	но и	25	2
129	мысли и	2	2
130	приводит к	2	2
131	я хотел	2	2
132	отличается от	2	2
133	что есть	5	2
134	к чему	2	2
135	к нему	7	2
136	есть только	2	2
137	от него	4	2
138	его не	3	2
139	увидим что	4	2
140	ничего не	3	2
141	образ и	2	2
142	и с	3	2
143	одно из	3	2
144	в каком	2	2
145	начинает с	2	2
146	бы и	3	2
147	бы в	2	2
148	будто бы	3	2
149	его в	3	2
150	как он	2	2
151	к этой	2	2
