N	2gram	Vygotskiy__4	RusskieA
1	и в	33	29
2	что в	21	22
3	том что	22	22
4	в том	21	22
5	как бы	25	18
6	может быть	22	13
7	так как	12	13
8	во время	6	12
9	как и	5	11
10	одна из	4	11
11	в этом	28	11
12	все это	13	10
13	и с	2	10
14	не только	7	10
15	а на	2	9
16	о том	20	9
17	а в	4	9
18	но и	3	8
19	ее в	4	8
20	его в	3	8
21	как в	3	7
22	с тем	4	6
23	мы не	5	6
24	для того	23	6
25	для нас	7	6
26	вместе с	8	6
27	таким образом	13	6
28	при этом	2	6
29	того чтобы	22	6
30	и на	5	6
31	на нее	2	6
32	мы имеем	2	6
33	потому что	24	5
34	это не	6	5
35	к этому	4	5
36	то что	44	5
37	и что	25	5
38	но не	3	5
39	для этого	8	5
40	и т	6	5
41	не может	10	5
42	т д	2	5
43	но в	2	5
44	именно в	2	4
45	в них	2	4
46	и все	12	4
47	не все	2	4
48	вопрос о	2	4
49	по существу	2	4
50	так что	7	4
51	не в	2	4
52	из них	4	4
53	же как	3	4
54	так же	13	4
55	то же	9	4
56	у нас	4	4
57	а не	6	4
58	в таком	4	4
59	в которых	3	4
60	их в	3	4
61	в виде	3	4
62	далеко не	3	4
63	как это	14	4
64	на этом	3	3
65	тем что	3	3
66	должен был	3	3
67	и других	4	3
68	и от	2	3
69	должно было	2	3
70	в ее	2	3
71	она не	3	3
72	до конца	7	3
73	того что	4	3
74	было бы	12	3
75	и о	4	3
76	что ее	2	3
77	что она	10	3
78	но если	3	3
79	в котором	2	3
80	не имеет	2	3
81	во всех	2	3
82	связь с	5	3
83	что для	5	3
84	все эти	6	3
85	как мы	4	3
86	тому как	2	3
87	но он	6	3
88	в этой	9	3
89	что это	13	3
90	с этой	4	2
91	это означало	3	2
92	связи с	2	2
93	об этом	4	2
94	никогда не	5	2
95	из нее	3	2
96	о них	2	2
97	с другой	2	2
98	из этих	2	2
99	ее и	2	2
100	если он	2	2
101	это в	4	2
102	прежде всего	2	2
103	не был	2	2
104	что и	3	2
105	прав когда	2	2
106	говорит о	4	2
107	это и	5	2
108	и как	5	2
109	то время	2	2
110	здесь в	3	2
111	одной стороны	3	2
112	которые с	2	2
113	совершенно не	4	2
114	все то	12	2
115	из этого	5	2
116	в виду	2	2
117	один из	2	2
118	на две	2	2
119	все же	5	2
120	в своей	4	2
121	после этого	6	2
122	в руках	2	2
123	том чтобы	4	2
124	мнение что	3	2
125	что при	2	2
126	в их	2	2
127	а с	2	2
128	не было	3	2
129	с одной	3	2
130	на самом	6	2
131	образом в	2	2
132	этот вопрос	4	2
133	здесь мы	3	2
134	ее на	2	2
135	тем и	2	2
136	из которых	3	2
137	и для	3	2
138	должно быть	3	2
139	можно было	4	2
140	части и	2	2
141	жизнь и	4	2
142	в своих	3	2
143	и то	2	2
144	в руки	2	2
145	одно из	2	2
146	с этим	5	2
147	полагает что	5	2
148	это время	2	2
149	и ее	2	2
150	во всем	2	2
151	за этим	3	2
152	в то	3	2
153	к таким	2	2
154	этой цели	2	2
155	так чтобы	2	2
156	представляет собой	2	2
157	когда мы	6	2
158	в которой	4	2
159	та же	3	2
160	не можем	3	2
