N	2gram	Bakhtin_Fr_5	Myslijsy
1	потому что	7	49
2	то есть	25	30
3	и в	45	24
4	может быть	2	23
5	то что	2	20
6	и не	15	19
7	а не	4	18
8	в том	10	18
9	что в	12	16
10	не только	14	15
11	того же	3	14
12	при этом	2	13
13	было бы	2	13
14	не в	7	13
15	но не	4	12
16	не может	5	12
17	то же	11	12
18	мы можем	2	12
19	что и	7	11
20	вместе с	3	11
21	мы не	4	11
22	только в	4	11
23	таким образом	8	11
24	для него	3	10
25	как в	3	10
26	так как	6	10
27	независимо от	2	9
28	вовсе не	8	9
29	в нем	10	9
30	как бы	12	9
31	но и	10	9
32	а в	4	8
33	том что	7	8
34	в одно	2	8
35	и на	5	8
36	в этом	14	8
37	не могут	2	7
38	прежде всего	10	7
39	во всех	13	7
40	как и	10	7
41	того что	3	7
42	между собою	4	7
43	с этим	4	7
44	в чем	2	7
45	связи с	6	6
46	в одном	3	6
47	и как	5	6
48	по поводу	4	6
49	не было	3	6
50	не имеет	3	6
51	между тем	2	6
52	в то	11	6
53	и только	2	6
54	заметить что	2	6
55	не менее	3	5
56	с ним	5	5
57	о том	4	5
58	и их	5	5
59	так и	6	5
60	в них	6	5
61	от того	3	5
62	для того	6	5
63	только для	2	5
64	все же	2	5
65	во время	12	4
66	от их	3	4
67	из этих	3	4
68	что он	6	4
69	такой же	4	4
70	до сих	3	4
71	и если	2	4
72	в самом	4	4
73	сих пор	3	4
74	так в	2	4
75	и что	2	4
76	как он	3	4
77	там где	3	4
78	то время	3	4
79	с тем	2	4
80	но в	14	4
81	что это	2	3
82	так например	2	3
83	это не	3	3
84	и от	4	3
85	и все	7	3
86	на все	2	3
87	но мы	2	3
88	хотя и	5	3
89	что на	3	3
90	но это	5	3
91	например в	5	3
92	относится к	2	3
93	в самой	8	3
94	в ней	8	3
95	и во	4	3
96	если в	2	3
97	его в	5	3
98	но она	3	3
99	слова и	2	3
100	в целом	2	3
101	на него	2	3
102	что она	3	3
103	и притом	2	3
104	если мы	2	3
105	и у	5	3
106	и для	3	3
107	его не	4	3
108	как на	4	3
109	той же	4	3
110	рядом с	2	3
111	одно из	2	3
112	и вообще	2	3
113	в эту	2	3
114	том как	2	3
115	в каждом	2	2
116	всех этих	6	2
117	но на	3	2
118	и есть	2	2
119	перестает быть	2	2
120	связанные с	3	2
121	и его	13	2
122	превращается в	2	2
123	но он	3	2
124	хотя бы	2	2
125	не столько	2	2
126	и это	4	2
127	что все	2	2
128	к этому	2	2
129	пить и	2	2
130	значение и	2	2
131	с его	7	2
132	слова но	2	2
133	и образ	3	2
134	бы в	4	2
135	все эти	5	2
136	есть в	3	2
137	так же	8	2
138	у него	4	2
139	же время	9	2
140	в общем	4	2
141	к ней	2	2
142	в его	13	2
143	себя и	2	2
144	один из	2	2
145	все это	7	2
146	во времени	2	2
147	в связи	5	2
148	эти последние	2	2
149	на самом	5	2
150	в себя	5	2
151	мы находим	4	2
152	самом деле	5	2
153	того чтобы	6	2
154	мы видим	5	2
155	как это	4	2
156	и здесь	4	2
157	нас в	2	2
158	сказать что	4	2
159	в другом	3	2
160	во все	2	2
161	на этом	5	2
162	это было	4	2
