N	2gram	Tiupa_Lite_2	Myslijsy
1	потому что	2	52
2	то есть	5	42
3	и в	19	39
4	может быть	17	27
5	в том	10	26
6	что в	4	22
7	не может	9	22
8	а не	20	21
9	так как	3	21
10	не только	8	21
11	в нем	3	20
12	но и	10	20
13	и не	11	18
14	том что	7	16
15	так что	4	16
16	не в	4	15
17	в этом	9	15
18	отношению к	3	13
19	так и	7	13
20	по отношению	4	13
21	в себе	6	13
22	было бы	2	12
23	мы не	4	10
24	а потому	2	10
25	что не	2	10
26	то что	7	10
27	и что	2	10
28	могут быть	2	9
29	для нас	2	9
30	как и	10	9
31	мысли и	2	9
32	тем что	4	9
33	но в	2	9
34	в одном	2	8
35	но не	5	8
36	вместе с	5	8
37	со стороны	3	8
38	того что	5	8
39	точки зрения	4	8
40	с другой	8	7
41	в ней	4	7
42	в истории	2	7
43	то и	3	7
44	не менее	6	6
45	тем не	2	6
46	и как	3	6
47	еще не	2	6
48	как бы	2	6
49	что и	2	6
50	все же	2	6
51	и т	2	6
52	то же	12	6
53	при этом	6	6
54	с тем	2	5
55	для всех	5	5
56	вовсе не	2	5
57	но это	3	5
58	то в	2	5
59	в его	4	5
60	другой стороны	4	5
61	во всех	3	5
62	а в	3	5
63	и для	3	5
64	друг друга	2	5
65	и его	3	5
66	никогда не	3	4
67	однако в	6	4
68	тем самым	3	4
69	прежде всего	4	4
70	не более	2	4
71	же время	9	4
72	для него	4	4
73	в своих	2	4
74	в каждом	2	4
75	не по	2	4
76	т п	2	4
77	не было	2	4
78	и других	4	4
79	быть не	2	4
80	и даже	8	4
81	тому как	2	4
82	в то	9	4
83	слова и	7	4
84	с другим	2	3
85	в них	2	3
86	столь же	5	3
87	в жизни	2	3
88	в этой	3	3
89	очевидно что	2	3
90	того же	4	3
91	но тем	4	3
92	одной стороны	6	3
93	для того	2	3
94	для себя	2	3
95	в мире	9	3
96	и без	2	3
97	с одной	7	3
98	в сравнении	2	3
99	к этой	2	3
100	не так	2	3
101	как на	3	3
102	той же	2	3
103	с ним	2	3
104	в глазах	3	3
105	и то	3	3
106	одно из	2	3
107	он не	5	3
108	подобно тому	2	3
109	с точки	3	3
110	могло бы	2	3
111	и с	3	3
112	но как	2	3
113	с этой	2	2
114	по крайней	2	2
115	но с	3	2
116	сознания в	3	2
117	же в	2	2
118	ни было	2	2
119	жизни и	4	2
120	уже не	2	2
121	у нас	5	2
122	все что	2	2
123	в сущности	3	2
124	одним из	3	2
125	в виду	2	2
126	крайней мере	2	2
127	с ее	2	2
128	но уже	2	2
129	в целом	2	2
130	в пути	3	2
131	в их	3	2
132	для этого	2	2
133	и только	2	2
134	тогда как	9	2
135	из того	2	2
136	тем же	3	2
137	хотя бы	2	2
138	сравнении с	2	2
139	даже и	2	2
140	в начале	3	2
141	о том	2	2
