N	2gram	Vinokur_Ku_1	Dialekti
1	не есть	4	47
2	т е	38	30
3	и не	12	30
4	может быть	13	20
5	и в	24	19
6	не только	10	19
7	по себе	2	18
8	и т	33	17
9	а не	8	16
10	т д	14	15
11	в себе	3	15
12	то что	9	14
13	что она	3	14
14	и даже	3	14
15	в том	30	14
16	как бы	7	14
17	так как	9	14
18	потому что	23	14
19	вовсе не	10	13
20	но и	6	12
21	то же	8	12
22	не просто	5	12
23	точки зрения	14	12
24	и все	2	12
25	что это	5	10
26	ни в	2	10
27	как и	2	10
28	и как	2	10
29	в нем	4	10
30	так и	7	10
31	том что	21	10
32	это не	7	10
33	никогда не	2	9
34	по крайней	5	9
35	крайней мере	5	9
36	не может	7	9
37	же и	2	9
38	прежде всего	9	8
39	с точки	9	8
40	не в	11	8
41	это есть	2	8
42	в этом	14	8
43	в своей	2	8
44	как это	3	7
45	что в	17	7
46	только тогда	3	7
47	должно быть	3	7
48	и то	3	7
49	так что	4	7
50	я не	2	6
51	что он	6	6
52	что не	5	6
53	что они	4	6
54	в то	2	6
55	но не	5	6
56	конечно не	2	6
57	того что	9	6
58	и может	3	6
59	не потому	5	6
60	тогда когда	6	6
61	должна быть	3	5
62	с другой	7	5
63	же время	2	5
64	в силу	10	5
65	можно сказать	3	5
66	и пр	15	5
67	в самом	10	5
68	и потому	4	5
69	что и	4	5
70	а именно	2	5
71	как раз	8	5
72	иной раз	2	5
73	все равно	2	5
74	и что	5	5
75	в смысле	2	5
76	и его	5	5
77	только в	11	5
78	о том	9	5
79	и с	5	5
80	в виду	5	5
81	уже в	3	4
82	нисколько не	3	4
83	и есть	2	4
84	в своем	3	4
85	ясно что	3	4
86	в одном	3	4
87	не могут	2	4
88	быть в	2	4
89	как таковой	2	4
90	все же	12	4
91	при этом	6	4
92	еще не	5	4
93	и если	3	4
94	он не	2	4
95	хотя бы	10	4
96	связи с	7	4
97	все это	6	4
98	другой стороны	6	4
99	в связи	3	4
100	таким образом	12	4
101	что оно	3	4
102	заключается в	2	4
103	самом деле	9	4
104	а в	5	4
105	в таком	3	4
106	одно из	2	4
107	в каком	2	4
108	с ним	5	4
109	думаю что	2	3
110	не менее	7	3
111	и более	2	3
112	е в	2	3
113	иное как	2	3
114	о чем	2	3
115	можно ли	2	3
116	в этих	4	3
117	в это	2	3
118	он есть	3	3
119	была бы	3	3
120	как они	2	3
121	вопрос о	2	3
122	а только	8	3
123	уже не	8	3
124	это и	4	3
125	в этой	3	3
126	что если	2	3
127	было бы	15	3
128	и мы	2	3
129	себе и	2	3
130	даже в	3	3
131	из них	4	3
132	и тогда	4	3
133	мы говорим	2	3
134	с этим	4	3
135	в разных	2	3
136	не было	3	3
137	мы имеем	6	3
138	то оно	2	3
139	в той	5	3
140	должны быть	2	3
141	что такое	6	3
142	между собою	2	3
143	в данном	4	3
144	понимать как	2	3
145	от этого	2	3
146	может иметь	2	3
147	нуждается в	3	3
148	они не	3	3
149	это только	3	3
150	о котором	2	3
151	когда мы	2	3
152	ничего не	2	3
153	это было	2	3
154	что же	6	2
155	уже и	3	2
156	в частности	4	2
157	мере в	6	2
158	в зависимости	5	2
159	следует что	4	2
160	в какой	6	2
161	в состоянии	2	2
162	в системе	3	2
163	на самом	2	2
164	не знаю	2	2
165	именно в	6	2
166	в тех	4	2
167	если мы	2	2
168	то это	3	2
169	к тому	5	2
170	тем не	4	2
171	же в	4	2
172	и прочих	2	2
173	только потому	6	2
174	но все	2	2
175	что я	2	2
176	зависимости от	6	2
177	в истории	3	2
178	с тем	5	2
179	или менее	3	2
180	очевидно что	3	2
181	же есть	2	2
182	что с	2	2
183	до сих	4	2
184	в общем	3	2
185	на его	3	2
186	в сущности	3	2
187	несмотря на	3	2
188	в ней	6	2
189	всяком случае	5	2
190	только к	2	2
191	если в	2	2
192	так или	2	2
193	сих пор	4	2
194	не говоря	2	2
195	дело не	2	2
196	был в	2	2
197	ее в	2	2
198	на лицо	2	2
199	в каждом	2	2
200	в их	3	2
201	тому что	3	2
202	так же	4	2
203	не на	4	2
204	т п	18	2
205	смысл и	2	2
206	не раз	2	2
207	например в	5	2
208	того как	4	2
209	как в	4	2
210	только и	3	2
211	а потому	5	2
212	более или	3	2
213	в науке	4	2
214	как я	2	2
215	д и	2	2
216	бы и	2	2
217	или в	2	2
218	или иначе	2	2
219	с ними	4	2
220	также и	2	2
221	в результате	5	2
222	и при	2	2
223	между тем	5	2
224	тем что	8	2
225	когда оно	2	2
226	во все	2	2
227	того или	4	2
228	во всяком	5	2
229	но ведь	2	2
230	но вот	2	2
231	что эти	4	2
232	все эти	6	2
233	есть в	4	2
234	в которой	6	2
235	и должно	2	2
236	в области	7	2
237	но в	2	2
238	том как	3	2
239	вместе с	7	2
