N	2gram	Bakhtin_Pr_2	Formalny
1	и в	45	24
2	в его	22	23
3	прежде всего	11	22
4	и не	42	20
5	так и	3	18
6	и пр	2	17
7	не может	24	16
8	точки зрения	19	16
9	в этом	20	15
10	в нем	20	14
11	может быть	18	14
12	на почве	4	13
13	с точки	9	13
14	таким образом	11	13
15	в своем	5	11
16	не менее	2	11
17	как и	14	11
18	должно быть	4	11
19	в своей	6	11
20	в их	4	11
21	вовсе не	7	10
22	и ее	7	10
23	и их	6	10
24	то же	5	10
25	в ней	7	10
26	а не	10	10
27	и его	8	10
28	и потому	6	9
29	в процессе	2	9
30	все это	5	9
31	в то	5	9
32	идеологического творчества	2	9
33	его целом	3	8
34	в ее	3	8
35	же время	3	8
36	именно в	3	8
37	то что	5	8
38	как в	4	8
39	лишь в	2	8
40	и на	7	8
41	не в	8	8
42	и с	7	8
43	должна быть	3	7
44	и от	3	7
45	до конца	7	7
46	не должна	3	7
47	не только	16	7
48	с ее	3	7
49	жизни и	15	7
50	но и	15	7
51	и здесь	2	6
52	было бы	4	6
53	в том	8	6
54	самом деле	4	6
55	до сих	2	6
56	в пределах	4	6
57	она не	5	6
58	еще не	9	6
59	как бы	15	6
60	сих пор	2	6
61	в целом	5	6
62	входит в	9	6
63	а в	3	6
64	отношения к	2	6
65	все эти	4	6
66	на основе	2	6
67	как это	2	6
68	хотя бы	5	5
69	по себе	8	5
70	в литературе	6	5
71	у нас	2	5
72	при этом	2	5
73	и др	4	5
74	во всех	4	5
75	в самом	13	5
76	и до	4	5
77	со стороны	4	5
78	как мы	8	5
79	и свою	2	5
80	того что	3	5
81	но в	6	5
82	с его	8	4
83	никогда не	17	4
84	не как	6	4
85	с другими	7	4
86	и к	2	4
87	в мире	3	4
88	для этого	3	4
89	если бы	2	4
90	конечно не	6	4
91	отношению к	8	4
92	так же	5	4
93	по отношению	8	4
94	что в	6	4
95	друг друга	7	4
96	как на	2	4
97	в которой	2	4
98	идеологическое творчество	2	4
99	в истории	2	4
100	к этой	2	4
101	но не	6	3
102	перестает быть	3	3
103	в них	4	3
104	в жизни	3	3
105	что он	7	3
106	изображения и	2	3
107	смысле этого	2	3
108	для него	9	3
109	и как	2	3
110	но это	2	3
111	зависимости от	3	3
112	в большинстве	2	3
113	в каждом	4	3
114	дело идет	6	3
115	не по	3	3
116	не о	2	3
117	он не	9	3
118	совершенно недопустимо	2	3
119	один из	2	3
120	все же	4	3
121	отношение к	8	3
122	бытия в	2	3
123	в особенности	2	3
124	или же	2	3
125	не было	2	3
126	и других	3	3
127	тем самым	2	3
128	и даже	3	3
129	между ними	4	3
130	его в	3	3
131	жизнь и	3	3
132	более того	5	3
133	нашей работы	2	3
134	ничем не	2	3
135	в основе	2	3
136	они не	2	3
137	в себе	5	3
138	как к	2	3
139	со всей	2	3
140	этого слова	2	3
141	в художественном	3	3
142	исторической поэтики	2	3
143	здесь не	2	3
144	так сказать	7	3
145	бы в	5	3
146	в области	2	3
147	а лишь	3	2
148	а как	4	2
149	сама по	5	2
150	вступает в	4	2
151	и более	2	2
152	же как	4	2
153	в нашем	2	2
154	в зависимости	3	2
155	его и	3	2
156	и со	2	2
157	жизни в	2	2
158	целом ряде	2	2
159	его с	2	2
160	это не	3	2
161	и особенно	2	2
162	три основные	2	2
163	в одном	6	2
164	с начала	2	2
165	идет о	2	2
166	здесь в	2	2
167	о мире	5	2
168	а только	2	2
169	таким же	2	2
170	все время	3	2
171	как художник	3	2
172	ни в	2	2
173	какую бы	2	2
174	в самой	3	2
175	уже не	6	2
176	мы видели	3	2
177	но все	4	2
178	одна из	3	2
179	подход к	2	2
180	только в	9	2
181	одной из	2	2
182	от друга	2	2
183	от того	2	2
184	несколько подробнее	2	2
185	нам важно	2	2
186	как раз	6	2
187	за пределы	5	2
188	была бы	3	2
189	нет и	3	2
190	точка зрения	7	2
191	что и	5	2
192	не есть	2	2
193	начала и	2	2
194	друг от	2	2
195	на него	2	2
196	из возможных	2	2
197	всем этим	2	2
198	не на	4	2
199	в чужом	2	2
200	всего этого	3	2
201	и вот	2	2
202	и что	2	2
203	литературе и	2	2
204	ко всем	2	2
205	в науке	2	2
206	не так	2	2
207	ни одного	3	2
208	идеологической жизни	2	2
209	значение для	3	2
210	в самую	2	2
211	в результате	3	2
212	чем же	2	2
213	даже и	2	2
214	в своих	4	2
215	на его	5	2
216	данного произведения	2	2
217	как ее	2	2
218	ничего не	3	2
219	но ведь	3	2
220	бы быть	2	2
221	в произведении	5	2
222	большинстве случаев	2	2
223	к действительности	2	2
224	с ним	8	2
