N	2gram	Losev_Prob_5	Istorich
1	и в	30	28
2	может быть	7	25
3	не может	5	15
4	а не	5	15
5	никогда не	7	14
6	для нас	10	13
7	мы имеем	2	13
8	что в	5	12
9	то же	2	12
10	не только	18	12
11	только в	9	11
12	что он	7	10
13	все же	9	10
14	прежде всего	6	10
15	но и	13	10
16	мы не	2	10
17	и что	6	10
18	в том	12	9
19	о том	12	9
20	то что	18	9
21	и не	12	9
22	не в	7	9
23	так и	7	9
24	не всегда	3	8
25	таким образом	13	8
26	в этом	17	8
27	но в	9	8
28	это не	2	7
29	том что	17	7
30	еще не	3	7
31	было бы	4	7
32	в ней	3	7
33	а в	6	7
34	так же	5	7
35	с другой	6	6
36	не менее	5	6
37	к тому	2	6
38	тем не	5	6
39	вслед за	2	6
40	что и	6	6
41	когда он	2	6
42	в этой	10	6
43	его в	6	6
44	так как	6	6
45	вместе с	7	6
46	мы будем	2	5
47	в одном	3	5
48	по существу	2	5
49	в дальнейшем	7	5
50	в силу	5	5
51	что они	3	5
52	что здесь	2	5
53	но не	7	5
54	до сих	2	5
55	в качестве	4	5
56	ее в	2	5
57	сих пор	2	5
58	другой стороны	6	5
59	в своем	11	5
60	можно было	2	5
61	или в	4	5
62	сказать что	9	5
63	в его	12	5
64	с тем	5	4
65	связи с	7	4
66	и другие	3	4
67	на то	2	4
68	об этом	4	4
69	так что	11	4
70	но все	4	4
71	одной стороны	3	4
72	один из	2	4
73	на него	2	4
74	а именно	12	4
75	в связи	7	4
76	с одной	3	4
77	как и	7	4
78	того что	3	4
79	и даже	14	4
80	хотя бы	2	4
81	и для	6	4
82	и с	5	4
83	и на	6	4
84	потому что	13	4
85	они не	2	4
86	как будто	3	4
87	все эти	2	4
88	здесь не	7	4
89	не все	2	4
90	не то	2	4
91	я не	2	3
92	в какой	2	3
93	точно так	3	3
94	по себе	2	3
95	именно в	3	3
96	в начале	3	3
97	при этом	4	3
98	то время	3	3
99	в целях	2	3
100	наряду с	2	3
101	и их	5	3
102	в котором	2	3
103	отношению к	2	3
104	из них	2	3
105	ли он	2	3
106	того как	5	3
107	и тогда	2	3
108	нас не	3	3
109	уже не	6	3
110	и его	6	3
111	не просто	5	3
112	как мы	2	3
113	и он	4	3
114	есть только	3	3
115	время как	3	3
116	по отношению	2	3
117	также и	12	3
118	тем что	2	3
119	в другом	3	3
120	в то	4	3
121	будто бы	5	3
122	дело в	2	3
123	раз и	2	3
124	это конечно	2	3
125	же не	4	3
126	что от	3	2
127	борьбы с	2	2
128	только для	2	2
129	а с	4	2
130	не могут	2	2
131	это время	2	2
132	в частности	4	2
133	к этому	2	2
134	нисколько не	5	2
135	была бы	2	2
136	вовсе не	8	2
137	ясно что	4	2
138	мотив о	2	2
139	значение и	2	2
140	здесь в	2	2
141	уже у	6	2
142	в ее	3	2
143	то ни	2	2
144	и как	6	2
145	из всех	2	2
146	по своей	2	2
147	как о	4	2
148	тот же	3	2
149	что не	2	2
150	за то	2	2
151	с ним	3	2
152	миф о	5	2
153	как бы	6	2
154	по этому	2	2
155	в таких	2	2
156	в брак	2	2
157	еще в	5	2
158	и знает	3	2
159	и тем	3	2
160	в нем	6	2
161	говорит о	7	2
162	но уже	2	2
163	бы то	2	2
164	в русской	3	2
165	конечно не	2	2
166	указывает на	3	2
167	как в	2	2
168	в середине	2	2
169	как раз	5	2
170	то и	2	2
171	этому поводу	2	2
172	и только	2	2
173	он не	3	2
174	в виде	10	2
175	в эпоху	3	2
176	еще и	4	2
177	и другое	3	2
178	именно на	2	2
179	не так	4	2
180	по его	2	2
181	ничего не	2	2
182	нас в	4	2
183	между тем	2	2
184	от этого	3	2
185	однако в	3	2
186	он в	3	2
187	в себе	4	2
188	при помощи	6	2
189	из этого	4	2
190	всякого рода	2	2
191	в области	2	2
192	тогда когда	4	2
193	что этот	5	2
194	тоже не	2	2
