N	2gram	Vygotskiy__2	FransuaR
1	и в	32	65
2	то есть	21	45
3	как бы	6	22
4	и не	10	22
5	вовсе не	2	18
6	в сущности	7	16
7	в том	37	16
8	в этом	13	15
9	но в	3	14
10	в нем	4	13
11	и на	5	11
12	и его	7	10
13	не только	12	10
14	но и	10	10
15	так и	3	10
16	все эти	7	10
17	в его	2	9
18	во всех	3	9
19	все это	5	9
20	форм и	2	9
21	по своему	3	8
22	в основе	11	8
23	и даже	5	8
24	формы и	6	7
25	жизни и	4	7
26	точки зрения	17	7
27	только в	7	7
28	главным образом	3	6
29	никогда не	9	6
30	том что	21	6
31	все же	4	6
32	еще не	2	6
33	при этом	13	6
34	может быть	18	6
35	в ней	5	6
36	искусства и	9	6
37	в отношении	3	6
38	на самом	5	6
39	и у	2	6
40	сказать что	7	6
41	так как	12	6
42	с его	2	5
43	в одном	2	5
44	в частности	3	5
45	еще более	3	5
46	в них	2	5
47	потому что	21	5
48	отличие от	2	5
49	в своей	3	5
50	как в	9	5
51	как и	10	5
52	в своих	9	5
53	между тем	4	5
54	и все	4	5
55	в общем	3	4
56	это в	2	4
57	и к	3	4
58	не в	8	4
59	в этой	6	4
60	в узком	2	4
61	отношение к	2	4
62	совершенно не	4	4
63	в самом	12	4
64	из них	4	4
65	и до	4	4
66	сих пор	5	4
67	до сих	5	4
68	в их	3	4
69	для нас	2	4
70	не понимает	2	4
71	в жизни	4	4
72	не могут	3	3
73	мы будем	2	3
74	что в	20	3
75	в состоянии	2	3
76	это не	2	3
77	что он	13	3
78	в ее	2	3
79	но это	2	3
80	в самой	2	3
81	самом деле	16	3
82	к нему	2	3
83	с точки	10	3
84	то что	21	3
85	и их	3	3
86	как раз	5	3
87	не может	17	3
88	этом отношении	5	3
89	и других	3	3
90	с другой	3	3
91	в других	2	3
92	он дает	2	3
93	в себе	2	3
94	в искусстве	21	3
95	и вообще	2	3
96	далеко не	5	3
97	но как	3	3
98	и здесь	2	3
99	ничего не	4	3
100	и с	4	3
101	в виду	3	3
102	но не	2	2
103	и многие	2	2
104	к тому	7	2
105	и без	2	2
106	и от	2	2
107	этих двух	2	2
108	на все	5	2
109	значение и	2	2
110	и так	3	2
111	своему существу	2	2
112	его от	2	2
113	в романе	2	2
114	из всех	2	2
115	мы видим	4	2
116	человеческого тела	2	2
117	до конца	3	2
118	они в	2	2
119	и часто	2	2
120	и он	3	2
121	несмотря на	4	2
122	например в	3	2
123	на его	2	2
124	наряду с	4	2
125	интерес к	2	2
126	от того	4	2
127	он не	6	2
128	в свое	2	2
129	не вполне	2	2
130	и для	4	2
131	в целом	4	2
132	не к	3	2
133	на него	2	2
134	в процессе	2	2
135	только на	5	2
136	в свете	2	2
137	которого мы	3	2
138	понятно что	2	2
139	и вот	3	2
140	но эта	2	2
141	на тех	3	2
142	того что	8	2
143	что не	3	2
144	при таком	4	2
145	на этот	2	2
146	и по	4	2
147	есть только	5	2
148	роль в	2	2
149	в таком	2	2
150	образом в	3	2
151	этот вопрос	3	2
152	их в	2	2
153	в этих	2	2
154	могут быть	4	2
155	это можно	2	2
156	к какому	2	2
157	во всем	3	2
158	ни на	3	2
159	о том	6	2
160	и это	4	2
161	в особенности	2	2
162	в чем	4	2
163	это очень	2	2
164	это было	3	2
