N	2gram	Losev_Vlad_3	FransuaR
1	и в	40	49
2	то есть	24	32
3	прежде всего	10	19
4	в его	14	18
5	не только	25	17
6	и его	10	17
7	и на	6	17
8	и не	25	15
9	в этом	16	15
10	только в	13	13
11	но и	18	13
12	в году	10	13
13	как и	7	11
14	как бы	3	11
15	вовсе не	13	10
16	в этой	8	10
17	для него	8	9
18	в нем	3	9
19	в сущности	2	8
20	все же	4	7
21	не может	14	7
22	таким образом	11	7
23	то же	4	7
24	все эти	5	7
25	как мы	8	7
26	именно в	3	6
27	то что	28	6
28	в истории	5	6
29	же время	2	6
30	здесь в	4	6
31	мы уже	5	6
32	так и	6	6
33	с их	3	6
34	сказать что	12	6
35	и с	9	6
36	точки зрения	13	6
37	в то	7	6
38	так как	7	6
39	с его	2	5
40	никогда не	11	5
41	в своем	8	5
42	уже в	3	5
43	из этих	3	5
44	в начале	2	5
45	но не	4	5
46	при этом	3	5
47	может быть	8	5
48	в основном	4	5
49	и потому	10	5
50	в своей	9	5
51	с точки	6	5
52	роль в	2	5
53	и более	2	4
54	в духе	3	4
55	она была	4	4
56	с другой	5	4
57	в жизни	2	4
58	и к	2	4
59	в себе	9	4
60	том что	18	4
61	но все	3	4
62	и чисто	3	4
63	и о	4	4
64	в своих	7	4
65	в этих	2	4
66	отношения к	5	4
67	не было	5	4
68	а в	7	4
69	мы находим	2	4
70	году в	3	4
71	как на	3	4
72	тем что	5	4
73	но в	4	4
74	в книге	2	3
75	с одной	3	3
76	в течение	4	3
77	в одном	5	3
78	человека и	3	3
79	не был	8	3
80	что он	5	3
81	был и	2	3
82	же в	3	3
83	в том	18	3
84	да и	6	3
85	во всем	6	3
86	одной стороны	3	3
87	было бы	4	3
88	из них	2	3
89	несмотря на	7	3
90	в самом	4	3
91	даже в	4	3
92	мы видели	3	3
93	ни в	10	3
94	другой стороны	2	3
95	этом отношении	2	3
96	и все	4	3
97	на первом	3	3
98	только с	2	3
99	к нему	3	3
100	можно было	5	3
101	его творчества	2	3
102	также и	17	3
103	и вообще	3	3
104	далеко не	3	3
105	о том	11	3
106	первом плане	3	3
107	и это	6	3
108	в виду	3	3
109	учение о	24	2
110	содержит в	5	2
111	он понимает	2	2
112	связи с	2	2
113	что в	17	2
114	за пределы	3	2
115	нельзя сказать	3	2
116	но даже	4	2
117	в нашем	2	2
118	в качестве	3	2
119	в предисловии	2	2
120	что касается	2	2
121	даже и	12	2
122	в смысле	6	2
123	для понимания	2	2
124	на то	4	2
125	вот в	2	2
126	xix века	6	2
127	там же	7	2
128	в отношении	5	2
129	он был	2	2
130	по существу	4	2
131	в дальнейшем	4	2
132	но это	6	2
133	здесь же	2	2
134	только то	2	2
135	ничего не	5	2
136	до конца	4	2
137	еще не	4	2
138	совершенно не	2	2
139	такого рода	4	2
140	у него	24	2
141	хотя и	7	2
142	в ней	5	2
143	еще в	5	2
144	себе и	2	2
145	в мире	2	2
146	вполне понятно	3	2
147	по преимуществу	2	2
148	и за	2	2
149	вместе с	7	2
150	ее в	3	2
151	в их	2	2
152	должен был	2	2
153	в связи	3	2
154	были в	2	2
155	на самом	3	2
156	как именно	3	2
157	того чтобы	3	2
158	и эта	3	2
159	и даже	6	2
160	так же	8	2
161	разума и	2	2
162	жизнь и	3	2
163	можно найти	2	2
164	во всяком	3	2
165	одной из	2	2
166	себе в	2	2
167	под названием	9	2
168	еще раз	2	2
169	и еще	2	2
170	в другом	2	2
171	мы должны	4	2
172	и вовсе	3	2
173	в конце	12	2
174	здесь не	3	2
175	же с	7	2
176	всяком случае	3	2
