N	2gram	Losev_Prob_3	Psycholo
1	в том	21	37
2	и в	44	32
3	и что	7	22
4	том что	12	21
5	то что	23	21
6	таким образом	9	21
7	в искусстве	4	21
8	потому что	25	21
9	то есть	34	21
10	что в	8	20
11	так же	5	18
12	может быть	28	18
13	что и	9	17
14	не может	7	17
15	точки зрения	5	17
16	самом деле	3	16
17	в басне	11	15
18	что он	9	13
19	при этом	4	13
20	то же	13	13
21	в этом	17	13
22	по себе	25	12
23	если мы	16	12
24	в самом	3	12
25	не только	14	12
26	заключается в	4	12
27	так как	9	12
28	на то	3	11
29	с тем	5	11
30	было бы	8	11
31	в основе	2	11
32	при помощи	8	10
33	как и	10	10
34	и т	13	10
35	когда он	2	10
36	но и	10	10
37	и не	35	10
38	с точки	2	10
39	искусства и	2	9
40	никогда не	6	9
41	что все	2	9
42	что при	2	9
43	как в	5	9
44	тем что	4	9
45	что это	3	8
46	не менее	10	8
47	не в	13	8
48	того что	8	8
49	к тому	3	7
50	ясно что	6	7
51	и как	3	7
52	а не	18	7
53	все эти	7	7
54	можно было	4	7
55	и его	5	7
56	что для	3	7
57	сказать что	16	7
58	как будто	3	7
59	только в	19	7
60	что они	5	7
61	в этой	3	6
62	он не	8	6
63	как бы	9	6
64	в художественном	3	6
65	художественное произведение	8	6
66	формы и	3	6
67	же самое	9	6
68	о том	6	6
69	если бы	3	6
70	художественного произведения	14	5
71	отнюдь не	10	5
72	что у	3	5
73	художественном произведении	3	5
74	в ней	5	5
75	до сих	2	5
76	сих пор	2	5
77	все это	5	5
78	как раз	8	5
79	на самом	7	5
80	только на	5	5
81	и даже	14	5
82	есть только	4	5
83	как на	2	5
84	в то	9	5
85	сам по	6	4
86	и более	2	4
87	же как	3	4
88	когда она	2	4
89	от того	2	4
90	едва ли	5	4
91	с этой	3	4
92	есть не	5	4
93	тем не	10	4
94	как это	2	4
95	в чем	4	4
96	и сам	5	4
97	которые мы	3	4
98	из этого	3	4
99	никак не	9	4
100	совершенно не	4	4
101	и по	2	4
102	и тем	9	4
103	в нем	9	4
104	все же	6	4
105	с той	5	4
106	при таком	2	4
107	из них	2	4
108	жизни и	6	4
109	и до	2	4
110	образом и	2	4
111	данном случае	7	4
112	но только	6	4
113	а в	5	4
114	и все	3	4
115	мы имеем	2	4
116	не имеет	9	4
117	и для	2	4
118	в данном	9	4
119	о ней	2	4
120	тому что	4	4
121	и с	9	4
122	могут быть	2	4
123	с этим	2	4
124	в целом	6	4
125	если же	3	4
126	и это	9	4
127	ничего не	3	4
128	как она	2	4
129	по своему	2	3
130	в частности	2	3
131	для этого	6	3
132	на нас	2	3
133	хотя бы	3	3
134	с другой	7	3
135	само собой	2	3
136	в конце	5	3
137	точно так	3	3
138	указывает на	7	3
139	и к	6	3
140	а только	5	3
141	свое собственное	2	3
142	по существу	2	3
143	об этом	3	3
144	так что	12	3
145	это значит	4	3
146	но как	4	3
147	том виде	2	3
148	в нашей	2	3
149	мы в	4	3
150	в своей	5	3
151	конце концов	3	3
152	сами по	6	3
153	то это	10	3
154	с ее	2	3
155	так и	10	3
156	во всех	2	3
157	были бы	2	3
158	и ее	3	3
159	в их	2	3
160	в отношении	2	3
161	столько же	2	3
162	что же	8	3
163	этот вопрос	3	3
164	время как	4	3
165	жизнь и	2	3
166	то время	4	3
167	он в	2	3
168	само по	3	3
169	в каком	4	3
170	в которых	3	3
171	и то	14	3
172	ни на	3	3
173	мы должны	7	3
174	того или	6	3
175	но в	12	3
176	мы не	7	3
177	значит что	7	3
178	в виду	10	3
179	это было	2	3
180	мы можем	6	3
181	как только	3	2
182	мы будем	2	2
183	но даже	4	2
184	ничего кроме	2	2
185	же самой	4	2
186	сравнению с	2	2
187	то ни	6	2
188	но когда	2	2
189	это не	9	2
190	и от	9	2
191	с другими	3	2
192	на одну	2	2
193	именно потому	3	2
194	это в	2	2
195	или иного	3	2
196	этой точки	2	2
197	но эта	3	2
198	во всяком	9	2
199	и здесь	5	2
200	ни в	8	2
201	а к	2	2
202	и при	2	2
203	тем более	3	2
204	к какому	2	2
205	на которую	3	2
206	еще не	5	2
207	но не	3	2
208	того же	2	2
209	виде как	2	2
210	по сравнению	2	2
211	но что	2	2
212	она не	3	2
213	возможны только	2	2
214	басня и	2	2
215	из которых	2	2
216	вовсе не	37	2
217	не имеют	4	2
218	во внимание	2	2
219	только потому	2	2
220	и следовательно	2	2
221	в его	9	2
222	из себя	3	2
223	всяком случае	6	2
224	в ее	4	2
225	для нее	2	2
226	том как	2	2
227	не так	3	2
228	имеет значение	6	2
229	бы то	4	2
230	в этих	2	2
231	для нас	16	2
232	в процессе	2	2
233	вместе с	2	2
234	значение в	3	2
235	отличается от	4	2
236	значение и	5	2
237	есть нечто	8	2
238	и без	4	2
239	как нечто	9	2
240	другой стороны	5	2
241	т д	13	2
242	а с	2	2
243	не было	5	2
244	что оно	2	2
245	мы находим	7	2
246	из того	3	2
247	в самой	2	2
248	и у	2	2
249	на этот	4	2
250	то или	3	2
251	для самого	2	2
252	же сколько	2	2
253	и всегда	2	2
254	отличие от	3	2
255	у них	2	2
256	в таком	5	2
257	это можно	2	2
258	но это	8	2
259	также и	16	2
260	в себе	8	2
261	и вообще	8	2
262	и только	6	2
263	могли бы	4	2
264	состоит из	5	2
265	не значит	3	2
266	когда мы	15	2
267	в которой	2	2
268	могло бы	3	2
