N	2gram	Bakhtin_Pr_1	Literetu
1	и не	34	22
2	и в	23	16
3	в мире	7	16
4	при этом	3	15
5	не только	13	14
6	но и	11	14
7	в этом	25	14
8	а не	20	12
9	то что	18	12
10	может быть	21	12
11	в том	11	12
12	не в	6	10
13	то же	10	9
14	так и	10	9
15	е годы	2	9
16	того что	2	9
17	в то	10	9
18	в жизни	6	8
19	том что	9	8
20	в е	2	8
21	не может	11	8
22	к себе	2	8
23	в этой	4	8
24	как бы	28	8
25	в своей	11	7
26	же время	7	7
27	себя в	3	7
28	со стороны	2	7
29	точки зрения	21	7
30	только в	8	7
31	с его	6	6
32	с другой	2	6
33	художественного мышления	2	6
34	еще не	5	6
35	в его	24	6
36	и т.п	3	6
37	и его	13	6
38	в себе	5	6
39	о том	2	6
40	это не	10	5
41	что он	10	5
42	как и	8	5
43	лишь в	3	5
44	в целом	4	5
45	вместе с	2	5
46	как в	6	5
47	в отличие	2	5
48	а в	7	5
49	этом отношении	5	5
50	именно в	6	5
51	в основе	5	5
52	то есть	24	5
53	отличие от	2	5
54	но не	8	4
55	в рамках	2	4
56	никогда не	5	4
57	однако в	2	4
58	даже в	2	4
59	по существу	4	4
60	как у	2	4
61	до конца	5	4
62	и для	3	4
63	одним из	8	4
64	отношению к	11	4
65	из них	2	4
66	данном случае	2	4
67	по отношению	11	4
68	входит в	2	4
69	в данном	2	4
70	как будто	3	4
71	в одном	9	4
72	для его	3	3
73	личности в	4	3
74	в единстве	7	3
75	прежде всего	7	3
76	более того	3	3
77	в романе	11	3
78	и как	8	3
79	мира в	6	3
80	например в	3	3
81	и к	4	3
82	на его	2	3
83	в самом	8	3
84	наконец в	2	3
85	однако не	2	3
86	и тем	2	3
87	с ее	2	3
88	жизни и	6	3
89	бы и	4	3
90	человеческого духа	2	3
91	себе самому	3	3
92	уже не	8	3
93	самом деле	5	3
94	и наконец	5	3
95	с точки	15	3
96	как на	2	3
97	той же	6	3
98	не становится	5	3
99	тому как	3	3
100	потому что	12	3
101	там где	6	3
102	отношения к	2	3
103	в области	3	3
104	но в	4	3
105	между тем	5	3
106	в противоположность	3	2
107	с которой	4	2
108	ни было	4	2
109	сознания и	3	2
110	что в	8	2
111	если бы	10	2
112	сознания с	2	2
113	и одновременно	3	2
114	в кругозоре	2	2
115	то ни	3	2
116	оно не	2	2
117	не как	12	2
118	он все	2	2
119	для своего	2	2
120	в конце	5	2
121	я не	3	2
122	к этому	2	2
123	вопрос о	4	2
124	романа и	4	2
125	по себе	7	2
126	в нем	20	2
127	же в	2	2
128	художественного творчества	2	2
129	него не	2	2
130	для него	15	2
131	можно сказать	2	2
132	и перед	2	2
133	было бы	6	2
134	и сам	2	2
135	в первой	2	2
136	жизни а	2	2
137	несмотря на	6	2
138	во всех	5	2
139	о нем	11	2
140	себя и	2	2
141	для себя	2	2
142	один из	2	2
143	что и	5	2
144	он ищет	3	2
145	все же	5	2
146	бы то	3	2
147	как мы	5	2
148	во всей	2	2
149	так же	6	2
150	как раз	4	2
151	как например	2	2
152	в совершенно	2	2
153	человека в	5	2
154	и вот	2	2
155	того чтобы	4	2
156	для того	2	2
157	другой стороны	2	2
158	и даже	3	2
159	в своих	2	2
160	и на	10	2
161	и с	4	2
162	автора и	5	2
163	тем что	3	2
164	он в	2	2
165	подобно тому	3	2
166	на себя	3	2
167	он и	5	2
168	за ним	2	2
169	могли бы	3	2
170	его в	4	2
171	в первом	2	2
172	и потому	3	2
173	мира и	7	2
174	в каждой	2	2
175	лишь на	2	2
176	одном из	2	2
