N	2gram	Voloshinov_2	Analitik
1	в качестве	3	31
2	может быть	28	29
3	в том	7	27
4	не может	18	22
5	и не	19	21
6	и в	19	18
7	а не	9	17
8	но и	10	17
9	отнюдь не	8	15
10	не только	13	15
11	не в	10	14
12	как и	9	13
13	в его	5	13
14	в этом	15	13
15	том что	10	12
16	при этом	9	12
17	в себе	4	11
18	то есть	2	11
19	но не	2	10
20	то же	16	9
21	а в	3	9
22	в то	8	9
23	не есть	3	8
24	в той	5	8
25	но в	7	8
26	к тому	6	7
27	этого слова	5	7
28	это не	4	6
29	прежде всего	7	6
30	или иной	5	6
31	же время	8	6
32	в самом	6	6
33	в сущности	14	6
34	себя в	2	6
35	той или	4	6
36	далеко не	2	6
37	должен быть	2	6
38	то что	4	6
39	в своей	3	6
40	в отличие	3	6
41	отличие от	3	6
42	по отношению	8	6
43	в основе	9	6
44	точки зрения	17	6
45	только в	8	6
46	и того	5	5
47	и как	6	5
48	в этой	3	5
49	что в	2	5
50	как бы	19	5
51	внутренней речи	7	5
52	отношению к	8	5
53	в их	5	5
54	и т.п	10	5
55	сводится к	2	5
56	лишь в	14	5
57	и его	16	5
58	между тем	6	5
59	и на	5	5
60	о том	3	5
61	иное как	2	5
62	того что	4	4
63	и более	7	4
64	могут быть	3	4
65	лишь при	2	4
66	столь же	3	4
67	с другой	3	4
68	по себе	3	4
69	ни в	6	4
70	тому же	2	4
71	того же	5	4
72	для того	6	4
73	не с	2	4
74	все же	5	4
75	вместе с	2	4
76	так и	10	4
77	именно в	2	4
78	ни было	6	4
79	с точки	13	4
80	с другими	3	4
81	в другом	3	4
82	не следует	2	4
83	место в	2	3
84	с его	8	3
85	вступает в	2	3
86	в нашем	2	3
87	то ни	5	3
88	хотя бы	6	3
89	и все	6	3
90	или иного	2	3
91	в собственном	2	3
92	в нем	11	3
93	что он	4	3
94	еще не	3	3
95	одной стороны	3	3
96	что не	2	3
97	одним из	2	3
98	он не	3	3
99	в котором	3	3
100	что и	3	3
101	не будет	3	3
102	бы то	4	3
103	таким образом	14	3
104	а с	2	3
105	с одной	3	3
106	того чтобы	6	3
107	того или	2	3
108	к нему	5	3
109	в таком	7	3
110	более того	6	3
111	подхода к	3	3
112	оно может	3	3
113	если бы	11	3
114	таком случае	3	3
115	и то	3	2
116	на все	2	2
117	никогда не	7	2
118	все эти	3	2
119	его и	3	2
120	в какой	3	2
121	установкой на	2	2
122	не является	8	2
123	вовсе не	11	2
124	вопрос о	2	2
125	его к	2	2
126	а как	4	2
127	в коем	2	2
128	в начале	2	2
129	и потому	2	2
130	как от	2	2
131	должно быть	3	2
132	для него	9	2
133	от своего	2	2
134	в пределах	10	2
135	было бы	4	2
136	за пределы	3	2
137	и о	2	2
138	и самого	2	2
139	и является	2	2
140	науки о	2	2
141	какой бы	3	2
142	не к	3	2
143	в процессе	18	2
144	но к	2	2
145	и до	3	2
146	и тогда	2	2
147	бы не	2	2
148	отношения к	2	2
149	той же	3	2
150	в двух	3	2
151	на самом	7	2
152	самом деле	9	2
153	свидетельствует о	2	2
154	следует что	4	2
155	коем случае	2	2
156	как мы	15	2
157	на основе	3	2
158	тем более	5	2
159	для себя	4	2
160	в данном	5	2
161	одного и	4	2
162	же самое	6	2
163	так как	3	2
164	случае это	2	2
165	и с	2	2
