N	2gram	Bakhtin_Pr_1	KulturaY
1	и т	4	39
2	потому что	8	25
3	т п	3	24
4	и в	29	23
5	т е	21	22
6	не только	15	20
7	в том	8	19
8	в этом	22	18
9	и не	31	16
10	было бы	5	15
11	так как	6	15
12	может быть	24	15
13	точки зрения	19	14
14	если бы	9	12
15	в самом	10	12
16	все эти	9	12
17	том что	7	11
18	но в	7	11
19	что в	8	10
20	по себе	8	10
21	а не	22	10
22	вовсе не	7	9
23	вопрос о	2	9
24	в сущности	5	9
25	то что	15	9
26	самом деле	6	9
27	хотя бы	2	9
28	можно было	2	9
29	не может	12	9
30	с другой	3	8
31	прежде всего	7	8
32	не в	7	8
33	уже не	13	8
34	и что	2	8
35	и пр	3	8
36	с точки	13	8
37	все же	9	7
38	но и	14	7
39	другой стороны	3	7
40	и с	4	7
41	это не	9	6
42	в этой	4	6
43	но не	9	6
44	то же	14	6
45	этот вопрос	2	6
46	между тем	5	6
47	и на	7	6
48	я не	3	5
49	не могут	6	5
50	должна быть	5	5
51	этом смысле	10	5
52	что он	8	5
53	по существу	3	5
54	тот же	2	5
55	еще не	5	5
56	несмотря на	6	5
57	в его	24	5
58	всяком случае	3	5
59	один из	2	5
60	что же	4	5
61	приводит к	3	5
62	все это	6	5
63	таким образом	12	5
64	там где	10	5
65	во всяком	5	5
66	само по	3	5
67	и здесь	3	5
68	только в	10	5
69	зависимости от	5	5
70	была бы	3	4
71	в зависимости	5	4
72	в них	3	4
73	перед нами	5	4
74	бы и	4	4
75	ни в	3	4
76	но все	5	4
77	должно быть	4	4
78	в пределах	13	4
79	на себе	2	4
80	от того	4	4
81	как бы	19	4
82	однако не	2	4
83	в нем	19	4
84	так же	6	4
85	не было	4	4
86	и о	5	4
87	в данном	2	4
88	в результате	4	4
89	сказать что	3	4
90	могут быть	6	4
91	в то	10	4
92	в конце	6	4
93	ничего не	5	4
94	так и	7	4
95	чем в	2	3
96	уже в	3	3
97	нисколько не	2	3
98	ни были	2	3
99	у него	5	3
100	всех этих	2	3
101	же время	9	3
102	что оно	2	3
103	же в	2	3
104	это и	5	3
105	но это	4	3
106	лучшем случае	2	3
107	до конца	8	3
108	связи с	2	3
109	никак не	2	3
110	в ней	2	3
111	он не	5	3
112	что и	4	3
113	как не	8	3
114	в процессе	4	3
115	что она	6	3
116	как в	6	3
117	отличается от	3	3
118	как раз	6	3
119	в форме	7	3
120	с этим	2	3
121	то и	2	3
122	этом отношении	3	3
123	не знает	3	3
124	именно в	5	3
125	те же	2	3
126	как мы	4	3
127	из которых	2	3
128	а в	7	3
129	и его	14	3
130	в лучшем	2	3
131	конце концов	5	3
132	тем что	4	3
133	выражение в	6	3
134	и это	5	3
135	в отношении	2	2
136	сознания и	5	2
137	и есть	2	2
138	никогда не	3	2
139	оно не	3	2
140	с этой	2	2
141	не как	14	2
142	и от	2	2
143	и до	3	2
144	как можно	2	2
145	его к	2	2
146	в самой	6	2
147	следовательно и	2	2
148	и потому	6	2
149	в обычном	2	2
150	как будто	3	2
151	она не	7	2
152	в плоскости	4	2
153	при этом	2	2
154	конечно не	2	2
155	таким же	3	2
156	по преимуществу	2	2
157	же и	2	2
158	и даже	2	2
159	был бы	6	2
160	к нему	6	2
161	превращается в	4	2
162	в своей	8	2
163	данном случае	2	2
164	в их	3	2
165	и следовательно	4	2
166	в своем	8	2
167	не на	4	2
168	или же	2	2
169	и для	4	2
170	достоевского и	7	2
171	на самом	5	2
172	как и	12	2
173	в той	2	2
174	здесь мы	2	2
175	и у	3	2
176	на этот	2	2
177	для самого	2	2
178	той же	5	2
179	рядом с	14	2
180	конечно и	2	2
181	в которых	2	2
182	он и	5	2
183	в своих	3	2
184	мы должны	3	2
185	отсюда и	2	2
186	могли бы	2	2
187	большинстве случаев	2	2
188	отношения к	3	2
189	только как	2	2
