N	2gram	Propp_Isto_2	Myshleni
1	то что	12	26
2	что он	24	25
3	в этом	11	25
4	потому что	9	21
5	таким образом	7	19
6	в том	6	18
7	не может	5	18
8	того чтобы	2	17
9	что в	12	16
10	и в	15	16
11	того что	3	16
12	так как	14	16
13	не только	18	16
14	так же	13	15
15	том что	7	15
16	в сущности	2	13
17	сказать что	2	13
18	отношению к	3	12
19	вопрос о	4	12
20	по отношению	3	12
21	и не	11	12
22	и что	6	12
23	в его	6	11
24	но не	2	10
25	было бы	5	10
26	а не	5	10
27	в силу	2	10
28	только в	6	10
29	может быть	17	9
30	о том	3	8
31	как это	3	8
32	как и	2	8
33	мы должны	4	8
34	он не	8	8
35	то же	10	8
36	тем самым	2	8
37	же как	5	7
38	и есть	5	7
39	мы могли	2	7
40	в нем	7	7
41	но он	4	7
42	так и	5	7
43	представляет собой	5	7
44	приводит к	2	7
45	не в	7	6
46	в этой	4	6
47	но если	3	6
48	но и	14	6
49	и на	4	6
50	как он	3	6
51	но в	6	6
52	у него	4	6
53	состоит в	2	6
54	к тому	5	6
55	мы можем	8	6
56	в другом	9	6
57	на вопрос	2	5
58	самого начала	2	5
59	никогда не	15	5
60	показывает что	4	5
61	что они	10	5
62	как бы	6	5
63	ребенка в	3	5
64	хотя бы	2	5
65	не знает	2	5
66	он должен	2	5
67	как в	5	5
68	того как	4	5
69	с самого	2	5
70	говорит что	3	5
71	можно было	5	5
72	тем что	4	5
73	в которой	2	5
74	ничего не	7	5
75	зависит от	2	4
76	все эти	4	4
77	с другой	2	4
78	это не	2	4
79	в новой	2	4
80	так что	6	4
81	при этом	4	4
82	и их	2	4
83	в свете	2	4
84	именно в	2	4
85	стоит в	3	4
86	в системе	2	4
87	и по	2	4
88	ребенка и	2	4
89	что мы	3	4
90	к которому	5	4
91	в состоянии	3	4
92	мы видим	8	4
93	в качестве	3	4
94	еще не	9	4
95	вместе с	7	4
96	той же	2	4
97	другом месте	2	4
98	тому как	3	4
99	и то	2	4
100	могут быть	2	4
101	такой же	2	4
102	подобно тому	3	4
103	раньше чем	3	3
104	прежде всего	5	3
105	мы знаем	11	3
106	но это	4	3
107	самом деле	2	3
108	одной стороны	3	3
109	вместо того	2	3
110	к нему	5	3
111	мы видели	2	3
112	его и	4	3
113	в их	3	3
114	он имеет	2	3
115	с одной	4	3
116	они не	4	3
117	а в	12	3
118	и с	4	3
119	в этих	11	3
120	к этой	4	3
121	как она	4	3
122	мы не	3	3
123	и более	2	3
124	с тем	9	3
125	с этим	5	3
126	в одном	5	3
127	этом случае	5	3
128	все же	9	3
129	по существу	2	3
130	и может	2	3
131	одной из	4	3
132	что и	6	3
133	сих пор	7	3
134	ее в	2	3
135	показать что	2	3
136	в себя	3	3
137	до лет	2	3
138	и его	3	3
139	он в	3	3
140	связи с	8	3
141	что эта	2	3
142	до сих	6	3
143	я не	2	2
144	и другие	4	2
145	себя и	2	2
146	что у	2	2
147	в тот	2	2
148	происходит в	2	2
149	но все	5	2
150	является не	2	2
151	совершается в	2	2
152	предположить что	3	2
153	на его	2	2
154	в ней	4	2
155	в виду	2	2
156	в котором	5	2
157	по мере	3	2
158	из них	2	2
159	уже на	3	2
160	тот момент	2	2
161	представляют собой	3	2
162	что она	5	2
163	все это	3	2
164	другой стороны	2	2
165	совершенно ясно	2	2
166	и здесь	9	2
167	что эти	4	2
168	на нее	2	2
169	их в	2	2
170	же мы	2	2
171	но они	4	2
172	представления о	5	2
173	в жизни	2	2
174	его в	10	2
175	то это	6	2
176	видим что	5	2
177	и эти	2	2
178	чтобы понять	2	2
179	и из	2	2
180	когда он	3	2
181	в область	4	2
182	момент когда	2	2
183	принадлежит к	2	2
184	во всех	2	2
185	установить что	3	2
186	находится в	2	2
187	тому же	2	2
188	а с	2	2
189	должны были	8	2
190	но с	2	2
191	его на	2	2
192	как будто	3	2
193	он делает	2	2
