N	2gram	Bakhtin_Pr_1	Psycholo
1	то что	15	37
2	и в	29	30
3	в том	8	27
4	что в	8	24
5	и что	2	23
6	потому что	8	23
7	том что	7	21
8	все время	2	20
9	таким образом	12	20
10	как бы	19	19
11	что он	8	17
12	не только	15	16
13	в самом	10	14
14	в этом	22	14
15	так же	6	13
16	как раз	6	13
17	в сущности	5	12
18	если бы	9	11
19	может быть	24	11
20	как на	3	11
21	никогда не	3	9
22	с другой	3	9
23	не может	12	9
24	сказать что	3	9
25	так как	6	9
26	тому что	3	8
27	не в	7	8
28	а не	22	8
29	при этом	2	8
30	самом деле	6	8
31	мы видим	2	8
32	могут быть	6	8
33	и это	5	8
34	по себе	8	7
35	в нем	19	7
36	и как	7	7
37	зависимости от	5	7
38	но не	9	7
39	все же	9	7
40	и т	4	7
41	то же	14	7
42	точки зрения	19	7
43	героя и	10	7
44	в основе	4	7
45	уже в	3	6
46	в зависимости	5	6
47	в своем	8	6
48	что она	6	6
49	именно в	5	6
50	как и	12	6
51	и для	4	6
52	но и	14	6
53	что оно	2	6
54	и не	31	6
55	жизни и	2	6
56	и его	14	6
57	и здесь	3	6
58	никак не	2	6
59	тем что	4	6
60	мы уже	2	6
61	как будто	3	6
62	и есть	2	5
63	в целом	6	5
64	несмотря на	6	5
65	как мы	4	5
66	и потому	6	5
67	в этой	4	5
68	еще не	5	5
69	до сих	2	5
70	было бы	5	5
71	был бы	6	5
72	один из	2	5
73	сих пор	2	5
74	другой стороны	3	5
75	именно на	2	5
76	рядом с	14	5
77	в своих	3	5
78	в себе	7	5
79	но в	7	5
80	только в	10	5
81	бы в	3	5
82	в результате	4	4
83	этот вопрос	2	4
84	прежде всего	7	4
85	и к	2	4
86	в своей	8	4
87	от того	4	4
88	в ней	2	4
89	в его	24	4
90	в них	3	4
91	не есть	2	4
92	а в	7	4
93	там где	10	4
94	из которых	2	4
95	могли бы	2	4
96	в конце	6	4
97	не могут	6	3
98	и уже	2	3
99	что герой	2	3
100	была бы	3	3
101	у него	5	3
102	хотя бы	2	3
103	это не	9	3
104	не как	14	3
105	именно потому	2	3
106	вовсе не	7	3
107	вопрос о	2	3
108	самого начала	2	3
109	так что	2	3
110	одна из	3	3
111	лучшем случае	2	3
112	для него	18	3
113	тот же	2	3
114	друг с	2	3
115	он не	5	3
116	что и	4	3
117	на его	2	3
118	ни в	3	3
119	данном случае	2	3
120	так и	7	3
121	как в	6	3
122	в их	3	3
123	этом отношении	3	3
124	в той	2	3
125	героя в	4	3
126	и о	5	3
127	и наконец	4	3
128	на этот	2	3
129	той же	5	3
130	в лучшем	2	3
131	можно было	2	3
132	человека в	4	3
133	но он	2	3
134	и на	7	3
135	в данном	2	3
136	т п	3	3
137	мы должны	3	3
138	в которой	2	3
139	с этой	2	2
140	перед нами	5	2
141	в отношении	2	2
142	с которой	2	2
143	с его	9	2
144	ни один	3	2
145	связи с	2	2
146	находит свое	2	2
147	он в	3	2
148	себя и	2	2
149	в противоположность	2	2
150	в одной	6	2
151	с этим	2	2
152	в одном	10	2
153	в каждом	8	2
154	этом смысле	10	2
155	а как	7	2
156	есть то	3	2
157	же в	2	2
158	до конца	8	2
159	в романе	9	2
160	по существу	3	2
161	образом все	2	2
162	но все	5	2
163	чем в	2	2
164	должна быть	5	2
165	не дает	3	2
166	со своим	2	2
167	к другому	2	2
168	по преимуществу	2	2
169	с героем	2	2
170	и следовательно	4	2
171	каждый элемент	3	2
172	в котором	2	2
173	сами по	3	2
174	себе и	3	2
175	романа как	3	2
176	входят в	2	2
177	и до	3	2
178	отношения к	3	2
179	ни одного	2	2
180	нам кажется	2	2
181	в форме	7	2
182	находится в	2	2
183	все это	6	2
184	отличается от	3	2
185	по отношению	8	2
186	это и	5	2
187	в себя	3	2
188	приводит к	3	2
189	с точки	13	2
190	и даже	2	2
191	между ними	2	2
192	должно быть	4	2
193	к этим	2	2
194	ничего не	5	2
195	в которых	2	2
196	героя а	5	2
197	и с	4	2
198	говорит он	6	2
199	само по	3	2
200	героя о	4	2
201	как например	2	2
202	в то	10	2
203	не знает	3	2
204	все то	4	2
205	его на	2	2
206	если же	3	2
207	все эти	9	2
208	конце концов	5	2
209	же не	2	2
210	нет ни	2	2
211	на самом	5	2
