N	2gram	Berdyaev_M_2	Dialekti
1	не есть	13	40
2	и не	18	30
3	по себе	2	25
4	т е	4	25
5	это –	22	24
6	и в	46	18
7	он –	8	18
8	ничего не	2	17
9	может быть	21	17
10	точки зрения	2	17
11	в нем	22	16
12	и есть	8	16
13	ни в	3	15
14	так что	2	15
15	не имеет	4	15
16	а не	13	14
17	потому что	12	14
18	что в	4	13
19	то что	5	13
20	не только	18	13
21	если бы	3	12
22	и что	2	12
23	в этом	20	12
24	не может	15	12
25	что это	6	11
26	что он	7	11
27	как бы	8	11
28	– не	3	11
29	в себе	10	11
30	так как	8	11
31	прежде всего	12	10
32	то же	5	10
33	сказать что	3	10
34	никогда не	18	9
35	это не	5	9
36	в том	3	9
37	это есть	2	9
38	так и	4	9
39	том что	4	9
40	– это	2	9
41	но это	8	8
42	к нему	2	8
43	не существует	3	7
44	то в	2	7
45	но и	15	7
46	что она	5	7
47	что не	2	7
48	идея и	3	7
49	также и	4	7
50	да и	2	6
51	хотя бы	7	6
52	она не	8	6
53	– все	2	6
54	нем есть	6	6
55	не было	11	6
56	и вот	5	6
57	не в	9	6
58	его не	2	6
59	в чем	3	6
60	с ним	3	6
61	но в	10	6
62	сам по	2	6
63	я не	5	5
64	он сам	6	5
65	науки и	2	5
66	в этих	2	5
67	в своем	8	5
68	идеи и	3	5
69	есть и	3	5
70	она есть	2	5
71	отношение к	8	5
72	в отношении	5	5
73	и он	11	5
74	а в	2	5
75	можно было	2	5
76	и с	3	5
77	– в	2	4
78	в конце	5	4
79	к тому	5	4
80	быть может	2	4
81	это и	3	4
82	мы видим	2	4
83	тут не	2	4
84	не могу	6	4
85	хотя и	2	4
86	не о	2	4
87	быть и	2	4
88	так же	6	4
89	только и	4	4
90	образ и	5	4
91	к ней	2	4
92	о том	3	4
93	как он	3	4
94	а лишь	2	3
95	сознания и	2	3
96	к богу	2	3
97	тому что	4	3
98	в них	3	3
99	думать что	4	3
100	все равно	3	3
101	та же	10	3
102	есть не	5	3
103	или иной	2	3
104	но эта	2	3
105	что и	4	3
106	что они	3	3
107	говорит что	2	3
108	отношении к	3	3
109	он не	10	3
110	только с	3	3
111	в его	5	3
112	и потому	7	3
113	– вот	2	3
114	его с	2	3
115	один из	5	3
116	нем нет	2	3
117	жизни и	6	3
118	к свету	2	3
119	но она	2	3
120	отношения к	2	3
121	что же	2	3
122	в самом	5	3
123	в разных	2	3
124	еще более	2	3
125	но с	2	3
126	должно быть	2	3
127	у них	4	3
128	жизнь и	4	3
129	и та	2	3
130	в основе	2	3
131	в ней	11	3
132	только в	3	3
133	и все	5	3
134	бы в	2	3
135	от этого	2	3
136	как у	2	2
137	на этом	2	2
138	не был	2	2
139	того что	6	2
140	они были	3	2
141	же как	3	2
142	бы и	5	2
143	идеей и	2	2
144	не знает	9	2
145	были бы	2	2
146	как в	7	2
147	них есть	2	2
148	и от	3	2
149	в каждом	3	2
150	вопрос о	6	2
151	одна и	3	2
152	тот кто	5	2
153	в мире	7	2
154	– то	2	2
155	как и	13	2
156	всегда есть	2	2
157	лишь как	3	2
158	для него	18	2
159	до сих	3	2
160	мы увидим	2	2
161	для того	5	2
162	что человек	2	2
163	себе и	2	2
164	друг к	5	2
165	для чего	3	2
166	в своей	5	2
167	к другу	5	2
168	сих пор	3	2
169	дальше и	2	2
170	к самому	2	2
171	я никогда	2	2
172	и тогда	3	2
173	нас не	2	2
174	для этого	4	2
175	и эта	2	2
176	на земле	8	2
177	чтобы не	3	2
178	уже не	4	2
179	и для	7	2
180	то он	2	2
181	же и	2	2
182	во всем	5	2
183	и это	5	2
184	на деле	4	2
185	нет ни	2	2
186	образа и	2	2
