N	2gram	Bakhtin_Fr_5	Literetu
1	а не	4	20
2	и в	45	19
3	может быть	2	17
4	своего рода	4	13
5	то же	11	12
6	и не	15	11
7	и т.п	16	10
8	в том	10	10
9	как и	10	10
10	но и	10	10
11	же время	9	9
12	не может	5	9
13	в этом	14	9
14	в то	11	9
15	не только	14	8
16	и даже	4	8
17	том что	7	7
18	то что	2	7
19	так и	6	7
20	и т.д	2	7
21	слова и	2	7
22	не менее	3	6
23	при этом	2	6
24	и на	5	6
25	для всех	3	5
26	но не	4	5
27	в качестве	2	5
28	он не	6	5
29	на фоне	2	5
30	вместе с	3	5
31	так в	2	5
32	в году	3	5
33	того что	3	5
34	то есть	25	5
35	что в	12	4
36	жизни в	2	4
37	прежде всего	10	4
38	не в	7	4
39	того же	3	4
40	для него	3	4
41	в ней	8	4
42	в его	13	4
43	еще в	2	4
44	даже в	2	4
45	один из	2	4
46	жизни и	8	4
47	мы не	4	4
48	точки зрения	4	4
49	перестает быть	2	3
50	в поэзии	3	3
51	в себя	5	3
52	что он	6	3
53	в нем	10	3
54	по существу	3	3
55	и как	5	3
56	одним из	5	3
57	но это	5	3
58	в начале	2	3
59	такой же	4	3
60	в этой	6	3
61	права на	2	3
62	и он	3	3
63	этот путь	2	3
64	в сущности	4	3
65	во всех	13	3
66	вплоть до	2	3
67	и др	8	3
68	данном случае	2	3
69	а именно	2	3
70	в их	4	3
71	и для	3	3
72	этом отношении	5	3
73	так как	6	3
74	с точки	2	3
75	как на	4	3
76	право на	10	3
77	а в	4	3
78	и его	13	3
79	не столько	2	3
80	и с	10	3
81	в данном	2	3
82	в другом	3	3
83	и жизни	2	3
84	ничего не	4	3
85	на этом	5	2
86	том числе	4	2
87	не было	3	2
88	же как	4	2
89	с тем	2	2
90	у него	4	2
91	себя и	2	2
92	в них	6	2
93	него не	2	2
94	в конце	7	2
95	в одном	3	2
96	в каждом	2	2
97	вовсе не	8	2
98	и к	5	2
99	а также	4	2
100	ко всему	2	2
101	ведь это	2	2
102	и без	2	2
103	было бы	2	2
104	одной из	5	2
105	из своих	2	2
106	внутренней свободы	2	2
107	как бы	12	2
108	если в	2	2
109	что и	7	2
110	как он	3	2
111	все же	2	2
112	с ее	5	2
113	в целом	2	2
114	и за	2	2
115	в истории	2	2
116	и до	2	2
117	мысли и	6	2
118	как раз	5	2
119	и одновременно	3	2
120	и только	2	2
121	той же	4	2
122	и что	2	2
123	для того	6	2
124	и наконец	2	2
125	хотя бы	2	2
126	потому что	7	2
127	в основе	4	2
128	одно из	2	2
129	он и	3	2
130	под названием	2	2
131	ту же	2	2
132	о том	4	2
133	как это	4	2
134	с ним	5	2
135	но в	14	2
