N	3gram	Vygotskiy__1	Myshleni
1	с точки зрения	2	21
2	для того чтобы	5	18
3	в том что	9	13
4	не только не	3	9
5	так же как	4	7
6	то же самое	2	5
7	с одной стороны	5	5
8	в самом деле	7	4
9	о том что	7	4
10	с этой точки	4	4
11	на то что	8	4
12	этой точки зрения	5	4
13	не может быть	8	4
14	вместе с тем	2	4
15	заключается в том	6	4
16	смысле этого слова	2	3
17	мы не можем	2	3
18	так же точно	3	3
19	тем не менее	2	3
20	в том и	2	3
21	по этому поводу	2	3
22	в собственном смысле	3	3
23	как и в	4	3
24	в этом отношении	2	3
25	состоит в том	2	3
26	до сих пор	3	3
27	имеет в виду	2	3
28	в последнее время	2	2
29	и той же	3	2
30	в то время	5	2
31	в сущности говоря	3	2
32	в какой мере	3	2
33	том что она	3	2
34	точно так же	3	2
35	благодаря тому что	2	2
36	в отличие от	3	2
37	ни в какой	3	2
38	одной и той	3	2
39	в конечном счете	3	2
40	что в этом	3	2
41	на самом деле	2	2
42	то время как	5	2
43	потому что он	2	2
