N	2gram	Voloshinov_2	Narrotol
1	не только	13	32
2	может быть	28	25
3	но и	10	23
4	в качестве	3	21
5	и не	19	20
6	и в	19	19
7	то есть	2	19
8	в том	7	18
9	в этом	15	17
10	том что	10	14
11	не в	10	14
12	а не	9	12
13	то что	4	11
14	а в	3	11
15	не может	18	10
16	точки зрения	17	10
17	при этом	9	9
18	так и	10	9
19	в его	5	9
20	с другой	3	8
21	не является	8	8
22	и т.п	10	8
23	в себе	4	8
24	и т.д	4	7
25	как и	9	7
26	еще не	3	7
27	к тому	6	7
28	все же	5	7
29	по отношению	8	7
30	с одной	3	7
31	одной стороны	3	7
32	с его	8	6
33	что он	4	6
34	отношению к	8	6
35	но не	2	6
36	именно в	2	6
37	в той	5	6
38	высказывания в	7	6
39	на протяжении	2	6
40	о том	3	6
41	но в	7	6
42	и как	6	5
43	отнюдь не	8	5
44	по себе	3	5
45	или иной	5	5
46	тому же	2	5
47	себя в	2	5
48	в форме	5	5
49	к нему	5	5
50	и его	16	5
51	в данном	5	5
52	в основе	9	5
53	в отличие	3	5
54	отличие от	3	5
55	в этой	3	5
56	далеко не	2	5
57	перед нами	3	4
58	точку зрения	2	4
59	прежде всего	7	4
60	в нем	11	4
61	у него	2	4
62	что не	2	4
63	то же	16	4
64	да и	3	4
65	же время	8	4
66	было бы	4	4
67	связи с	13	4
68	одной из	3	4
69	той или	4	4
70	как бы	19	4
71	все те	4	4
72	и тем	4	4
73	хотя бы	6	4
74	в особенности	2	4
75	сказать что	4	4
76	только в	8	4
77	и с	2	4
78	не существует	3	3
79	а с	2	3
80	ни было	6	3
81	что в	2	3
82	могут быть	3	3
83	никогда не	7	3
84	уже в	2	3
85	в свою	6	3
86	ни в	6	3
87	что они	2	3
88	одна из	7	3
89	свою очередь	5	3
90	в сущности	14	3
91	в ней	3	3
92	он не	3	3
93	и самого	2	3
94	и даже	2	3
95	не с	2	3
96	не есть	3	3
97	не будет	3	3
98	бы то	4	3
99	жизни и	2	3
100	в ее	3	3
101	бытия в	2	3
102	то ни	5	3
103	как мы	15	3
104	сводится к	2	3
105	столь же	3	3
106	и он	2	3
107	высказывания и	11	3
108	и на	5	3
109	между тем	6	3
110	тем что	2	3
111	в то	8	3
112	что это	2	3
113	бы не	2	2
114	независимо от	2	2
115	должна быть	4	2
116	в своем	2	2
117	в какой	3	2
118	не как	3	2
119	или иного	2	2
120	в собственном	2	2
121	различие между	2	2
122	более или	2	2
123	подход к	2	2
124	между ними	2	2
125	в значительной	2	2
126	прямой речи	9	2
127	имеют место	2	2
128	для него	9	2
129	языка и	15	2
130	в пределах	10	2
131	от одного	3	2
132	значительной степени	2	2
133	к другому	5	2
134	и потому	2	2
135	не имеет	3	2
136	и до	3	2
137	или менее	2	2
138	приводит к	2	2
139	так же	5	2
140	как раз	4	2
141	не на	2	2
142	в связи	7	2
143	отношения к	2	2
144	не было	3	2
145	все эти	3	2
146	в двух	3	2
147	совершенно не	5	2
148	высказываний как	2	2
149	они не	2	2
150	самом деле	9	2
151	того или	2	2
152	одним из	2	2
153	и для	7	2
154	с точки	13	2
155	это не	4	2
156	которых и	2	2
157	в таком	7	2
158	или в	2	2
159	а иногда	3	2
160	тем более	5	2
161	и ее	4	2
162	но как	2	2
163	без исключения	2	2
164	все то	2	2
165	речевой акт	4	2
166	этого слова	5	2
167	и все	6	2
168	его в	7	2
169	оно может	3	2
170	ничего не	4	2
171	иное как	2	2
172	таком случае	3	2
173	о чем	2	2
