N	2gram	Losev_Dial_1	Formalny
1	т е	25	32
2	и не	30	30
3	вовсе не	7	28
4	и в	18	27
5	может быть	17	25
6	не может	12	24
7	так и	9	21
8	в этом	12	18
9	а не	14	17
10	точки зрения	17	16
11	самом деле	3	16
12	и пр	5	15
13	в нем	16	15
14	то же	10	15
15	на самом	3	14
16	как и	2	14
17	с точки	12	14
18	не в	6	12
19	если бы	12	12
20	и от	2	11
21	в самом	3	11
22	и т	21	11
23	но и	7	10
24	так как	11	9
25	не только	13	9
26	так же	4	9
27	что в	13	8
28	ни в	15	8
29	как бы	11	8
30	отнюдь не	9	8
31	и все	3	8
32	то что	13	8
33	как раз	4	8
34	как мы	4	8
35	только в	3	8
36	не менее	2	7
37	в том	9	7
38	же время	4	7
39	все это	11	7
40	потому что	14	7
41	в то	6	7
42	совершенно не	8	7
43	в его	3	7
44	если мы	2	7
45	с другой	6	6
46	всяком случае	2	6
47	т д	19	6
48	все эти	2	6
49	бы в	3	6
50	но в	6	6
51	что он	11	6
52	еще не	2	6
53	было бы	12	6
54	действительности и	3	6
55	все же	5	6
56	в своей	2	6
57	хотя бы	6	6
58	и для	2	6
59	в данном	3	6
60	во всяком	4	6
61	никогда не	9	5
62	в каждом	2	5
63	что именно	2	5
64	ни было	2	5
65	в дальнейшем	5	5
66	что они	3	5
67	не является	3	5
68	и их	2	5
69	другой стороны	4	5
70	в ней	3	5
71	но не	4	5
72	и потому	3	5
73	что же	3	5
74	т п	2	5
75	прежде всего	10	4
76	к тому	4	4
77	да и	6	4
78	и как	7	4
79	можно говорить	2	4
80	для того	2	4
81	же и	2	4
82	и является	2	4
83	жизни и	3	4
84	со стороны	2	4
85	смысл и	4	4
86	о том	4	4
87	как это	4	4
88	мы можем	4	4
89	по себе	25	4
90	не есть	40	4
91	том что	9	4
92	она не	6	4
93	в корне	2	4
94	конечно не	3	4
95	как в	2	4
96	только на	3	4
97	могут быть	3	4
98	же как	2	3
99	бы и	2	3
100	что это	11	3
101	в этих	5	3
102	тому что	3	3
103	это не	9	3
104	в конце	4	3
105	можно сказать	6	3
106	как таковой	4	3
107	мы и	2	3
108	лишь как	2	3
109	должна быть	3	3
110	того что	2	3
111	она есть	5	3
112	не о	4	3
113	в него	2	3
114	в виду	5	3
115	не нуждается	5	3
116	только то	4	3
117	в эпоху	2	3
118	как таковая	2	3
119	этом отношении	2	3
120	и что	12	3
121	в которых	2	3
122	никак не	6	3
123	сказать что	10	3
124	и с	5	3
125	в основе	3	3
126	и следовательно	2	3
127	нуждается в	3	3
128	он и	2	3
129	и более	4	3
130	в них	3	3
131	раз и	2	3
132	ясно что	8	3
133	может и	4	3
134	уже не	2	3
135	и эта	2	3
136	жизнь и	3	3
137	ничто не	3	3
138	то мы	2	3
139	то он	2	3
140	в себе	11	3
141	или иное	3	2
142	она должна	2	2
143	друг другу	3	2
144	для этого	2	2
145	в отношении	5	2
146	но так	2	2
147	была бы	3	2
148	или иной	3	2
149	всех этих	3	2
150	но это	8	2
151	такой же	2	2
152	является не	2	2
153	на этом	2	2
154	как о	2	2
155	но если	5	2
156	в котором	4	2
157	учение о	11	2
158	из них	2	2
159	для чего	2	2
160	дело не	2	2
161	что она	7	2
162	отличается от	2	2
163	в своем	5	2
164	отношения к	3	2
165	же он	2	2
166	можно только	2	2
167	но эта	3	2
168	у них	3	2
169	и даже	13	2
170	может иметь	3	2
171	из этих	2	2
172	как он	4	2
173	в полной	2	2
174	конце концов	3	2
175	поэтому и	2	2
176	что ни	3	2
177	нисколько не	4	2
178	сознания и	3	2
179	этом смысле	3	2
180	не как	2	2
181	к этому	2	2
182	стороны и	3	2
183	говорят о	2	2
184	что уже	2	2
185	говорить о	5	2
186	и притом	4	2
187	то в	7	2
188	от него	4	2
189	и тогда	2	2
190	мы увидим	2	2
191	мы должны	5	2
192	и из	3	2
193	или на	2	2
194	ни с	6	2
195	не значит	3	2
196	зрения самого	2	2
197	даже в	3	2
198	что и	3	2
199	но уже	2	2
200	как не	2	2
201	ровно ничего	5	2
202	к самому	2	2
203	на земле	2	2
204	это и	4	2
205	чтобы не	2	2
206	то или	3	2
207	это значит	11	2
208	от этого	3	2
209	в каком	8	2
210	не понимают	2	2
211	и внутреннего	2	2
212	и это	2	2
213	самый факт	2	2
214	ничего не	17	2
