N	2gram	Propp_Isto_2	Vvedenie
1	и т	19	42
2	т д	18	36
3	т е	29	35
4	и в	15	32
5	в том	6	31
6	в этом	11	30
7	может быть	17	26
8	том что	7	26
9	не только	18	22
10	того чтобы	2	20
11	таким образом	7	19
12	то что	12	16
13	потому что	9	15
14	так как	14	15
15	не может	5	14
16	в нем	7	13
17	о том	3	13
18	того что	3	12
19	в их	3	12
20	и не	11	12
21	представляет собой	5	12
22	в его	6	12
23	только в	6	12
24	и именно	2	11
25	что в	12	10
26	но в	6	9
27	то же	10	9
28	с другой	2	8
29	это не	2	8
30	не в	7	8
31	именно в	2	8
32	прежде всего	5	7
33	вопрос о	4	7
34	смысле этого	2	7
35	но не	2	7
36	было бы	5	7
37	все же	9	7
38	самом деле	2	7
39	можно было	5	7
40	из этих	3	6
41	до сих	6	6
42	один из	8	6
43	но и	14	6
44	все это	3	6
45	его в	10	6
46	как он	3	6
47	с тем	9	6
48	как и	2	6
49	в качестве	3	6
50	сих пор	7	6
51	а именно	3	6
52	хотя бы	2	6
53	и его	3	6
54	тем что	4	6
55	в руки	2	6
56	и это	3	6
57	уже в	2	5
58	иное как	2	5
59	так что	6	5
60	но если	3	5
61	как бы	6	5
62	другой стороны	2	5
63	в которых	2	5
64	сказать что	2	5
65	об этом	11	5
66	есть и	2	5
67	вместе с	7	5
68	д но	2	5
69	а не	5	5
70	могут быть	2	5
71	представляют собой	3	5
72	на вопрос	2	4
73	связана с	6	4
74	этом случае	5	4
75	одной стороны	3	4
76	в котором	5	4
77	по мере	3	4
78	здесь нет	2	4
79	по отношению	3	4
80	в особенности	2	4
81	с одной	4	4
82	не просто	2	4
83	и что	6	4
84	а в	12	4
85	одно из	2	4
86	что иное	2	4
87	как это	3	4
88	мы имеем	15	4
89	как она	4	4
90	видит в	2	4
91	должен был	3	4
92	в разных	2	4
93	что он	24	4
94	не что	2	4
95	еще не	9	4
96	отношению к	3	4
97	это только	2	4
98	и для	2	4
99	той же	2	4
100	и то	2	4
101	и ее	2	4
102	в себе	4	4
103	только с	2	4
104	зависит от	2	3
105	что это	6	3
106	и есть	5	3
107	в этих	11	3
108	раньше чем	3	3
109	к тому	5	3
110	да и	2	3
111	но все	5	3
112	в этой	4	3
113	при этом	4	3
114	в ней	4	3
115	в виду	2	3
116	то это	6	3
117	к нему	5	3
118	мы видели	2	3
119	на этой	2	3
120	из них	2	3
121	дело не	4	3
122	что она	5	3
123	все эти	4	3
124	так же	13	3
125	и на	4	3
126	в работе	3	3
127	при помощи	2	3
128	на нее	2	3
129	нисколько не	2	3
130	чтобы понять	2	3
131	связи с	8	3
132	одной из	4	3
133	в одном	5	3
134	в сущности	2	3
135	а также	2	3
136	что и	6	3
137	в очень	3	3
138	но с	2	3
139	как будто	3	3
140	же как	5	2
141	и другие	4	2
142	никогда не	15	2
143	точно так	6	2
144	но это	4	2
145	мог бы	3	2
146	и др	4	2
147	после этого	4	2
148	которые были	2	2
149	в связи	5	2
150	не было	2	2
151	стоит в	3	2
152	этих случаях	10	2
153	не мог	3	2
154	к таким	2	2
155	не столько	2	2
156	и с	4	2
157	и так	2	2
158	с этим	5	2
159	он и	3	2
160	и здесь	9	2
161	когда мы	2	2
162	так и	5	2
163	этого не	5	2
164	уже знаем	3	2
165	на котором	2	2
166	состоит в	2	2
167	по существу	2	2
168	во всех	2	2
169	что мы	3	2
170	мы должны	4	2
171	мы уже	6	2
172	того как	4	2
173	хотя в	3	2
174	другом месте	2	2
175	мы не	3	2
176	тому как	3	2
177	в силу	2	2
178	мы можем	8	2
179	подобно тому	3	2
180	в другом	9	2
181	будто бы	2	2
182	здесь не	2	2
183	одна из	2	2
184	ничего не	7	2
185	если это	3	2
