N	2gram	Propp_Isto_2	StatiiOP
1	и в	15	25
2	в этом	11	24
3	в том	6	20
4	что в	12	19
5	что он	24	19
6	может быть	17	19
7	тем что	4	19
8	что это	6	16
9	том что	7	15
10	в этой	4	14
11	и пр	7	13
12	в его	6	12
13	то что	12	12
14	не только	18	12
15	в этих	11	11
16	так что	6	11
17	прежде всего	5	10
18	таким образом	7	10
19	и не	11	10
20	у него	4	9
21	но и	14	9
22	и т	19	8
23	все это	3	8
24	т е	29	8
25	о том	3	8
26	это не	2	7
27	было бы	5	7
28	с этим	5	7
29	не может	5	7
30	из этих	3	6
31	не в	7	6
32	интересно что	2	6
33	только в	6	6
34	как бы	6	6
35	как в	5	6
36	а в	12	6
37	и на	4	6
38	в русской	5	6
39	то же	10	5
40	потому что	9	5
41	с другой	2	5
42	на то	3	5
43	ни в	2	5
44	об этом	11	5
45	говорит что	3	5
46	в котором	5	5
47	и это	3	5
48	а не	5	5
49	того что	3	5
50	другой стороны	2	5
51	он не	8	5
52	так и	5	5
53	мы имеем	15	5
54	но в	6	5
55	с тем	9	4
56	состоит в	2	4
57	и др	4	4
58	связана с	6	4
59	в жизни	2	4
60	как и	2	4
61	мы видим	8	4
62	но это	4	4
63	что здесь	4	4
64	в качестве	3	4
65	например в	2	4
66	на его	2	4
67	в ней	4	4
68	к ней	2	4
69	а также	2	4
70	связь с	4	4
71	в особенности	2	4
72	не было	2	4
73	к нему	5	4
74	и для	2	4
75	и с	4	4
76	сказать что	2	4
77	все же	9	4
78	в которой	2	4
79	что эти	4	4
80	ничего не	7	4
81	в эту	2	4
82	на вопрос	2	3
83	уже в	2	3
84	и более	2	3
85	во время	2	3
86	раньше чем	3	3
87	показывает что	4	3
88	и здесь	9	3
89	всех этих	3	3
90	он был	3	3
91	и что	6	3
92	кроме того	2	3
93	одной стороны	3	3
94	и если	2	3
95	между прочим	3	3
96	и наконец	5	3
97	все эти	4	3
98	в некоторых	2	3
99	в их	3	3
100	в связи	5	3
101	что этот	3	3
102	в системе	2	3
103	что мы	3	3
104	и его	3	3
105	действующие лица	2	3
106	связан с	5	3
107	попадает в	5	3
108	но он	4	3
109	в другом	9	3
110	связи с	8	3
111	так как	14	3
112	к которому	5	3
113	а с	2	2
114	при помощи	2	2
115	должен был	3	2
116	никогда не	15	2
117	себя и	2	2
118	что у	2	2
119	не столько	2	2
120	но они	4	2
121	в одной	4	2
122	в сборнике	2	2
123	и ее	2	2
124	самого начала	2	2
125	к тому	5	2
126	на котором	2	2
127	но все	5	2
128	такой же	2	2
129	что они	10	2
130	но не	2	2
131	а то	2	2
132	до сих	6	2
133	еще не	9	2
134	и может	2	2
135	одной из	4	2
136	важно отметить	2	2
137	это за	2	2
138	в сущности	2	2
139	во всех	2	2
140	одна из	2	2
141	не совсем	3	2
142	в виду	2	2
143	один из	8	2
144	здесь нет	2	2
145	вместе с	7	2
146	можно усмотреть	2	2
147	дело не	4	2
148	сих пор	7	2
149	ее в	2	2
150	и только	2	2
151	на историческую	2	2
152	т д	18	2
153	с ее	2	2
154	с одной	4	2
155	к материалу	2	2
156	не просто	2	2
157	которые были	2	2
158	на нее	2	2
159	не мог	3	2
160	самом деле	2	2
161	с самого	2	2
162	и по	2	2
163	его не	2	2
164	той же	2	2
165	мы не	3	2
166	или в	2	2
167	в которых	2	2
168	можно найти	5	2
169	но есть	2	2
170	одно из	2	2
171	могут быть	2	2
172	имеем в	5	2
173	он и	3	2
174	в русском	2	2
175	он делает	2	2
176	что эта	2	2
177	так сказать	2	2
178	заметить что	2	2
179	к этой	4	2
