N	2gram	Voloshinov_1	Hudozhes
1	том что	2	16
2	и в	13	14
3	так и	3	13
4	а не	2	12
5	в том	2	12
6	не только	6	12
7	при этом	2	12
8	прежде всего	9	11
9	в этом	2	11
10	в себе	3	11
11	для него	2	10
12	в своей	4	10
13	как и	3	9
14	то же	4	9
15	как в	2	8
16	то что	6	8
17	отношению к	3	8
18	по отношению	3	8
19	между тем	2	8
20	в его	7	8
21	к тому	2	7
22	не в	3	7
23	своего рода	2	7
24	как бы	6	7
25	не может	8	7
26	а в	2	7
27	никогда не	3	6
28	что в	3	6
29	было бы	4	6
30	не менее	2	5
31	может быть	8	5
32	только в	6	5
33	но и	3	5
34	самом деле	3	5
35	и его	12	5
36	точки зрения	7	5
37	героя и	2	5
38	но в	4	5
39	и все	3	4
40	и к	2	4
41	в действительности	2	4
42	несмотря на	2	4
43	мы уже	2	4
44	в самом	2	4
45	в ней	2	4
46	если бы	2	3
47	превращается в	3	3
48	с этим	3	3
49	в ее	3	3
50	говорить о	3	3
51	в пределах	3	3
52	еще в	2	3
53	для себя	2	3
54	в нем	2	3
55	все же	5	3
56	в связи	2	3
57	и для	3	3
58	все эти	2	3
59	лишь в	4	3
60	с точки	5	3
61	в своих	2	3
62	тем что	2	3
63	а также	2	3
64	говорить об	2	2
65	не столько	3	2
66	на фоне	4	2
67	или иного	2	2
68	да и	3	2
69	в другом	2	2
70	в целом	2	2
71	автора героя	2	2
72	что же	3	2
73	в их	3	2
74	все это	4	2
75	и не	8	2
76	того или	2	2
77	не имеет	2	2
78	с ними	2	2
79	с этой	2	2
80	нет ничего	2	2
81	мы не	4	2
