N	2gram	Losev_Dial_3	Analitik
1	не только	23	22
2	и в	24	18
3	как и	7	14
4	так и	5	14
5	в этом	8	14
6	но и	9	13
7	и его	5	13
8	в частности	2	12
9	том что	8	12
10	и не	27	12
11	при этом	2	11
12	а в	2	10
13	как бы	3	10
14	может быть	13	9
15	со стороны	2	9
16	что в	7	9
17	а не	26	9
18	в том	5	9
19	с его	2	8
20	и даже	13	8
21	с другой	4	7
22	но не	2	7
23	в его	2	7
24	как раз	7	7
25	к тому	4	6
26	не в	3	6
27	для него	4	6
28	еще не	2	6
29	он не	5	6
30	в их	2	6
31	о том	6	6
32	никогда не	7	5
33	прежде всего	8	5
34	или иной	4	5
35	в самом	7	5
36	что и	6	5
37	другой стороны	2	5
38	в сущности	10	5
39	уже не	5	5
40	той же	3	5
41	в слове	3	5
42	не менее	11	4
43	перед нами	3	4
44	отнюдь не	10	4
45	в своем	3	4
46	по крайней	5	4
47	по себе	20	4
48	что он	13	4
49	и к	5	4
50	и как	8	4
51	себя в	2	4
52	не есть	54	4
53	крайней мере	5	4
54	все же	3	4
55	таким образом	13	4
56	тем самым	3	4
57	и на	3	4
58	однако что	2	4
59	в данном	2	4
60	и без	3	3
61	из этих	2	3
62	личности в	2	3
63	его как	3	3
64	тому же	2	3
65	было бы	5	3
66	же время	3	3
67	только не	10	3
68	той или	2	3
69	не будет	3	3
70	все это	6	3
71	так в	2	3
72	то же	6	3
73	не было	3	3
74	еще и	2	3
75	именно в	2	3
76	что не	5	3
77	его не	2	3
78	мы не	5	3
79	ничего не	17	3
80	с этим	3	3
81	точки зрения	25	3
82	подобно тому	4	3
83	он и	3	3
84	но как	2	3
85	говорить о	4	3
86	во всем	3	3
87	в то	5	3
88	жизнь и	4	3
89	ко второму	2	3
90	в особенности	7	3
91	как это	5	3
92	я и	2	3
93	истории не	2	2
94	сама по	4	2
95	могут быть	2	2
96	все эти	3	2
97	в них	5	2
98	это не	4	2
99	но они	2	2
100	и от	3	2
101	о себе	2	2
102	в нем	3	2
103	есть не	9	2
104	и ее	3	2
105	несмотря на	2	2
106	тем не	10	2
107	же в	2	2
108	говорит о	4	2
109	который не	2	2
110	субъекта и	4	2
111	тот или	2	2
112	то в	2	2
113	одна из	3	2
114	мира и	3	2
115	тех пор	2	2
116	одной стороны	3	2
117	это и	7	2
118	со всеми	2	2
119	совершенно не	2	2
120	например в	2	2
121	хотя и	5	2
122	в ней	2	2
123	об этом	6	2
124	от его	2	2
125	и потому	2	2
126	всяком случае	2	2
127	только к	2	2
128	не видно	2	2
129	то что	14	2
130	в первом	2	2
131	в сравнении	3	2
132	что она	9	2
133	уже по	2	2
134	не может	19	2
135	с одной	3	2
136	тогда не	2	2
137	и вот	2	2
138	самом деле	6	2
139	с точки	14	2
140	и он	2	2
141	и по	2	2
142	и для	2	2
143	и прежде	3	2
144	сравнении с	3	2
145	тому как	4	2
146	сказать что	4	2
147	во всяком	2	2
148	тем что	3	2
149	личности и	5	2
150	мере в	3	2
151	на себя	3	2
152	в себе	2	2
153	и здесь	2	2
154	что мы	8	2
155	только в	5	2
156	и все	6	2
157	когда мы	2	2
158	но в	2	2
159	а для	2	2
