N	2gram	Losev_Vlad_1	Istorich
1	и т	2	27
2	и в	31	26
3	т д	2	24
4	то что	18	16
5	не только	24	15
6	что в	14	14
7	может быть	6	14
8	но и	19	12
9	что он	12	10
10	так и	6	10
11	таким образом	3	10
12	и его	7	10
13	что и	5	9
14	все же	3	9
15	и не	17	9
16	так как	8	9
17	мы знаем	2	8
18	то же	6	8
19	а в	9	8
20	во время	3	7
21	об этом	7	7
22	как и	4	7
23	в качестве	6	7
24	он не	10	7
25	знаем что	2	7
26	как в	3	7
27	в этом	14	7
28	в дальнейшем	8	6
29	что они	3	6
30	еще не	2	6
31	когда он	5	6
32	вместе с	3	6
33	не может	6	6
34	к нему	4	6
35	и то	10	6
36	потому что	11	6
37	как он	4	6
38	у него	15	5
39	и как	4	5
40	к этому	6	5
41	это и	2	5
42	но не	3	5
43	ничего не	3	5
44	в его	12	5
45	и у	4	5
46	мы уже	7	5
47	как мы	9	5
48	и что	6	5
49	уже не	3	5
50	и по	8	5
51	не в	5	5
52	с ними	2	5
53	и с	14	5
54	тем что	2	5
55	и здесь	3	5
56	мы должны	2	5
57	но в	12	5
58	с другой	3	4
59	на себя	3	4
60	вовсе не	5	4
61	в тех	2	4
62	а по	2	4
63	все что	2	4
64	указывает на	2	4
65	в доме	7	4
66	в своей	4	4
67	в этот	4	4
68	даже в	2	4
69	он в	3	4
70	другой стороны	3	4
71	здесь не	3	4
72	его на	2	4
73	и даже	15	4
74	что этот	3	4
75	но он	5	4
76	о том	11	4
77	прибавить что	2	4
78	только что	2	3
79	что у	4	3
80	из этих	2	3
81	к себе	2	3
82	указать на	2	3
83	к своему	3	3
84	для нас	4	3
85	в том	11	3
86	по существу	2	3
87	том что	14	3
88	и других	2	3
89	его к	2	3
90	но это	3	3
91	во всем	4	3
92	при этом	2	3
93	к своей	2	3
94	мы увидим	3	3
95	и если	5	3
96	на его	3	3
97	все эти	3	3
98	а также	5	3
99	и он	3	3
100	на то	5	3
101	но мы	2	3
102	на него	3	3
103	что она	2	3
104	а именно	2	3
105	из своего	3	3
106	и и	7	3
107	как это	7	3
108	всякого рода	2	3
109	не мог	3	3
110	что мы	2	3
111	только в	9	3
112	с того	2	3
113	к этой	2	3
114	и действительно	3	3
115	е в	7	3
116	мы читаем	2	2
117	уже в	7	2
118	можно считать	2	2
119	с тем	2	2
120	не менее	2	2
121	никогда не	9	2
122	в своем	4	2
123	и все	4	2
124	за это	2	2
125	приведем несколько	2	2
126	главным образом	4	2
127	это мы	2	2
128	тем не	2	2
129	ни в	2	2
130	так что	10	2
131	этот момент	2	2
132	что я	2	2
133	в истории	4	2
134	от него	2	2
135	на этом	2	2
136	и толстой	2	2
137	с этими	3	2
138	и тот	2	2
139	говорит что	4	2
140	было бы	2	2
141	которой он	5	2
142	такого рода	4	2
143	конечно не	2	2
144	между прочим	11	2
145	у нас	6	2
146	ему в	2	2
147	в частности	2	2
148	он говорит	2	2
149	он уже	4	2
150	хотя и	4	2
151	что на	2	2
152	по своей	4	2
153	хотя бы	2	2
154	в нем	4	2
155	себя в	4	2
156	в целом	3	2
157	в свой	2	2
158	отношение к	3	2
159	из них	2	2
160	выше мы	2	2
161	не по	2	2
162	дело не	2	2
163	все это	5	2
164	никуда не	2	2
165	в связи	3	2
166	и за	2	2
167	и вот	3	2
168	здесь мы	3	2
169	лишь в	2	2
170	того что	2	2
171	на этот	6	2
172	чтобы он	2	2
173	при дворе	3	2
174	по его	2	2
175	он стал	2	2
176	тут же	7	2
177	и на	3	2
178	сказать что	7	2
179	в виде	3	2
180	даже и	9	2
181	известно что	2	2
182	в себе	4	2
183	этот факт	2	2
184	в этой	4	2
185	на это	2	2
186	но этот	3	2
187	при жизни	2	2
188	тех же	2	2
189	в особенности	4	2
190	то мы	3	2
191	так например	2	2
