N	2gram	Bakhtin_Fr_7	VLabPisa
1	таким образом	19	27
2	в этом	15	26
3	и в	41	25
4	не только	5	22
5	может быть	4	21
6	и не	7	19
7	не может	3	17
8	в его	12	15
9	в процессе	2	14
10	прежде всего	11	13
11	в том	11	13
12	этом отношении	2	13
13	все это	10	12
14	из них	3	11
15	в качестве	9	10
16	о том	6	10
17	по этому	3	9
18	к этому	5	9
19	что в	9	9
20	для него	6	9
21	и др	2	9
22	но и	9	9
23	то же	13	9
24	все эти	13	8
25	в своем	9	8
26	в году	5	7
27	же в	2	7
28	как и	14	7
29	том что	4	7
30	было бы	4	7
31	отношению к	2	7
32	во всех	3	7
33	вместе с	5	7
34	по отношению	2	7
35	не было	3	7
36	а не	2	7
37	у него	6	6
38	это не	6	6
39	в себе	11	6
40	то что	8	6
41	более или	2	6
42	в нем	7	6
43	так и	10	6
44	или менее	2	6
45	и его	9	6
46	их в	2	6
47	в то	10	6
48	в результате	2	5
49	же время	9	5
50	и есть	3	5
51	как бы	7	5
52	в их	3	5
53	только в	6	5
54	не в	9	5
55	в плане	5	5
56	к тому	2	4
57	никогда не	2	4
58	перед нами	2	4
59	в одном	3	4
60	что все	2	4
61	что он	3	4
62	с его	2	4
63	в романе	7	4
64	одна из	4	4
65	в своей	3	4
66	должен быть	2	4
67	в них	7	4
68	в связи	2	4
69	с ними	3	4
70	в этой	13	4
71	и к	5	3
72	во время	3	3
73	и ее	2	3
74	и как	2	3
75	и от	8	3
76	в конце	8	3
77	и образы	4	3
78	момент в	4	3
79	одном из	4	3
80	по существу	8	3
81	мы видели	5	3
82	как о	3	3
83	или в	2	3
84	с этим	2	3
85	например в	3	3
86	далеко не	2	3
87	в виду	4	3
88	его в	3	3
89	что и	5	3
90	жизни и	3	3
91	и их	3	3
92	именно в	2	3
93	в значительной	2	3
94	того что	2	3
95	и по	3	3
96	так же	5	3
97	в которых	2	3
98	точки зрения	5	3
99	явлений и	2	3
100	бы в	2	3
101	том как	2	3
102	например у	2	2
103	том числе	4	2
104	и образов	2	2
105	мира и	4	2
106	не подлежит	3	2
107	вовсе не	7	2
108	роль в	2	2
109	остановимся на	2	2
110	связанное с	2	2
111	и потому	3	2
112	они и	2	2
113	числе и	2	2
114	еще не	2	2
115	и может	2	2
116	одной из	2	2
117	мы имеем	2	2
118	в образах	2	2
119	в ней	5	2
120	конце концов	4	2
121	лица и	3	2
122	он может	3	2
123	все они	6	2
124	до нас	5	2
125	во всей	2	2
126	а в	5	2
127	в особенности	2	2
128	в течение	2	2
129	человека в	2	2
130	из которых	2	2
131	и для	5	2
132	у них	2	2
133	можно было	3	2
134	также и	2	2
135	во всяком	2	2
136	хотя и	4	2
137	он не	4	2
138	ту же	2	2
139	как он	2	2
140	в образе	4	2
141	в чем	2	2
142	в которой	2	2
143	в области	2	2
144	нет ни	2	2
145	но в	8	2
