N	2gram	Bakhtin_Pr_3	StatiiOP
1	и в	53	44
2	в том	14	36
3	что в	2	30
4	том что	5	29
5	в этом	8	21
6	вовсе не	3	19
7	то что	9	18
8	не только	4	18
9	было бы	5	17
10	а в	2	17
11	о том	2	17
12	и не	15	16
13	а не	11	16
14	может быть	12	15
15	в области	3	14
16	как в	7	13
17	не в	2	12
18	точки зрения	4	11
19	что он	4	10
20	но и	7	10
21	но в	5	10
22	только в	4	10
23	с другой	2	9
24	в то	5	9
25	как и	11	9
26	также и	4	9
27	так и	6	9
28	в его	8	9
29	например в	5	8
30	во всех	12	8
31	из них	4	8
32	не может	2	8
33	и его	10	8
34	это не	6	8
35	с точки	2	8
36	я не	4	7
37	прежде всего	15	7
38	так например	2	7
39	в самом	2	7
40	сих пор	5	7
41	до сих	5	7
42	таким образом	6	7
43	сказать что	10	7
44	потому что	5	6
45	но это	3	6
46	что и	3	6
47	в своей	3	6
48	именно в	2	6
49	в той	2	6
50	хотя бы	2	6
51	не менее	3	5
52	никогда не	2	5
53	вплоть до	4	5
54	в нем	10	5
55	жизни и	9	5
56	все это	8	5
57	той же	5	5
58	то же	6	5
59	и даже	2	5
60	и по	3	5
61	тем что	2	5
62	нужно сказать	2	5
63	могут быть	4	5
64	все эти	9	5
65	так как	7	5
66	что это	2	4
67	мы находим	2	4
68	в ее	3	4
69	же время	5	4
70	тем более	2	4
71	как бы	14	4
72	не было	4	4
73	еще более	5	4
74	как будто	2	4
75	как это	2	4
76	в которой	2	4
77	в основе	5	3
78	и с	6	3
79	и так	3	3
80	в конце	3	3
81	этих двух	2	3
82	в каждом	4	3
83	так называемая	2	3
84	да и	2	3
85	в начале	2	3
86	но не	5	3
87	того же	2	3
88	и без	3	3
89	еще не	5	3
90	своего рода	3	3
91	и для	4	3
92	в ней	7	3
93	и тем	2	3
94	в истории	3	3
95	говорит о	2	3
96	по отношению	2	3
97	в двух	2	3
98	в таком	2	3
99	конечно и	4	3
100	что касается	2	3
101	и вообще	3	3
102	связанные с	3	3
103	это очень	4	3
104	между тем	2	3
105	с этим	2	3
106	том числе	11	2
107	уже в	2	2
108	в этих	5	2
109	даже и	2	2
110	и во	4	2
111	иногда и	3	2
112	смысле этого	2	2
113	по существу	5	2
114	каждого из	2	2
115	и более	2	2
116	литературы и	2	2
117	есть в	3	2
118	при этом	3	2
119	быть и	2	2
120	со всеми	8	2
121	несмотря на	2	2
122	в сущности	10	2
123	и потому	5	2
124	ведь если	2	2
125	а также	4	2
126	и уже	2	2
127	тем не	2	2
128	отношение к	6	2
129	можно назвать	2	2
130	подчеркнуть что	3	2
131	конечно не	4	2
132	и их	2	2
133	начиная с	3	2
134	в эпоху	10	2
135	и у	7	2
136	мы не	4	2
137	ничего не	6	2
138	не знает	4	2
139	числе и	10	2
140	в своих	2	2
141	их в	2	2
142	он не	3	2
143	но он	2	2
144	в себе	5	2
145	нет ни	2	2
146	в сознании	2	2
147	говорить о	2	2
148	по своей	9	2
149	и все	10	2
150	его в	2	2
151	и это	3	2
152	отметить что	2	2
153	то есть	48	2
