N	2gram	Tiupa_Hudo_1	DiskursI
1	в качестве	9	34
2	не только	12	28
3	в том	12	23
4	а не	12	22
5	том что	16	19
6	тогда как	7	19
7	может быть	5	17
8	и в	14	16
9	как и	9	16
10	в этом	11	15
11	еще не	7	14
12	но и	5	14
13	при этом	12	13
14	прежде всего	11	11
15	но не	3	11
16	и не	2	11
17	по своей	4	11
18	как в	8	10
19	в частности	5	9
20	состоит в	2	9
21	в нем	3	9
22	отношению к	8	9
23	по отношению	8	9
24	не может	7	9
25	а также	3	8
26	отнюдь не	3	8
27	своего рода	7	8
28	так и	13	8
29	о том	12	8
30	но в	5	8
31	художественного письма	2	7
32	в его	8	7
33	со стороны	3	7
34	то же	9	7
35	не было	4	7
36	в себе	11	7
37	только в	5	7
38	не в	7	7
39	в своем	4	6
40	ни к	2	6
41	пока еще	2	6
42	в рамках	2	5
43	к тому	7	5
44	можно сказать	4	5
45	как бы	7	5
46	в своей	10	5
47	то что	8	5
48	а с	2	5
49	а в	7	5
50	в себя	2	5
51	в их	2	5
52	и на	3	5
53	с его	5	4
54	что в	6	4
55	для себя	3	4
56	и к	4	4
57	что он	9	4
58	уже не	7	4
59	для него	10	4
60	в целом	2	4
61	же время	8	4
62	одной из	2	4
63	связи с	4	4
64	на его	2	4
65	такого рода	3	4
66	и о	4	4
67	внимание на	2	4
68	лишь в	3	4
69	что не	2	4
70	потому что	5	4
71	между тем	8	4
72	как правило	6	4
73	перед нами	5	3
74	однако в	2	3
75	столь же	4	3
76	это не	7	3
77	в одной	2	3
78	по себе	2	3
79	в ее	3	3
80	по своему	3	3
81	с этим	3	3
82	анекдота в	3	3
83	в действительности	4	3
84	в данной	2	3
85	в самом	4	3
86	при всей	2	3
87	картина мира	4	3
88	еще в	3	3
89	один из	4	3
90	анекдот в	2	3
91	все же	3	3
92	в ходе	3	3
93	из них	4	3
94	именно в	7	3
95	того что	4	3
96	и даже	3	3
97	в своих	3	3
98	тем что	3	3
99	точки зрения	5	3
100	в то	8	3
101	и потому	2	3
102	это прежде	2	3
103	слова в	2	2
104	однако и	3	2
105	не менее	5	2
106	одновременно и	5	2
107	никогда не	6	2
108	мысли о	2	2
109	о котором	2	2
110	же касается	2	2
111	к себе	5	2
112	и все	4	2
113	это в	3	2
114	в литературе	3	2
115	но одновременно	3	2
116	об этом	5	2
117	по выражению	2	2
118	как его	3	2
119	в пределах	3	2
120	в значительной	2	2
121	на этом	3	2
122	самое непосредственное	2	2
123	своего времени	3	2
124	своей природе	2	2
125	в начале	2	2
126	значительной степени	2	2
127	иначе говоря	2	2
128	хотя и	2	2
129	о нем	3	2
130	в равной	3	2
131	будто бы	3	2
132	например в	2	2
133	с ее	2	2
134	того или	2	2
135	себя в	4	2
136	на том	2	2
137	героя и	5	2
138	в е	2	2
139	в тексте	3	2
140	в форме	2	2
141	что же	2	2
142	приводит к	3	2
143	жизни в	6	2
144	для своего	2	2
145	своей собственной	2	2
146	как к	3	2
147	может и	3	2
148	человека в	6	2
149	как мы	3	2
150	и что	2	2
151	при встрече	2	2
152	и герой	2	2
153	и он	5	2
154	и по	3	2
155	к другому	4	2
156	для притчи	2	2
157	слово не	2	2
158	и его	5	2
159	не следует	2	2
160	в рассказе	11	2
161	притчи в	2	2
162	героя в	2	2
163	характер и	2	2
164	н.д тамарченко	2	2
165	но как	2	2
166	в другом	2	2
167	его характер	2	2
168	в этой	8	2
169	так сказать	2	2
170	анекдота по	2	2
171	они не	2	2
172	заметить что	2	2
173	едва ли	3	2
