N	2gram	Bakhtin_Fr_8	Problemy
1	и в	56	43
2	и не	9	29
3	может быть	3	23
4	как бы	11	22
5	не может	2	18
6	в пределах	5	16
7	но и	9	14
8	как и	5	14
9	точки зрения	6	13
10	в этом	14	13
11	что он	2	13
12	в нем	8	12
13	в одном	2	12
14	слова и	3	12
15	не в	3	11
16	не только	8	11
17	прежде всего	6	10
18	и на	7	10
19	но в	6	10
20	в его	18	10
21	как мы	7	10
22	никогда не	5	9
23	в большинстве	7	9
24	еще не	10	9
25	в сущности	8	9
26	он не	5	9
27	для него	2	8
28	большинстве случаев	6	8
29	то же	11	8
30	с точки	2	8
31	и его	12	8
32	перед нами	3	7
33	о себе	2	7
34	до сих	8	7
35	и сам	2	7
36	в самом	9	7
37	в то	12	7
38	то что	3	7
39	сих пор	8	7
40	а не	2	7
41	в другом	3	7
42	в этих	11	6
43	в том	13	6
44	при этом	4	6
45	в котором	2	6
46	и наконец	3	6
47	и все	6	6
48	у него	7	6
49	не как	2	6
50	так сказать	5	6
51	так что	3	5
52	же время	10	5
53	хотя и	2	5
54	к нему	2	5
55	все это	8	5
56	таким образом	17	5
57	все эти	15	5
58	а в	2	5
59	рядом с	3	5
60	и с	8	5
61	бы в	3	5
62	вовсе не	6	5
63	о том	4	5
64	но не	5	5
65	слов и	3	5
66	было бы	2	5
67	в той	6	5
68	самом деле	2	5
69	в речи	2	5
70	в слове	2	5
71	в себе	4	5
72	что в	5	4
73	в своем	3	4
74	с другой	2	4
75	до конца	11	4
76	но это	2	4
77	между собою	2	4
78	себе и	2	4
79	ни одного	2	4
80	вот как	2	4
81	в результате	5	4
82	их в	4	4
83	но он	3	4
84	во время	5	4
85	так как	4	4
86	то есть	24	4
87	с его	5	4
88	с собой	2	4
89	в них	11	4
90	точек зрения	2	4
91	более того	3	4
92	в своей	2	4
93	и до	10	4
94	во всех	8	4
95	не на	3	4
96	там где	3	4
97	между ними	2	4
98	мы не	2	4
99	как раз	2	4
100	речи и	3	4
101	только в	9	4
102	далеко не	2	4
103	в отношении	5	3
104	это не	2	3
105	есть и	5	3
106	переходим к	4	3
107	он был	12	3
108	такой же	5	3
109	более или	2	3
110	кроме того	3	3
111	той или	2	3
112	со всею	3	3
113	здесь нет	3	3
114	уже говорили	7	3
115	и их	8	3
116	образом и	3	3
117	в их	3	3
118	устной речи	2	3
119	и даже	8	3
120	он и	2	3
121	и здесь	3	3
122	во всем	4	3
123	его в	2	3
124	еще один	2	3
125	с ним	2	3
126	между тем	3	3
127	если бы	2	3
128	и к	4	3
129	в романе	21	3
130	здесь в	3	3
131	мы уже	10	3
132	когда он	2	3
133	за пределы	4	3
134	наконец в	4	3
135	даже в	4	3
136	что и	3	3
137	все же	2	3
138	так и	13	3
139	или менее	2	3
140	только на	2	3
141	уже не	3	3
142	другой стороны	2	3
143	также и	2	3
144	и для	2	3
145	той же	6	3
146	в виде	2	3
147	и ее	4	3
148	в эту	2	3
149	уже в	2	2
150	не был	4	2
151	человека и	2	2
152	в образе	3	2
153	для понимания	2	2
154	его к	3	2
155	что на	2	2
156	ни в	2	2
157	и как	2	2
158	его романе	4	2
159	в узком	2	2
160	времени и	4	2
161	что это	4	2
162	например в	4	2
163	ту же	4	2
164	в настоящее	3	2
165	и др	8	2
166	в форме	3	2
167	целый ряд	2	2
168	здесь мы	3	2
169	мы наблюдаем	3	2
170	так же	2	2
171	в своих	4	2
172	в которых	2	2
173	сказать что	3	2
174	и еще	2	2
175	настоящее время	3	2
176	из них	2	2
177	говорили что	5	2
178	ни было	2	2
179	конечно в	2	2
180	его жизни	2	2
181	в первой	3	2
182	и при	2	2
183	одна из	4	2
184	по своему	8	2
185	то время	2	2
186	с их	2	2
187	конечно не	4	2
188	он говорит	2	2
189	и о	3	2
190	в точке	2	2
191	дело в	2	2
192	себя на	2	2
193	в процессе	5	2
194	бы и	2	2
195	узком смысле	2	2
196	и явления	2	2
197	том что	8	2
198	и эта	2	2
199	здесь с	3	2
200	и то	2	2
201	нашей работы	2	2
202	в творчестве	5	2
203	того как	2	2
204	все его	3	2
