N	2gram	Vinokur_St_2	FransuaR
1	и в	29	40
2	и его	6	17
3	прежде всего	5	16
4	в романе	4	15
5	в этом	21	15
6	не только	19	13
7	и не	9	13
8	в его	13	13
9	что в	19	12
10	вовсе не	6	12
11	как и	2	11
12	но и	19	11
13	таким образом	10	10
14	в них	2	9
15	может быть	2	9
16	он не	9	9
17	во время	2	8
18	в том	27	8
19	все эти	2	8
20	и с	4	8
21	и на	6	8
22	но в	8	8
23	в своем	9	7
24	в одном	6	7
25	в духе	2	7
26	и др	2	7
27	то же	2	7
28	в виду	7	7
29	в этих	3	6
30	к этому	4	6
31	в самом	7	6
32	в своей	7	6
33	связь с	2	6
34	в той	5	6
35	связи с	4	6
36	в то	2	6
37	до конца	3	6
38	в году	3	5
39	как раз	8	5
40	в нем	4	5
41	то что	11	5
42	не было	3	5
43	а не	5	5
44	в особенности	2	5
45	для него	4	5
46	xix века	3	4
47	у нас	3	4
48	том что	27	4
49	до сих	6	4
50	было бы	5	4
51	в ней	7	4
52	из них	3	4
53	и потому	2	4
54	а также	2	4
55	даже в	2	4
56	ни в	3	4
57	сих пор	5	4
58	века и	2	4
59	в их	3	4
60	все это	11	4
61	еще более	4	4
62	о том	17	4
63	и о	4	4
64	в данном	2	4
65	того чтобы	6	4
66	особенно в	2	4
67	и даже	3	4
68	также и	2	4
69	и здесь	3	4
70	в истории	2	4
71	так как	2	4
72	в области	2	4
73	в эту	3	4
74	с его	2	3
75	если бы	2	3
76	в частности	4	3
77	в свет	5	3
78	и к	4	3
79	об этом	6	3
80	он был	2	3
81	в ее	2	3
82	но это	3	3
83	в начале	3	3
84	в этой	2	3
85	кроме того	4	3
86	такого рода	2	3
87	никак не	2	3
88	как бы	5	3
89	еще в	2	3
90	что и	2	3
91	вместе с	7	3
92	дело не	2	3
93	так и	9	3
94	как в	3	3
95	не может	2	3
96	на самом	3	3
97	там где	2	3
98	самом деле	3	3
99	в значительной	2	3
100	для того	7	3
101	и как	2	3
102	но все	7	3
103	связан с	3	3
104	сказать что	2	3
105	между тем	5	3
106	тем что	3	3
107	при этом	2	3
108	в отличие	2	3
109	они не	2	3
110	в себе	2	3
111	в другом	4	3
112	только в	2	3
113	в конце	2	3
114	отличие от	2	3
115	не менее	3	2
116	времени и	4	2
117	не был	3	2
118	до того	4	2
119	еще и	3	2
120	ему не	2	2
121	о чем	5	2
122	чем он	2	2
123	хотя бы	3	2
124	в течение	6	2
125	с другой	4	2
126	с нею	3	2
127	что было	2	2
128	что он	13	2
129	о мире	2	2
130	все же	6	2
131	даны в	2	2
132	но не	3	2
133	как известно	2	2
134	и другие	2	2
135	и сам	2	2
136	например в	3	2
137	на его	2	2
138	значительной степени	2	2
139	одним из	6	2
140	том же	2	2
141	в котором	7	2
142	раз в	2	2
143	дело в	4	2
144	не к	2	2
145	своего рода	5	2
146	за него	2	2
147	в языке	5	2
148	не раз	2	2
149	этом отношении	9	2
150	именно в	4	2
151	из этой	2	2
152	тем же	2	2
153	потому что	9	2
154	одной из	3	2
155	с этим	3	2
156	но он	3	2
157	точки зрения	5	2
158	выражение в	2	2
159	в один	2	2
160	как он	2	2
161	и это	2	2
162	одном из	3	2
163	в которой	11	2
164	того же	2	2
165	по адресу	2	2
166	говорит об	2	2
