N	2gram	Propp_Isto_1	Dialekti
1	не есть	2	40
2	и не	9	30
3	по себе	3	25
4	т е	10	25
5	и т	25	21
6	т д	22	19
7	и в	28	18
8	ничего не	2	17
9	может быть	25	17
10	в нем	2	16
11	так что	4	15
12	а не	15	14
13	потому что	4	14
14	что в	12	13
15	то что	9	13
16	не только	12	13
17	и даже	4	13
18	если бы	8	12
19	было бы	7	12
20	в мифе	2	12
21	и что	10	12
22	в этом	8	12
23	не может	15	12
24	что это	8	11
25	что он	10	11
26	как бы	2	11
27	все это	4	11
28	в себе	2	11
29	так как	6	11
30	прежде всего	10	10
31	то же	12	10
32	что такое	2	10
33	сказать что	5	10
34	никогда не	14	9
35	это не	7	9
36	в том	9	9
37	так и	9	9
38	том что	7	9
39	ясно что	2	8
40	но это	4	8
41	не существует	2	7
42	не просто	3	7
43	вовсе не	2	7
44	и как	2	7
45	но и	10	7
46	что она	5	7
47	что не	2	7
48	также и	3	7
49	с другой	6	6
50	хотя бы	4	6
51	и вот	2	6
52	не в	9	6
53	в то	3	6
54	с ним	2	6
55	не то	4	6
56	но в	8	6
57	я не	3	5
58	в этих	7	5
59	в своем	5	5
60	на то	4	5
61	говорит о	2	5
62	в дальнейшем	5	5
63	и мы	2	5
64	и пр	4	5
65	но если	2	5
66	не с	3	5
67	все же	10	5
68	в особенности	2	5
69	и он	3	5
70	есть только	3	5
71	а в	7	5
72	само по	2	5
73	можно было	5	5
74	и с	4	5
75	мы должны	13	5
76	нисколько не	2	4
77	к тому	6	4
78	об этом	4	4
79	мы видим	11	4
80	но не	5	4
81	в котором	3	4
82	то это	3	4
83	так же	7	4
84	другой стороны	5	4
85	как раз	2	4
86	как мы	3	4
87	о том	9	4
88	как он	2	4
89	как это	3	4
90	всех этих	2	3
91	точку зрения	3	3
92	должна быть	5	3
93	что и	6	3
94	а только	2	3
95	что они	5	3
96	более или	5	3
97	конечно не	2	3
98	он не	2	3
99	только с	2	3
100	в его	5	3
101	и потому	2	3
102	даже в	4	3
103	один из	4	3
104	этот обряд	2	3
105	отношения к	2	3
106	указывает на	2	3
107	или менее	5	3
108	что же	3	3
109	даже не	2	3
110	в их	3	3
111	еще и	2	3
112	но все	4	3
113	к мифу	2	3
114	была бы	2	3
115	должно быть	2	3
116	очень много	3	3
117	в основе	4	3
118	в ней	7	3
119	могут быть	4	3
120	только в	11	3
121	утверждать что	3	3
122	бы в	2	3
123	от этого	2	3
124	ни к	2	2
125	на этом	3	2
126	не менее	6	2
127	но они	2	2
128	что их	2	2
129	того что	4	2
130	же как	2	2
131	по мере	2	2
132	именно в	3	2
133	в виде	2	2
134	в частности	2	2
135	не знает	5	2
136	были бы	2	2
137	в качестве	5	2
138	как в	2	2
139	но так	2	2
140	не как	3	2
141	и от	2	2
142	точка зрения	2	2
143	точно так	3	2
144	раз и	3	2
145	к этому	2	2
146	вопрос о	5	2
147	очень мало	2	2
148	ни было	2	2
149	как и	4	2
150	с той	2	2
151	что если	2	2
152	что здесь	5	2
153	и другое	2	2
154	как о	2	2
155	связанные с	2	2
156	здесь в	2	2
157	для него	2	2
158	до сих	5	2
159	еще не	7	2
160	одной стороны	4	2
161	мы увидим	10	2
162	никто не	2	2
163	вслед за	6	2
164	это за	3	2
165	к ним	4	2
166	относится к	2	2
167	но уже	2	2
168	другими словами	4	2
169	из них	3	2
170	и их	3	2
171	в современной	3	2
172	с ней	2	2
173	дело не	5	2
174	сих пор	5	2
175	со стороны	2	2
176	и тогда	3	2
177	нас не	3	2
178	для этого	3	2
179	тут и	2	2
180	с этим	4	2
181	а с	2	2
182	с одной	4	2
183	все эти	4	2
184	мы имеем	13	2
185	если мы	3	2
186	в эпоху	2	2
187	чтобы не	3	2
188	уже не	3	2
189	и для	4	2
190	то он	2	2
191	или на	3	2
192	то мы	4	2
193	может оказаться	3	2
194	то и	2	2
195	как таковая	2	2
196	в другом	3	2
197	во всем	3	2
198	почти не	3	2
199	это конечно	3	2
200	время как	3	2
201	тоже не	2	2
202	это было	2	2
