N	2gram	Bakhtin_Fr_8	Vladivir
1	и в	56	30
2	в году	3	24
3	то что	3	20
4	в этом	14	20
5	у него	7	19
6	в том	13	18
7	и не	9	18
8	и с	8	14
9	что он	2	13
10	том что	8	12
11	что в	5	12
12	не только	8	12
13	в его	18	11
14	а в	2	11
15	как мы	7	11
16	сказать что	3	11
17	а также	3	10
18	и даже	8	10
19	не было	5	10
20	не в	3	9
21	для него	2	9
22	кроме того	3	9
23	было бы	2	9
24	все же	2	9
25	потому что	6	9
26	не может	2	9
27	в то	12	9
28	связи с	6	8
29	в своем	3	8
30	вместе с	2	8
31	но и	9	8
32	в связи	3	8
33	не мог	3	8
34	но в	6	8
35	никогда не	5	7
36	точки зрения	6	7
37	и все	6	7
38	ни в	2	7
39	до конца	11	7
40	может быть	3	7
41	а не	2	7
42	то есть	24	7
43	еще и	3	6
44	хотя и	2	6
45	к этому	2	6
46	прежде всего	6	6
47	и к	4	6
48	он был	12	6
49	то время	2	6
50	только в	9	6
51	его жизни	2	6
52	в себе	4	6
53	и его	12	6
54	также и	2	6
55	и то	2	5
56	к концу	2	5
57	как и	5	5
58	так что	3	5
59	при этом	4	5
60	в своей	2	5
61	как бы	11	5
62	в котором	2	5
63	так и	13	5
64	все это	8	5
65	в результате	5	5
66	все эти	15	5
67	так как	4	5
68	с ним	2	5
69	совсем не	2	4
70	с его	5	4
71	с этой	2	4
72	вовсе не	6	4
73	его в	2	4
74	можно сказать	2	4
75	в этой	6	4
76	что это	4	4
77	на его	6	4
78	конечно не	4	4
79	несмотря на	2	4
80	и о	3	4
81	в ней	4	4
82	он не	5	4
83	в нем	8	4
84	в этих	11	4
85	время в	3	4
86	то же	11	4
87	в те	3	4
88	и наконец	3	4
89	так же	2	4
90	той же	6	4
91	и на	7	4
92	но это	2	4
93	о том	4	4
94	в которой	4	4
95	уже в	2	3
96	всех этих	3	3
97	в них	11	3
98	в отношении	5	3
99	это в	2	3
100	же время	10	3
101	что и	3	3
102	был и	2	3
103	и как	2	3
104	более или	2	3
105	но не	5	3
106	он и	2	3
107	в данном	2	3
108	и для	2	3
109	с точки	2	3
110	во всех	8	3
111	или менее	2	3
112	таким образом	17	3
113	здесь мы	3	3
114	те времена	2	3
115	уже не	3	3
116	наконец в	4	3
117	в виде	2	3
118	но он	3	3
119	он называет	2	3
120	дело в	2	3
121	в области	5	3
122	не могли	2	3
123	к нему	2	2
124	с тем	2	2
125	казалось бы	3	2
126	первый план	2	2
127	но по	4	2
128	очень много	2	2
129	это не	2	2
130	с начала	3	2
131	и хотя	2	2
132	мы видели	5	2
133	не был	4	2
134	здесь в	3	2
135	в настоящее	3	2
136	на котором	2	2
137	по своему	8	2
138	возможно что	2	2
139	есть и	5	2
140	настоящее время	3	2
141	и сам	2	2
142	мы уже	10	2
143	себе и	2	2
144	в самом	9	2
145	в сущности	8	2
146	в частности	7	2
147	ни с	5	2
148	и потому	4	2
149	для того	2	2
150	даже в	4	2
151	еще один	2	2
152	был в	2	2
153	начала и	4	2
154	и до	10	2
155	данном случае	2	2
156	в их	3	2
157	но дело	2	2
158	не на	3	2
159	как к	2	2
160	того как	2	2
161	начиная с	2	2
162	мы находим	3	2
163	в той	6	2
164	того чтобы	4	2
165	что для	3	2
166	в своих	4	2
167	их в	4	2
168	было у	2	2
169	и при	2	2
170	и во	2	2
171	он дает	2	2
172	к его	3	2
173	на эту	3	2
174	что эти	2	2
175	мы не	2	2
