N	2gram	Vygotskiy__7	Narrotol
1	не только	24	32
2	может быть	7	25
3	но и	11	23
4	в качестве	5	21
5	и не	18	20
6	и в	26	19
7	в том	18	18
8	в этом	29	17
9	том что	17	14
10	не в	4	14
11	состоит в	3	13
12	а не	6	12
13	представляет собой	19	12
14	то что	24	11
15	а в	2	11
16	не может	11	10
17	точки зрения	28	10
18	так и	3	9
19	в его	4	9
20	с другой	4	8
21	не является	3	8
22	в себе	9	8
23	в случае	2	7
24	как и	15	7
25	еще не	4	7
26	к тому	7	7
27	все же	6	7
28	как в	4	7
29	по отношению	6	7
30	с одной	5	7
31	одной стороны	5	7
32	что он	8	6
33	отношению к	5	6
34	то в	2	6
35	но не	3	6
36	именно в	6	6
37	в той	4	6
38	тем самым	8	6
39	как это	5	6
40	о том	4	6
41	но в	4	6
42	нуждается в	3	5
43	по себе	3	5
44	можно сказать	5	5
45	к нему	3	5
46	и его	12	5
47	в данном	5	5
48	в основе	3	5
49	между двумя	3	5
50	в отличие	2	5
51	отличие от	2	5
52	в этой	3	5
53	перед нами	2	4
54	точку зрения	2	4
55	во втором	3	4
56	прежде всего	7	4
57	одного из	2	4
58	в нем	2	4
59	что не	2	4
60	то же	8	4
61	в силу	5	4
62	было бы	6	4
63	связи с	4	4
64	имеет место	4	4
65	одной из	4	4
66	как бы	6	4
67	все те	2	4
68	и тем	6	4
69	данном случае	5	4
70	отличается от	3	4
71	из которых	2	4
72	не мог	2	4
73	сказать что	8	4
74	только в	8	4
75	и с	5	4
76	не менее	4	3
77	же как	8	3
78	что в	12	3
79	могут быть	2	3
80	никогда не	4	3
81	уже в	2	3
82	из этих	3	3
83	в свою	2	3
84	тем не	3	3
85	ни в	2	3
86	это и	4	3
87	что они	10	3
88	свою очередь	2	3
89	в сущности	9	3
90	в ней	3	3
91	он не	3	3
92	мог бы	3	3
93	из двух	3	3
94	обратимся к	3	3
95	если в	4	3
96	один из	2	3
97	не есть	4	3
98	с ее	2	3
99	как говорит	5	3
100	в первом	3	3
101	в ее	6	3
102	этом отношении	3	3
103	как мы	14	3
104	столь же	2	3
105	и он	2	3
106	тем что	9	3
107	в конечном	2	3
108	по своей	10	3
109	в то	3	3
110	что это	6	3
111	в известном	2	2
112	этого понятия	2	2
113	себя и	2	2
114	конечном счете	2	2
115	между собой	6	2
116	что у	4	2
117	в какой	6	2
118	первом случае	3	2
119	точно так	2	2
120	она может	2	2
121	в собственном	3	2
122	идет о	2	2
123	что на	2	2
124	а по	2	2
125	известном смысле	2	2
126	только о	2	2
127	есть в	3	2
128	у нее	5	2
129	между ними	3	2
130	в памяти	2	2
131	как известно	2	2
132	для него	3	2
133	она не	5	2
134	несмотря на	2	2
135	от одного	2	2
136	сути дела	2	2
137	наряду с	2	2
138	к другому	3	2
139	наконец в	2	2
140	и потому	3	2
141	даже в	2	2
142	нет и	3	2
143	не имеет	2	2
144	во второй	5	2
145	время в	2	2
146	и до	2	2
147	приводит к	4	2
148	отношение к	2	2
149	во всей	2	2
150	так же	14	2
151	как раз	3	2
152	как к	3	2
153	и только	4	2
154	отношения к	2	2
155	все эти	6	2
156	этой точки	4	2
157	совершенно не	2	2
158	самом деле	6	2
159	что мы	9	2
160	одним из	2	2
161	и для	5	2
162	с точки	21	2
163	это не	3	2
164	или в	2	2
165	можно было	2	2
166	процесса и	2	2
167	одно из	5	2
168	и ее	2	2
169	этого слова	3	2
170	его в	2	2
171	ничего не	2	2
172	что по	2	2
173	о чем	4	2
