N	2gram	Bakhtin_sl_1	Problemy
1	и не	16	31
2	и в	41	29
3	в его	13	24
4	может быть	14	24
5	а не	15	22
6	в этом	12	22
7	как бы	12	19
8	в нем	30	19
9	точки зрения	16	19
10	для него	3	18
11	не только	16	15
12	не как	4	14
13	но и	16	14
14	и его	14	14
15	то же	14	14
16	рядом с	4	14
17	в пределах	14	13
18	уже не	2	13
19	с точки	8	13
20	как и	4	12
21	точка зрения	8	12
22	не может	14	12
23	таким образом	9	12
24	в одном	2	10
25	в самом	5	10
26	в то	14	10
27	только в	6	10
28	там где	4	10
29	с его	4	9
30	это не	6	9
31	все же	7	9
32	в романе	21	9
33	но не	2	9
34	же время	12	9
35	о нем	4	9
36	все эти	9	9
37	в единство	2	9
38	в каждом	4	8
39	в своем	3	8
40	до конца	12	8
41	в своей	7	8
42	потому что	2	8
43	в том	3	8
44	прежде всего	8	7
45	вовсе не	7	7
46	а как	2	7
47	том что	2	7
48	не в	7	7
49	лишь как	3	7
50	она не	3	7
51	за пределы	4	7
52	самого автора	2	7
53	зрения на	7	7
54	так и	11	7
55	входит в	4	7
56	а в	6	7
57	с другими	5	7
58	и на	14	7
59	в себе	3	7
60	в романах	2	7
61	но в	8	7
62	все это	5	6
63	точку зрения	3	6
64	не могут	3	6
65	выражение в	3	6
66	сливается с	2	6
67	в целом	2	6
68	к нему	5	6
69	одним из	4	6
70	был бы	2	6
71	как в	8	6
72	как раз	2	6
73	так же	2	6
74	на мир	4	6
75	могут быть	19	6
76	его в	3	6
77	и потому	4	6
78	так как	3	6
79	перед нами	4	5
80	и др	14	5
81	именно в	3	5
82	было бы	3	5
83	более того	3	5
84	зависимости от	3	5
85	в монологическом	2	5
86	еще не	4	5
87	в сущности	13	5
88	и о	2	5
89	у него	3	5
90	он не	3	5
91	в зависимости	3	5
92	той же	2	5
93	на самом	2	5
94	во всяком	7	5
95	между тем	2	5
96	автора и	4	5
97	с ним	7	5
98	ничего не	4	5
99	в плане	6	5
100	поэтому и	3	4
101	в результате	3	4
102	перестает быть	2	4
103	из одного	2	4
104	является лишь	3	4
105	бы и	3	4
106	его как	2	4
107	в построении	2	4
108	и с	4	4
109	и следовательно	7	4
110	даже в	2	4
111	в процессе	4	4
112	не на	5	4
113	и т	28	4
114	и для	4	4
115	не было	3	4
116	как мы	8	4
117	и наконец	4	4
118	должно быть	2	4
119	в основе	5	4
120	стиля и	7	4
121	так сказать	5	4
122	от автора	3	3
123	в другой	2	3
124	никогда не	3	3
125	и одновременно	2	3
126	в них	6	3
127	с другой	5	3
128	романа в	3	3
129	романа и	5	3
130	точек зрения	5	3
131	по существу	3	3
132	и слово	2	3
133	одна из	2	3
134	кроме того	4	3
135	но именно	4	3
136	лишь на	3	3
137	всяком случае	5	3
138	на почве	4	3
139	оно не	6	3
140	он может	2	3
141	в духе	2	3
142	романа как	2	3
143	в их	4	3
144	другой стороны	4	3
145	тому что	2	3
146	т п	23	3
147	точке зрения	2	3
148	например в	2	3
149	и у	2	3
150	друг друга	3	3
151	не из	2	3
152	и здесь	3	3
153	сказать что	2	3
154	он в	5	3
155	как к	2	3
156	отношении к	6	3
157	далеко не	5	3
158	автора в	2	3
159	и самое	2	3
160	и этим	3	3
161	все его	4	3
162	все время	3	2
163	всех этих	4	2
164	ни были	3	2
165	связи с	2	2
166	друг другу	2	2
167	его и	3	2
168	точками зрения	3	2
169	нем в	3	2
170	хотя бы	3	2
171	с этой	3	2
172	и во	3	2
173	и от	4	2
174	те же	2	2
175	для понимания	2	2
176	в условиях	2	2
177	и ее	3	2
178	и к	5	2
179	не есть	2	2
180	следовательно и	3	2
181	так что	2	2
182	мы видим	2	2
183	при этом	6	2
184	авторским словом	2	2
185	эта форма	3	2
186	вне его	2	2
187	лучшем случае	2	2
188	и сам	3	2
189	друг с	2	2
190	со своим	5	2
191	европейского романа	3	2
192	конечно не	3	2
193	наконец в	2	2
194	они могут	7	2
195	до сих	2	2
196	в котором	2	2
197	один из	4	2
198	в большинстве	10	2
199	на его	8	2
200	не укладывается	2	2
201	войти в	2	2
202	нисколько не	2	2
203	отношение к	7	2
204	сих пор	2	2
205	но эти	3	2
206	момент его	3	2
207	данном случае	3	2
208	мы уже	2	2
209	ни было	2	2
210	по своим	6	2
211	в отношении	6	2
212	и единство	2	2
213	в контексте	2	2
214	и даже	6	2
215	нами в	2	2
216	или к	3	2
217	их основе	2	2
218	зрения и	2	2
219	слово в	10	2
220	в той	10	2
221	в смысле	4	2
222	произведения и	2	2
223	у тургенева	7	2
224	между ними	2	2
225	заставляет его	2	2
226	или даже	2	2
227	в лучшем	2	2
228	можно было	2	2
229	конечно и	2	2
230	в данном	3	2
231	в ней	4	2
232	у толстого	4	2
233	но он	2	2
234	в истории	3	2
235	в рамки	2	2
236	со всею	2	2
237	большинстве случаев	6	2
238	голоса в	2	2
239	в которой	4	2
240	в чисто	2	2
241	оно может	2	2
242	же и	2	2
243	в сознании	2	2
244	с этим	3	2
245	по преимуществу	4	2
