N	2gram	Losev_Dial_1	Psycholo
1	то что	13	44
2	и в	18	33
3	в этом	12	28
4	как бы	11	25
5	и что	12	25
6	потому что	14	24
7	для того	2	23
8	может быть	17	22
9	том что	9	22
10	что в	13	21
11	в том	9	21
12	о том	4	20
13	что он	11	20
14	и мы	5	15
15	только что	3	15
16	как это	4	14
17	что это	11	13
18	и не	30	13
19	так же	4	13
20	сказать что	10	13
21	все это	11	13
22	к тому	4	12
23	в самом	3	12
24	и все	3	12
25	так как	11	12
26	было бы	12	12
27	если мы	2	12
28	самом деле	3	12
29	он не	3	11
30	на то	5	10
31	говорит что	3	10
32	что она	7	10
33	не может	12	10
34	в его	3	10
35	как она	7	10
36	если бы	12	10
37	по себе	25	9
38	как раз	4	9
39	то же	10	9
40	в конце	4	8
41	для этого	2	8
42	в каком	8	8
43	в своем	5	7
44	так что	15	7
45	в нем	16	7
46	не только	13	7
47	тому что	3	6
48	это не	9	6
49	что они	3	6
50	в ней	3	6
51	и т	21	6
52	все эти	2	6
53	и вот	6	6
54	точки зрения	17	6
55	мы видим	4	6
56	мы должны	5	6
57	никак не	6	6
58	на самом	3	6
59	а не	14	6
60	в себе	11	6
61	что эта	4	6
62	никогда не	9	5
63	нисколько не	4	5
64	и как	7	5
65	что для	3	5
66	вовсе не	7	5
67	и совершенно	2	5
68	как он	4	5
69	с ним	6	5
70	мы можем	4	5
71	ясно что	8	5
72	с этим	2	5
73	это и	4	5
74	как и	2	5
75	и может	2	5
76	все же	5	5
77	и это	2	5
78	я не	5	4
79	и есть	16	4
80	в частности	2	4
81	совершенно не	8	4
82	из них	2	4
83	жизни и	3	4
84	для чего	2	4
85	смысл и	4	4
86	а в	5	4
87	не просто	7	4
88	того что	2	4
89	с этой	2	4
90	и так	2	4
91	к этому	2	4
92	об этом	4	4
93	никто не	2	4
94	и о	3	4
95	говорит о	5	4
96	в своей	2	4
97	как мы	4	4
98	что не	7	4
99	с точки	12	4
100	можно было	5	4
101	жизнь и	3	4
102	могла бы	2	4
103	только в	3	4
104	не то	6	4
105	это было	2	4
106	сама по	8	3
107	же как	2	3
108	что если	2	3
109	с одной	2	3
110	что оно	5	3
111	больше того	4	3
112	точно так	2	3
113	что именно	2	3
114	в мире	2	3
115	ни в	15	3
116	тому же	2	3
117	должно быть	3	3
118	на этом	2	3
119	одной стороны	2	3
120	вслед за	2	3
121	но если	5	3
122	всяком случае	2	3
123	то это	4	3
124	но и	7	3
125	конечно не	3	3
126	не было	6	3
127	в которых	2	3
128	в то	6	3
129	та же	3	3
130	нет ни	2	3
131	в основе	3	3
132	всех этих	3	3
133	говорить о	5	3
134	но не	4	3
135	указывает на	3	3
136	здесь в	2	3
137	ли это	3	3
138	до сих	2	3
139	она не	6	3
140	и из	3	3
141	конце концов	3	3
142	что и	3	3
143	или его	2	3
144	сих пор	2	3
145	так и	9	3
146	как в	2	3
147	да и	6	3
148	и сейчас	2	3
149	и он	5	3
150	и для	2	3
151	во всяком	4	3
152	от этого	3	3
153	в виде	2	3
154	т п	2	3
155	как только	2	2
156	не был	2	2
157	бы и	2	2
158	с другой	6	2
159	и от	2	2
160	из этих	2	2
161	была бы	3	2
162	прежде всего	10	2
163	вопрос о	2	2
164	со всей	2	2
165	одна и	2	2
166	но все	3	2
167	и всякий	2	2
168	такой же	2	2
169	есть конечно	2	2
170	же время	4	2
171	и другое	2	2
172	и та	3	2
173	себе и	2	2
174	и является	2	2
175	в виду	5	2
176	в котором	4	2
177	не является	3	2
178	точка зрения	2	2
179	один из	3	2
180	с той	2	2
181	то как	3	2
182	она есть	5	2
183	в их	3	2
184	другой стороны	4	2
185	не больше	2	2
186	т д	19	2
187	именно в	2	2
188	не имеет	15	2
189	есть только	5	2
190	его не	6	2
191	время как	2	2
192	можно найти	2	2
193	и с	5	2
194	именно как	2	2
195	во всем	2	2
196	также и	7	2
197	не в	6	2
198	и потому	3	2
199	почти все	2	2
200	мы имеем	2	2
201	но в	6	2
202	сам по	6	2
203	что ни	3	2
204	в них	3	2
205	что касается	2	2
206	думать что	3	2
207	о которых	2	2
208	меньше всего	3	2
209	можно сказать	6	2
210	мы увидим	2	2
211	ее на	2	2
212	и смысл	3	2
213	даже в	3	2
214	нем нет	3	2
215	со стороны	2	2
216	к самому	2	2
217	даже не	3	2
218	мне не	2	2
219	а с	2	2
220	и эта	2	2
221	хотя бы	6	2
222	почти всегда	4	2
223	и то	9	2
224	ничем не	3	2
225	ни на	6	2
226	только с	3	2
227	ничего не	17	2
