N	2gram	Tiupa_Disk_1	Hudozhes
1	том что	19	16
2	и в	16	14
3	так и	8	13
4	а не	22	12
5	в том	23	12
6	не только	28	12
7	при этом	13	12
8	о том	8	12
9	прежде всего	11	11
10	в этом	15	11
11	в себе	7	11
12	в рассказе	2	11
13	для него	4	10
14	в своей	5	10
15	что он	4	9
16	как и	16	9
17	в качестве	34	9
18	то же	7	9
19	как в	10	8
20	то что	5	8
21	же время	4	8
22	отношению к	9	8
23	по отношению	9	8
24	между тем	4	8
25	в этой	2	8
26	в то	3	8
27	в его	7	8
28	это не	3	7
29	к тому	5	7
30	уже не	4	7
31	не в	7	7
32	еще не	14	7
33	своего рода	8	7
34	как бы	5	7
35	не может	9	7
36	именно в	3	7
37	а в	5	7
38	тогда как	19	7
39	никогда не	2	6
40	что в	4	6
41	жизни в	2	6
42	человека в	2	6
43	как правило	4	6
44	не менее	2	5
45	перед нами	3	5
46	с его	4	5
47	в частности	9	5
48	к себе	2	5
49	об этом	2	5
50	может быть	17	5
51	только в	7	5
52	и он	2	5
53	но и	14	5
54	одновременно и	2	5
55	и его	2	5
56	потому что	4	5
57	точки зрения	3	5
58	героя и	2	5
59	но в	8	5
60	связи с	4	4
61	в своем	6	4
62	столь же	3	4
63	к другому	2	4
64	и все	2	4
65	можно сказать	5	4
66	и к	4	4
67	в действительности	3	4
68	в самом	3	4
69	и о	4	4
70	один из	3	4
71	картина мира	3	4
72	себя в	2	4
73	из них	3	4
74	не было	7	4
75	того что	3	4
76	по своей	11	4
77	но не	11	3
78	но одновременно	2	3
79	отнюдь не	8	3
80	с этим	3	3
81	это в	2	3
82	в литературе	2	3
83	как мы	2	3
84	в ходе	3	3
85	в ее	3	3
86	как его	2	3
87	на этом	2	3
88	по своему	3	3
89	в пределах	2	3
90	своего времени	2	3
91	такого рода	4	3
92	о нем	2	3
93	еще в	3	3
94	для себя	4	3
95	в нем	9	3
96	все же	3	3
97	со стороны	7	3
98	в тексте	2	3
99	приводит к	2	3
100	лишь в	4	3
101	и даже	3	3
102	и по	2	3
103	в своих	3	3
104	тем что	3	3
105	однако и	2	3
106	и на	5	3
107	как к	2	3
108	в равной	2	3
109	будто бы	2	3
110	а также	8	3
111	едва ли	2	3
112	анекдота в	3	3
113	может и	2	3
114	ни к	6	2
115	в рамках	5	2
116	однако в	3	2
117	мысли о	2	2
118	в одной	3	2
119	н.д тамарченко	2	2
120	и потому	3	2
121	в себя	5	2
122	по себе	3	2
123	художественного письма	7	2
124	состоит в	9	2
125	в другом	2	2
126	и что	2	2
127	по выражению	2	2
128	самое непосредственное	2	2
129	в целом	4	2
130	в данной	3	2
131	одной из	4	2
132	например в	2	2
133	на его	4	2
134	в начале	2	2
135	значительной степени	2	2
136	анекдот в	3	2
137	хотя и	2	2
138	своей природе	2	2
139	на том	2	2
140	в е	2	2
141	в форме	2	2
142	что же	2	2
143	в их	5	2
144	внимание на	4	2
145	для своего	2	2
146	анекдота по	2	2
147	а с	5	2
148	иначе говоря	2	2
149	и не	11	2
150	при всей	3	2
151	же касается	2	2
152	они не	2	2
153	в значительной	2	2
154	при встрече	2	2
155	героя в	2	2
156	что не	4	2
157	и герой	2	2
158	того или	2	2
159	для притчи	2	2
160	слово не	2	2
161	своей собственной	2	2
162	притчи в	2	2
163	пока еще	6	2
164	с ее	2	2
165	характер и	2	2
166	о котором	2	2
167	слова в	2	2
168	его характер	2	2
169	не следует	2	2
170	но как	2	2
171	так сказать	2	2
172	заметить что	2	2
173	это прежде	3	2
