N	2gram	Tiupa_Anal_1	Problema
1	то что	6	42
2	вовсе не	2	35
3	то есть	11	33
4	и в	18	32
5	и не	21	31
6	не есть	8	29
7	не просто	2	23
8	в этом	13	19
9	не только	15	17
10	потому что	2	16
11	по себе	4	15
12	а не	17	15
13	в себе	11	15
14	как бы	5	14
15	может быть	29	14
16	но в	8	14
17	в нем	3	13
18	что мы	3	13
19	при помощи	2	13
20	что в	5	12
21	а именно	3	12
22	том что	12	12
23	так и	4	12
24	и т	3	11
25	также и	2	11
26	о том	5	11
27	так как	2	11
28	то же	9	10
29	прежде всего	6	10
30	в этой	5	10
31	отнюдь не	15	10
32	нет ничего	2	10
33	но не	10	9
34	в том	27	9
35	но и	17	9
36	же самое	2	9
37	еще не	3	9
38	что же	2	9
39	того чтобы	3	9
40	в таком	3	9
41	в данном	2	9
42	данном случае	2	8
43	не может	22	8
44	все эти	2	8
45	и о	2	8
46	и на	5	8
47	было бы	2	8
48	в своей	6	8
49	для того	4	8
50	никогда не	2	7
51	ни в	4	7
52	и является	2	7
53	такого рода	5	7
54	того что	4	7
55	и все	3	7
56	что он	3	7
57	как мы	2	7
58	только в	6	7
59	здесь не	2	7
60	и есть	3	6
61	и как	5	6
62	при этом	12	6
63	в самом	6	6
64	таким образом	3	6
65	это не	6	6
66	и то	2	6
67	таком случае	3	6
68	есть не	8	6
69	в то	9	6
70	за пределы	2	6
71	в его	13	6
72	на самом	2	6
73	самом деле	2	6
74	разного рода	3	6
75	или иной	6	5
76	можно сказать	2	5
77	той или	6	5
78	не являются	2	5
79	в котором	3	5
80	она есть	2	5
81	в сознании	2	5
82	не является	2	5
83	то в	2	5
84	тем более	2	5
85	текста и	8	5
86	далеко не	6	5
87	именно в	4	4
88	не в	14	4
89	с целью	2	4
90	один из	2	4
91	не говоря	2	4
92	в их	5	4
93	а в	9	4
94	как он	3	4
95	если бы	3	4
96	в литературе	4	4
97	самое время	2	4
98	а также	3	4
99	тем самым	7	4
100	только для	2	3
101	что не	3	3
102	с другой	4	3
103	случае не	2	3
104	несмотря на	2	3
105	и эстетики	2	3
106	хотя бы	3	3
107	из них	2	3
108	другой стороны	2	3
109	для этого	2	3
110	смысл и	3	3
111	и его	5	3
112	тех или	2	3
113	или не	2	3
114	точки зрения	6	3
115	в искусстве	2	3
116	однако здесь	2	3
117	с ним	4	3
118	только не	2	3
119	для себя	2	3
120	говорит и	2	3
121	в случае	6	3
122	как и	13	3
123	того же	4	3
124	к тому	7	3
125	он не	3	3
126	о нем	3	3
127	однако не	3	3
128	сами по	2	3
129	уже не	4	3
130	свидетельствует о	2	3
131	к нему	3	3
132	с точки	4	3
133	как будто	3	3
134	не могут	3	2
135	одного и	2	2
136	иное как	5	2
137	особого рода	7	2
138	для него	2	2
139	на его	2	2
140	не о	2	2
141	логического анализа	2	2
142	для чего	2	2
143	и до	2	2
144	данного художественного	4	2
145	должно быть	2	2
146	особенно в	2	2
147	понимать как	2	2
148	и с	2	2
149	может иметь	2	2
150	из этих	2	2
151	того или	3	2
152	в первом	2	2
153	мы имеем	6	2
154	я и	6	2
155	между тем	5	2
156	с его	3	2
157	могут быть	4	2
158	однако в	3	2
159	то он	2	2
160	но о	2	2
161	или иных	2	2
162	или иного	3	2
163	и заключается	2	2
164	не что	4	2
165	и того	5	2
166	в качестве	31	2
167	текст и	2	2
168	в сущности	6	2
169	и потому	2	2
170	нет и	2	2
171	не будет	3	2
172	вместе с	4	2
173	собственно говоря	4	2
174	сколько бы	2	2
175	с другими	4	2
176	тому как	3	2
177	все прочие	2	2
178	подобно тому	3	2
179	на себя	2	2
180	что иное	5	2
181	вопроса о	3	2
182	которые в	2	2
183	едва ли	2	2
184	в которой	2	2
185	в области	4	2
