N	2gram	Tiupa_Hudo_2	Problema
1	то что	6	38
2	и не	18	37
3	вовсе не	2	37
4	и в	28	35
5	сказать что	2	24
6	не только	11	24
7	том что	19	19
8	о том	12	18
9	может быть	8	18
10	в этом	13	17
11	но и	9	16
12	только в	4	14
13	не менее	5	13
14	потому что	2	13
15	не может	4	13
16	тем не	4	12
17	в том	15	12
18	хотя бы	2	12
19	что в	5	11
20	прежде всего	3	11
21	не будет	2	11
22	и с	6	10
23	говорить о	2	10
24	еще не	3	10
25	да и	5	10
26	а не	14	10
27	в данном	2	10
28	и то	2	10
29	ничего не	5	10
30	для нас	3	9
31	в этой	5	9
32	едва ли	3	9
33	для себя	6	9
34	что же	2	9
35	только на	5	9
36	пока еще	3	9
37	уже не	10	8
38	было бы	3	8
39	как раз	4	8
40	все же	2	8
41	казалось бы	6	7
42	не является	2	7
43	того или	2	7
44	в его	11	7
45	так и	8	7
46	бы и	4	7
47	тем самым	2	7
48	тоже не	2	7
49	с другой	3	6
50	что все	3	6
51	можно сказать	6	6
52	о чем	8	6
53	и т	4	6
54	т д	2	6
55	в то	6	6
56	же самое	3	6
57	и для	2	6
58	в виде	2	6
59	но в	2	6
60	как будто	4	6
61	в частности	7	5
62	или иной	2	5
63	в самом	5	5
64	отнюдь не	2	5
65	данном случае	2	5
66	или иного	2	5
67	с одной	3	5
68	так же	3	5
69	и на	3	5
70	и все	7	5
71	как и	11	5
72	то же	6	5
73	как мы	2	5
74	одной стороны	3	5
75	что не	2	5
76	можно было	3	5
77	с другими	3	5
78	в себе	9	5
79	будто бы	3	5
80	еще и	2	5
81	и это	3	5
82	в этих	3	4
83	в своем	5	4
84	что на	3	4
85	как же	2	4
86	как бы	5	4
87	что она	7	4
88	все это	3	4
89	и только	2	4
90	а в	6	4
91	тем что	6	4
92	если бы	6	4
93	что он	8	4
94	но не	4	4
95	до сих	2	4
96	но именно	2	4
97	ни о	3	4
98	и о	4	4
99	гораздо более	2	4
100	сих пор	2	4
101	самом деле	3	4
102	то и	4	4
103	не все	3	4
104	как только	3	3
105	он сам	2	3
106	в нашем	2	3
107	тому что	4	3
108	и от	2	3
109	из этих	2	3
110	к тому	7	3
111	с самим	2	3
112	что они	4	3
113	несмотря на	3	3
114	мы уже	3	3
115	один из	2	3
116	не было	6	3
117	при этом	11	3
118	лишь в	2	3
119	в основе	2	3
120	его в	2	3
121	только не	2	3
122	и к	2	3
123	о которых	2	3
124	ли он	2	3
125	одна из	2	3
126	нельзя было	2	3
127	все что	3	3
128	она не	5	3
129	оно не	2	3
130	внимание на	3	3
131	бы не	3	3
132	для того	4	3
133	тому как	4	3
134	не во	2	3
135	как о	3	3
136	в голову	2	2
137	перед нами	11	2
138	о них	3	2
139	они все	2	2
140	не в	13	2
141	и сам	5	2
142	по поводу	3	2
143	в состоянии	3	2
144	к нему	3	2
145	сводится к	6	2
146	ни с	2	2
147	или в	3	2
148	как на	2	2
149	в ней	3	2
150	же и	2	2
151	точки зрения	2	2
152	себе в	2	2
153	нет ничего	2	2
154	ли в	3	2
155	в них	3	2
156	но при	3	2
157	с нею	3	2
158	об этом	7	2
159	внутри себя	2	2
160	в качестве	4	2
161	мысль о	2	2
162	о своем	4	2
163	и а	2	2
164	о двух	2	2
165	по преимуществу	3	2
166	он не	4	2
167	о нем	2	2
168	а также	2	2
169	что и	4	2
170	вместе с	2	2
171	на него	3	2
172	мысли и	2	2
173	чтобы не	3	2
174	того чтобы	4	2
175	той же	2	2
176	роль в	2	2
177	подобно тому	4	2
178	и ее	3	2
179	здесь не	2	2
180	это было	2	2
