N	2gram	Propp_Isto_3	Komedia
1	и в	22	26
2	и не	12	14
3	к тому	3	12
4	так и	2	12
5	и его	4	12
6	в том	9	11
7	тому же	2	11
8	может быть	11	11
9	но и	12	10
10	в этом	17	10
11	что в	15	9
12	том что	8	9
13	если бы	6	9
14	вместе с	9	9
15	было бы	3	8
16	и на	4	7
17	из них	7	7
18	не только	14	7
19	что и	9	7
20	на себя	2	7
21	в своем	2	6
22	во время	6	6
23	то что	7	6
24	еще не	10	6
25	в доме	12	6
26	в нем	9	6
27	потому что	3	6
28	и здесь	7	6
29	в то	2	6
30	о том	3	6
31	таким образом	10	6
32	с тем	2	5
33	независимо от	2	5
34	к этому	7	5
35	что он	9	5
36	а затем	3	5
37	в качестве	2	5
38	один из	5	5
39	ни в	2	5
40	с этим	8	5
41	так что	5	5
42	и с	4	5
43	не менее	5	4
44	в частности	5	4
45	у него	3	4
46	молодых людей	2	4
47	в этих	11	4
48	в них	6	4
49	что у	3	4
50	и от	3	4
51	прежде всего	3	4
52	из этих	3	4
53	как мы	8	4
54	же в	2	4
55	как и	3	4
56	в целом	3	4
57	как будто	2	4
58	хотя и	2	4
59	в его	3	4
60	все же	5	4
61	и для	2	4
62	точки зрения	2	4
63	только в	4	4
64	так как	7	4
65	как это	4	4
66	его в	3	4
67	между тем	2	4
68	после смерти	2	3
69	вопрос о	2	3
70	то время	2	3
71	в тех	2	3
72	что на	4	3
73	мы найдем	2	3
74	мы знаем	2	3
75	жизни и	2	3
76	отношению к	2	3
77	но все	2	3
78	связи с	6	3
79	но не	7	3
80	для нас	4	3
81	никто не	2	3
82	например в	2	3
83	как правило	2	3
84	да и	2	3
85	в ней	2	3
86	в котором	2	3
87	не имеет	2	3
88	друг другу	2	3
89	даже не	2	3
90	по отношению	2	3
91	дело с	2	3
92	в связи	3	3
93	той же	2	3
94	то же	6	3
95	не было	2	3
96	как в	2	3
97	возможно что	6	3
98	к нему	5	3
99	друг друга	6	3
100	а в	6	3
101	или в	11	3
102	тем что	4	3
103	не может	4	3
104	в этой	5	3
105	из дому	3	3
106	но в	10	3
107	мы можем	6	3
108	все время	2	2
109	и другие	4	2
110	в другой	4	2
111	и есть	2	2
112	не всегда	4	2
113	с другой	7	2
114	это не	6	2
115	представления о	2	2
116	в одной	3	2
117	в одном	2	2
118	представление о	3	2
119	с собой	2	2
120	вовсе не	2	2
121	то это	2	2
122	и к	3	2
123	не в	4	2
124	до сих	5	2
125	в силу	2	2
126	одна из	2	2
127	этим объясняется	3	2
128	на этом	4	2
129	после того	2	2
130	что по	2	2
131	связанных с	2	2
132	одной стороны	2	2
133	у нее	2	2
134	одним из	4	2
135	он не	5	2
136	же можно	2	2
137	не вполне	6	2
138	всяком случае	2	2
139	время как	2	2
140	даже в	2	2
141	и т	16	2
142	и это	2	2
143	после этого	2	2
144	отношение к	4	2
145	сих пор	5	2
146	со стороны	3	2
147	что она	5	2
148	целый ряд	3	2
149	так в	6	2
150	если не	2	2
151	с одной	2	2
152	в течение	6	2
153	еще более	2	2
154	и что	2	2
155	и у	3	2
156	в других	4	2
157	роль в	2	2
158	с ними	3	2
159	во всяком	2	2
160	и ее	3	2
161	на это	2	2
162	и все	3	2
163	мы имеем	19	2
164	же не	2	2
