N	2gram	Tiupa_Lite_2	FransuaR
1	и в	19	41
2	то есть	5	20
3	в этом	9	15
4	как и	10	14
5	в этой	3	13
6	то же	12	13
7	в его	4	12
8	прежде всего	4	11
9	в том	10	11
10	в себе	6	11
11	так и	7	10
12	в то	9	10
13	в качестве	5	9
14	и его	3	9
15	не в	4	9
16	же время	9	9
17	но и	10	9
18	и т.п	10	9
19	что в	4	9
20	в конце	2	8
21	по существу	3	8
22	то что	7	8
23	но в	2	8
24	в них	2	7
25	вовсе не	2	7
26	как бы	2	7
27	в нем	3	7
28	и не	11	7
29	у него	2	6
30	для него	4	6
31	и до	2	6
32	о том	2	6
33	уже в	2	5
34	не только	8	5
35	и к	2	5
36	на этом	2	5
37	в ней	4	5
38	вместе с	5	5
39	что и	2	5
40	в году	5	5
41	а в	3	5
42	и для	3	5
43	точки зрения	4	5
44	потому что	2	5
45	том числе	2	4
46	том что	7	4
47	одна из	5	4
48	все что	2	4
49	было бы	2	4
50	в сущности	3	4
51	может быть	17	4
52	он не	5	4
53	в виду	2	4
54	к жизни	2	4
55	как я	3	4
56	и наконец	2	4
57	и на	6	4
58	и с	3	4
59	одном из	2	4
60	ничего не	3	4
61	мира в	2	4
62	я не	5	3
63	того же	4	3
64	с образом	2	3
65	в одном	2	3
66	в мире	9	3
67	но это	3	3
68	такой же	3	3
69	в руках	2	3
70	при этом	6	3
71	из них	2	3
72	что он	3	3
73	с ее	2	3
74	жизни и	4	3
75	во всех	3	3
76	в их	3	3
77	не может	9	3
78	не было	2	3
79	тем самым	3	3
80	за то	2	3
81	с точки	3	3
82	той же	2	3
83	тем что	4	3
84	не знает	2	3
85	так как	3	3
86	ни было	2	2
87	и др	3	2
88	никогда не	3	2
89	человека в	4	2
90	вокруг которого	2	2
91	и еще	2	2
92	отношению к	3	2
93	и как	3	2
94	в себя	3	2
95	до конца	2	2
96	одно и	2	2
97	тот же	2	2
98	еще не	2	2
99	того что	5	2
100	сердца и	2	2
101	своего рода	13	2
102	свидетельствует о	2	2
103	одной из	2	2
104	картина мира	2	2
105	а также	2	2
106	же в	2	2
107	в образах	2	2
108	и судьба	2	2
109	по отношению	4	2
110	этом отношении	3	2
111	и других	4	2
112	для всех	5	2
113	а не	20	2
114	свое время	2	2
115	из которых	2	2
116	уже не	2	2
117	мы не	4	2
118	в данном	3	2
119	и то	3	2
120	в результате	2	2
121	ту же	2	2
122	и т.д	7	2
123	как он	2	2
124	в свое	2	2
125	в каждой	2	2
126	это прежде	2	2
127	с ним	2	2
128	в области	4	2
