N	2gram	Vygotskiy__6	Istorich
1	и в	28	26
2	так же	15	18
3	то что	28	16
4	не только	16	15
5	что в	17	14
6	может быть	13	14
7	же как	6	13
8	но и	10	12
9	между двумя	2	12
10	что он	18	10
11	показывает что	7	10
12	так и	6	10
13	таким образом	18	10
14	и его	3	10
15	что и	4	9
16	все же	2	9
17	и не	11	9
18	его в	6	9
19	так как	10	9
20	мы знаем	4	8
21	то же	7	8
22	а в	2	8
23	в этих	2	7
24	как и	6	7
25	в качестве	4	7
26	нас к	4	7
27	он не	7	7
28	знаем что	4	7
29	как в	3	7
30	в этом	27	7
31	мы имеем	4	7
32	мы видим	7	6
33	что они	2	6
34	еще не	8	6
35	в иной	2	6
36	мы видели	8	6
37	когда он	2	6
38	вместе с	7	6
39	не может	19	6
40	а не	3	6
41	и то	4	6
42	потому что	22	6
43	мы можем	9	6
44	могут быть	5	6
45	у него	2	5
46	и как	6	5
47	это не	5	5
48	в одном	2	5
49	это и	3	5
50	в силу	17	5
51	но не	10	5
52	и только	3	5
53	в его	3	5
54	мы уже	2	5
55	до сих	3	5
56	и др	2	5
57	сих пор	3	5
58	как мы	10	5
59	и что	6	5
60	и по	3	5
61	не в	4	5
62	с ними	2	5
63	тем что	8	5
64	и здесь	3	5
65	в другом	2	5
66	мы должны	3	5
67	но в	5	5
68	раньше чем	2	5
69	с другой	2	4
70	вопрос о	5	4
71	а по	3	4
72	частный случай	5	4
73	в своей	2	4
74	другой стороны	2	4
75	того как	5	4
76	но он	2	4
77	в которых	2	4
78	представляют собой	3	4
79	только что	2	3
80	на вопрос	2	3
81	и более	2	3
82	видели что	3	3
83	в другой	3	3
84	сравнению с	14	3
85	что у	2	3
86	он должен	4	3
87	по сравнению	15	3
88	представления о	2	3
89	в одной	4	3
90	из этих	3	3
91	на котором	2	3
92	этом случае	2	3
93	для нас	2	3
94	в том	28	3
95	по существу	2	3
96	том что	19	3
97	и других	7	3
98	но это	2	3
99	при этом	3	3
100	связанные с	3	3
101	она не	2	3
102	и другие	2	3
103	например в	4	3
104	на его	3	3
105	относится к	4	3
106	как бы	11	3
107	все эти	2	3
108	на то	4	3
109	но мы	3	3
110	только тогда	4	3
111	не на	2	3
112	о природе	2	3
113	как это	3	3
114	те же	3	3
115	в свете	5	3
116	между ними	7	3
117	не имеет	6	3
118	в данном	2	3
119	связи с	3	3
120	что мы	11	3
121	только в	18	3
122	с того	3	3
123	что эта	2	3
124	там где	7	3
125	должен был	3	3
126	как эта	2	2
127	не могут	5	2
128	с тем	5	2
129	не менее	2	2
130	никогда не	8	2
131	он может	2	2
132	в своем	7	2
133	содержится в	5	2
134	с этим	4	2
135	и все	5	2
136	по себе	3	2
137	и тем	5	2
138	с помощью	13	2
139	это мы	3	2
140	так что	6	2
141	представляет собой	3	2
142	что я	2	2
143	есть в	3	2
144	от него	2	2
145	на этом	4	2
146	и там	2	2
147	было бы	9	2
148	том как	2	2
149	если бы	7	2
150	у нас	2	2
151	в частности	4	2
152	установить что	4	2
153	хотя и	3	2
154	что на	4	2
155	по своей	3	2
156	не могло	2	2
157	в нем	7	2
158	в целом	3	2
159	отношение к	7	2
160	из них	2	2
161	на том	2	2
162	не по	3	2
163	от того	10	2
164	все это	2	2
165	связь между	4	2
166	в связи	2	2
167	в других	2	2
168	этот вопрос	3	2
169	того что	24	2
170	в мышлении	6	2
171	на этот	4	2
172	и на	5	2
173	с этой	2	2
174	сказать что	13	2
175	известно что	2	2
176	в себе	4	2
177	же самое	6	2
178	этот факт	2	2
179	в этой	5	2
180	он делает	2	2
181	этого слова	2	2
182	в области	6	2
183	начинается с	3	2
