N	2gram	Medvedev_F_2	FransuaR
1	и в	38	41
2	таким образом	20	19
3	в этом	27	15
4	и все	3	14
5	как и	9	14
6	в этой	6	13
7	то же	6	13
8	все эти	6	13
9	в его	10	12
10	прежде всего	15	11
11	в том	11	11
12	как мы	7	11
13	так и	8	10
14	все это	3	10
15	в то	5	10
16	в качестве	2	9
17	и его	21	9
18	не в	15	9
19	же время	5	9
20	но и	13	9
21	что в	7	9
22	в конце	2	8
23	и от	2	8
24	по существу	7	8
25	то что	6	8
26	но в	4	8
27	вовсе не	11	7
28	как бы	4	7
29	в нем	13	7
30	и не	20	7
31	в эпоху	2	7
32	это не	2	6
33	ни в	2	6
34	для него	7	6
35	и до	3	6
36	с помощью	10	6
37	только в	6	6
38	уже в	2	5
39	к этому	4	5
40	не только	9	5
41	и к	4	5
42	на этом	2	5
43	в ней	6	5
44	вместе с	6	5
45	что и	8	5
46	мы видели	4	5
47	всего в	2	5
48	как в	4	5
49	а в	6	5
50	к нему	3	5
51	и для	5	5
52	точки зрения	8	5
53	и это	2	5
54	потому что	2	5
55	в плане	2	5
56	место в	3	4
57	что это	3	4
58	хотя и	3	4
59	и здесь	3	4
60	том что	2	4
61	но все	3	4
62	было бы	6	4
63	в сущности	4	4
64	может быть	23	4
65	он не	6	4
66	в виду	2	4
67	и наконец	4	4
68	должно быть	2	4
69	и на	3	4
70	та же	2	4
71	и с	9	4
72	конце концов	2	4
73	ничего не	4	4
74	сам он	2	3
75	и другие	2	3
76	он был	2	3
77	но это	2	3
78	такой же	3	3
79	по этому	2	3
80	совсем не	2	3
81	в своей	7	3
82	кроме того	2	3
83	при этом	9	3
84	но именно	3	3
85	из них	4	3
86	например в	3	3
87	и их	3	3
88	что он	5	3
89	жизни и	3	3
90	во всех	5	3
91	в их	6	3
92	не может	14	3
93	не было	6	3
94	в той	2	3
95	тем самым	2	3
96	с точки	7	3
97	не имеет	2	3
98	и по	2	3
99	с ними	2	3
100	ничем не	2	3
101	тем что	8	3
102	как о	4	3
103	его в	3	3
104	так сказать	3	3
105	так как	4	3
106	от этого	3	3
107	перед нами	2	2
108	с его	11	2
109	все время	6	2
110	именно в	5	2
111	и др	3	2
112	никогда не	2	2
113	в этих	2	2
114	характерно что	2	2
115	здесь и	4	2
116	в одной	2	2
117	с этим	5	2
118	на самом	3	2
119	и ее	6	2
120	к тому	4	2
121	и как	3	2
122	всего этого	5	2
123	явления и	2	2
124	в большинстве	4	2
125	до конца	2	2
126	отношение к	2	2
127	того что	3	2
128	и может	3	2
129	мы в	2	2
130	одного из	3	2
131	значительной степени	3	2
132	в реальном	5	2
133	и нового	2	2
134	оно не	4	2
135	в самый	2	2
136	не есть	3	2
137	во второй	2	2
138	в процессе	9	2
139	во всей	2	2
140	в связи	10	2
141	нигде не	2	2
142	в особенности	4	2
143	этом отношении	7	2
144	еще более	5	2
145	и других	2	2
146	его как	2	2
147	не просто	2	2
148	находится в	2	2
149	только на	3	2
150	в значительной	3	2
151	а не	6	2
152	с самого	2	2
153	а только	2	2
154	уже не	7	2
155	особенно в	3	2
156	роль в	3	2
157	мы не	3	2
158	или в	3	2
159	и то	2	2
160	в результате	6	2
161	их в	2	2
162	во всяком	5	2
163	большинстве случаев	3	2
164	бы в	5	2
165	в чем	2	2
166	в которой	2	2
167	с ним	2	2
168	в области	3	2
169	это было	3	2
