N	2gram	Trubetskoy_1	slovoVRo
1	и в	23	41
2	в нем	3	30
3	то есть	2	26
4	во всех	10	17
5	но и	9	16
6	и не	8	16
7	точки зрения	13	16
8	не только	7	16
9	то же	4	14
10	может быть	16	14
11	не может	17	14
12	и на	6	14
13	в то	6	14
14	в сущности	2	13
15	в его	5	13
16	же время	2	12
17	как бы	10	12
18	в этом	12	12
19	так и	10	11
20	таким образом	31	9
21	все эти	19	9
22	может не	3	8
23	прежде всего	3	8
24	но в	4	8
25	как мы	2	8
26	с точки	8	8
27	все они	5	7
28	не в	8	7
29	они могут	2	7
30	отношение к	4	7
31	с ним	6	7
32	вовсе не	2	7
33	все же	13	7
34	во всяком	2	7
35	того же	9	6
36	это не	3	6
37	при этом	9	6
38	а в	3	6
39	в них	2	6
40	только в	6	6
41	каждый данный	4	5
42	в каждый	6	5
43	с другой	6	5
44	в самом	8	5
45	всяком случае	2	5
46	все это	11	5
47	в основе	2	5
48	и к	5	5
49	к нему	2	5
50	далеко не	5	5
51	и от	5	4
52	одной стороны	2	4
53	одним из	4	4
54	в ней	3	4
55	с ее	2	4
56	в их	4	4
57	с одной	3	4
58	лишь в	5	4
59	и наконец	3	4
60	и с	5	4
61	в которой	5	4
62	и все	7	4
63	всех этих	4	4
64	данный момент	4	4
65	как и	9	4
66	мы сказали	3	4
67	еще не	5	4
68	том же	4	4
69	и потому	3	4
70	на почве	3	4
71	в процессе	2	4
72	быть и	5	4
73	другой стороны	5	4
74	и для	6	4
75	ту же	2	4
76	все его	2	4
77	не могут	4	3
78	никогда не	4	3
79	точку зрения	2	3
80	хотя бы	4	3
81	из этих	8	3
82	к тому	8	3
83	в том	30	3
84	более или	7	3
85	и сам	2	3
86	в свою	2	3
87	для него	2	3
88	из них	5	3
89	как сказано	4	3
90	данном случае	3	3
91	в своем	10	3
92	в разных	3	3
93	именно в	5	3
94	и других	2	3
95	того что	6	3
96	друг друга	2	3
97	с ними	2	3
98	также и	2	3
99	в результате	9	3
100	образом в	3	3
101	не было	2	3
102	в истории	3	3
103	о том	7	3
104	его в	5	3
105	так как	7	3
106	у него	5	3
107	с этим	11	3
108	в себе	5	3
109	с этой	3	3
110	по существу	6	3
111	она не	2	3
112	и может	3	3
113	было бы	3	3
114	конечно не	3	3
115	он не	3	3
116	из этого	6	3
117	или менее	7	3
118	в данном	3	3
119	и ее	2	3
120	свою очередь	2	2
121	же как	3	2
122	в частности	2	2
123	тому что	2	2
124	столь же	5	2
125	что все	5	2
126	на все	5	2
127	том и	2	2
128	этом случае	4	2
129	исторического развития	2	2
130	и проч	4	2
131	ни было	2	2
132	для нас	3	2
133	так что	5	2
134	мы и	2	2
135	что они	2	2
136	на этом	2	2
137	друг с	9	2
138	для того	8	2
139	хотя и	4	2
140	между ними	2	2
141	и по	3	2
142	в целом	5	2
143	в этих	3	2
144	на том	2	2
145	как к	5	2
146	те же	2	2
147	у них	6	2
148	между этими	2	2
149	должно быть	4	2
150	так же	8	2
151	и те	2	2
152	широком смысле	2	2
153	потому что	9	2
154	с которыми	2	2
155	между тем	12	2
156	в сознании	6	2
157	в котором	2	2
158	но по	3	2
159	между собой	4	2
160	к этому	5	2
161	из одного	2	2
162	у нас	3	2
163	том что	19	2
164	то в	2	2
165	одна из	2	2
166	но не	2	2
167	по своему	5	2
168	то время	2	2
169	до сих	8	2
170	мы уже	4	2
171	совершенно не	3	2
172	даже в	3	2
173	сих пор	8	2
174	а с	4	2
175	на самом	7	2
176	если мы	4	2
177	и у	4	2
178	не есть	2	2
179	и то	4	2
180	различия между	3	2
181	мы все	2	2
182	в виде	4	2
183	а между	8	2
184	в другом	2	2
185	связи с	4	2
186	и вообще	3	2
187	с другом	9	2
188	или вовсе	2	2
189	в эту	2	2
190	из него	2	2
